Date ,Report Type ,Street ,Sub-Division
7/10/2005,"DAMAGE PROPERTY, PRIVATE ",COACH HOVIS DRIVE ,"WOODS OF TABB, THE"
8/29/2005,ATTEMPTED SUICIDE ,COACH HOVIS DRIVE ,"WOODS OF TABB, THE"
10/26/2005,CITIZEN REQUESTED ASSISTANCE ,COACH HOVIS DRIVE ,"WOODS OF TABB, THE"
11/10/2005,"DAMAGE PROPERTY, PRIVATE ",COACH HOVIS DRIVE ,"WOODS OF TABB, THE"
1/28/2005,ANNOYING PHONE CALLS ,COACHMAN DRIVE ,KINGS VILLA
5/23/2005,GRAND LARCENY ,CODY PLACE ,VICTORY MEADOWS
10/9/2005,GRAND LARCENY ,CODY PLACE ,VICTORY MEADOWS
9/1/2005,"DAMAGE PROPERTY, PRIVATE ",COINJOCK RUN ,RUNNING MAN
2/18/2005,CITIZEN REQUESTED ASSISTANCE ,COMBS LOOP ,TREBOR PASTURES
8/17/2005,PETIT LARCENY ,COMBS LOOP ,TREBOR PASTURES
2/28/2005,GRAND LARCENY ,COMMERCE CIRCLE ,KILN CREEK CENTER
8/3/2005,CITIZEN REQUESTED ASSISTANCE ,COMMERCE CIRCLE ,KILN CREEK CENTER
11/24/2005,CONSPIRACY TO COMMIT FELONY ,COMMERCE CIRCLE ,KILN CREEK CENTER
11/24/2005,ROBBERY ,COMMERCE CIRCLE ,KILN CREEK CENTER
11/24/2005,USE OR DISPLAY FIREARM IN COMMISSION OF FELONY ,COMMERCE CIRCLE ,KILN CREEK CENTER
12/22/2005,CITIZEN REQUESTED ASSISTANCE ,COMMERCE CIRCLE ,KILN CREEK CENTER
12/22/2005,PETIT LARCENY ,COMMERCE CIRCLE ,KILN CREEK CENTER
4/10/2005,"ASSAULT, SIMPLE, DOMESTIC ",COMMONWEALTH DRIVE ,VILLIAGE OF KILN CREEK
6/3/2005,"DEFRAUDING HOTELS, MOTELS <$200 ",COMMONWEALTH DRIVE ,VILLIAGE OF KILN CREEK
7/10/2005,CITIZEN REQUESTED ASSISTANCE ,COMMONWEALTH DRIVE ,VILLIAGE OF KILN CREEK
9/5/2005,"ASSAULT, SIMPLE, DOMESTIC ",COMMONWEALTH DRIVE ,VILLIAGE OF KILN CREEK
11/13/2005,"BURGLARY, RESIDENTIAL ",COMPASS COURT ,TRADEWINDS
12/14/2005,CREDIT CARD FRAUD ,COMPASS COURT ,TRADEWINDS
12/14/2005,CREDIT CARD THEFT ,COMPASS COURT ,TRADEWINDS
7/2/2005,"ASSAULT, SIMPLE ",CONWAY COURT ,TABB LAKES
12/30/2005,ANNOYING PHONE CALLS ,CORROTOMAN RUN ,RUNNING MAN
5/8/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,COVENTRY BLVD & BELMONT CIR ,COVENTRY
1/24/2005,DRUNK IN PUBLIC ,COVENTRY BLVD & ROUTE 17 ,COVENTRY
10/25/2005,"DAMAGE PROPERTY, PRIVATE ",CRANDOL DRIVE ,MILL FARM
10/25/2005,"LARCENY,FROM MOTOR VEHICLE ",CRANDOL DRIVE ,MILL FARM
10/20/2005,"LARCENY,FROM MOTOR VEHICLE ",CREST LAKE COURT ,WOOD LAKE CROSSING
10/23/2005,"LARCENY,FROM MOTOR VEHICLE ",CREST LAKE COURT ,WOOD LAKE CROSSING
7/21/2005,"LARCENY,FROM MOTOR VEHICLE ",CRIMSON COURT ,TABB
2/6/2005,HIT AND RUN -PROPERTY DAMAGE ,CROSSPOINTE COURT ,TRADEWINDS
4/17/2005,CITIZEN REQUESTED ASSISTANCE ,CROSSPOINTE COURT ,TRADEWINDS
6/15/2005,CITIZEN REQUESTED ASSISTANCE ,CROSSPOINTE COURT ,TRADEWINDS
9/17/2005,"DRUGS, PWID MARIJUANA ",CROSSPOINTE COURT ,TRADEWINDS
10/25/2005,CITIZEN REQUESTED ASSISTANCE ,CUB COURT ,TABB LAKES
10/25/2005,"DAMAGE PROPERTY, PRIVATE ",CUB COURT ,TABB LAKES
10/25/2005,"LARCENY,FROM MOTOR VEHICLE ",CUB COURT ,TABB LAKES
1/1/2005,"ASSAULT, SIMPLE ",CYBERNETICS WAY ,VILLAGES OF KILN CREEK
3/19/2005,CITIZEN REQUESTED ASSISTANCE ,CYBERNETICS WAY ,VILLAGES OF KILN CREEK
4/22/2005,GRAND LARCENY ,CYBERNETICS WAY ,VILLAGES OF KILN CREEK
5/15/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,CYBERNETICS WAY ,VILLAGES OF KILN CREEK
5/22/2005,"LARCENY,FROM MOTOR VEHICLE ",CYBERNETICS WAY ,VILLAGES OF KILN CREEK
6/16/2005,CITIZEN REQUESTED ASSISTANCE ,CYBERNETICS WAY ,VILLAGES OF KILN CREEK
7/15/2005,"DAMAGE PROPERTY, PRIVATE ",CYBERNETICS WAY ,VILLAGES OF KILN CREEK
7/29/2005,DRUNK IN PUBLIC ,CYBERNETICS WAY ,VILLAGES OF KILN CREEK
10/1/2005,GRAND LARCENY ,CYBERNETICS WAY ,VILLAGES OF KILN CREEK
11/24/2005,GRAND LARCENY ,CYBERNETICS WAY ,VILLAGES OF KILN CREEK
5/26/2005,CONTRIBUTING TO THE DELINQUENCY OF A MINOR ,DALZELL COURT ,YORK MEADOWS
4/5/2005,RUNAWAY JUVENILE ,DALZELL COURT ,YORK MEADOWS
3/6/2005,CITIZEN REQUESTED ASSISTANCE ,DARBY ROAD ,DARBY-FIRBY
5/11/2005,"LARCENY,FROM MOTOR VEHICLE ",DENISE DRIVE ,TIDE MILL ESTATES
11/5/2005,"DAMAGE PROPERTY, PRIVATE ",DILLARD LANE ,DARBY-FIRBY
11/13/2005,CITIZEN REQUESTED ASSISTANCE ,DOGWOOD DRIVE ,
12/25/2005,"BURGLARY, RESIDENTIAL ",DOGWOOD DRIVE ,
12/25/2005,"DAMAGE PROPERTY, PRIVATE ",DOGWOOD DRIVE ,
1/11/2005,CREDIT CARD FRAUD ,DON JUAN CIRCLE ,YORK MANOR
9/12/2005,CITIZEN REQUESTED ASSISTANCE ,DON JUAN CIRCLE ,YORK MANOR
11/14/2005,"LARCENY,FROM MOTOR VEHICLE ",DONOVAN COURT ,"GREENLANDS, THE"
8/18/2005,"LARCENY,FROM MOTOR VEHICLE ",DURHAM COURT ,SMITHY GLEN
8/31/2005,OBSCENE/THREATENING PHONE CALL ,DURHAM COURT ,SMITHY GLEN
11/29/2005,GRAND LARCENY ,DURHAM COURT ,SMITHY GLEN
4/8/2005,"FRAUD, ALL OTHERS ",EAST BRISTOL LANE ,YORKSHIRE DOWNS
10/23/2005,DAMAGE PROPERTY ,EAST BRISTOL LANE ,YORKSHIRE DOWNS
4/19/2005,"DAMAGE PROPERTY, PRIVATE ",EAST WEDGEWOOD DRIVE ,HOLLINGSWORTH
4/19/2005,DISCHARGE FIREARM OR MISSILE IN/AT OCCUPIED BLDG ,EAST WEDGEWOOD DRIVE ,HOLLINGSWORTH
4/28/2005,"DAMAGE PROPERTY, PRIVATE ",EAST WEDGEWOOD DRIVE ,HOLLINGSWORTH
11/22/2005,"ASSAULT, SIMPLE, DOMESTIC ",EAST WEDGEWOOD DRIVE ,HOLLINGSWORTH
11/22/2005,BRANDISHING FIREARM ,EAST WEDGEWOOD DRIVE ,HOLLINGSWORTH
7/25/2005,"ASSAULT, SIMPLE ",EASTWEDGEWOOD DRIVE ,FAIRFIELD AT KINSGATE
10/13/2005,CITIZEN REQUESTED ASSISTANCE ,ELISE PLACE ,TABB LAKES
10/27/2005,CITIZEN REQUESTED ASSISTANCE ,ELISE PLACE ,TABB LAKES
11/8/2005,CITIZEN REQUESTED ASSISTANCE ,ELISE PLACE ,TABB LAKES
7/21/2005,CITIZEN REQUESTED ASSISTANCE ,ELM DRIVE ,KENTUCKY FARMS
10/19/2005,DAMAGE PROPERTY ,ELM LAKE WAY ,WOODLAKE CROSSING
8/16/2005,DEAD ON ARRIVAL ,ENCHANTED FOREST LANE ,TABB
4/16/2005,PETIT LARCENY ,ERIC NELSON RUN ,"GREENLANDS, THE"
9/11/2005,"BURGLARY, RESIDENTIAL ",ERIC NELSON RUN ,"GREENLANDS, THE"
9/11/2005,GRAND LARCENY ,ERIC NELSON RUN ,"GREENLANDS, THE"
10/18/2005,"DAMAGE PROPERTY, PRIVATE ",ERIC NELSON RUN ,"GREENLANDS, THE"
3/20/2005,"DAMAGE PROPERTY, PRIVATE ",FAIRWAY LANE ,AVERY WOODS
4/19/2005,"DAMAGE PROPERTY, PRIVATE ",FAIRWAY LANE ,AVERY WOODS
4/19/2005,DISCHARGE FIREARM OR MISSILE IN/AT OCCUPIED BLDG ,FAIRWAY LANE ,AVERY WOODS
11/8/2005,CITIZEN REQUESTED ASSISTANCE ,FERN COVE COURT ,
1/8/2005,"DAMAGE PROPERTY, PRIVATE ",FERRIER PLACE & OWEN DAVIS BLVD ,DAVIS FORGE
1/25/2005,"ASSAULT, SIMPLE, DOMESTIC ",FIRBY ROAD ,DARBY-FIRBY
1/25/2005,CITIZEN REQUESTED ASSISTANCE ,FIRBY ROAD ,DARBY-FIRBY
3/23/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",FIRBY ROAD ,DARBY-FIRBY
12/6/2005,"DAMAGE PROPERTY, PRIVATE ",FIRBY ROAD ,DARBY-FIRBY
12/30/2005,DRUNK IN PUBLIC ,FIRBY ROAD ,DARBY-FIRBY
12/16/2005,"FRAUDULENT CONVERSION, PROPERTY REMOVAL >=$200 ",FLAG CREEK ROAD ,OLDE PORT COVE
1/3/2005,CITIZEN REQUESTED ASSISTANCE ,FOUNTAIN TRACE ,GABLES OF YORK COUNTY
2/12/2005,"DAMAGE PROPERTY, PRIVATE ",FOUNTAIN TRACE ,GABLES OF YORK COUNTY
2/12/2005,SHOOT OR THROW MISSILES AT OCCUPIED VEHICLES ,FOUNTAIN TRACE ,GABLES OF YORK COUNTY
10/25/2005,"LARCENY,FROM MOTOR VEHICLE ",FRANCES CIRCLE ,MILL FARM
2/2/2005,DRUNK IN PUBLIC ,FRANCES CIRCLE & CARDINAL LANE ,MILL FARM
9/7/2005,"LARCENY,FROM MOTOR VEHICLE ",FREEMANS TRACE ,EDGEWOOD
6/29/2005,"LARCENY,FROM MOTOR VEHICLE ",GABLES WAY ,
2/2/2005,"ASSAULT, SIMPLE, DOMESTIC ",GALAXY WAY ,LOTZ ACRES
2/15/2005,CONTRIBUTING TO THE DELINQUENCY OF A MINOR ,GALAXY WAY ,LOTZ ACRES
3/15/2005,PETIT LARCENY ,GALAXY WAY ,LOTZ ACRES
6/28/2005,CITIZEN REQUESTED ASSISTANCE ,GALAXY WAY ,LOTZ ACRES
11/23/2005,CITIZEN REQUESTED ASSISTANCE ,GALAXY WAY ,LOTZ ACRES
11/23/2005,"DAMAGE PROPERTY, PRIVATE ",GALAXY WAY ,LOTZ ACRES
11/23/2005,"LARCENY,FROM MOTOR VEHICLE ",GALAXY WAY ,LOTZ ACRES
11/23/2005,"LARCENY,FROM MOTOR VEHICLE ",GALAXY WAY ,LOTZ ACRES
11/23/2005,MOTOR VEHICLE THEFT ,GALAXY WAY ,LOTZ ACRES
11/23/2005,RECOVERED VEHICLE-STOLEN OTHER JURISDICTION ,GALAXY WAY ,LOTZ ACRES
2/5/2005,CITIZEN REQUESTED ASSISTANCE ,GARDENVILLE DRIVE ,TABB LAKES
9/23/2005,CITIZEN REQUESTED ASSISTANCE ,GARDENVILLE DRIVE ,TABB LAKES
11/16/2005,PETIT LARCENY ,GARDENVILLE DRIVE ,TABB LAKES
10/31/2005,"DAMAGE PROPERTY, PRIVATE ",GARDENVILLE DRIVE & RICHARDS RUN ,TABB LAKES
1/5/2005,PETIT LARCENY -3RD OR SUBSQ OFFENSE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/13/2005,POSSESSION OF CONTROLLED SUBSTANCES ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/13/2005,POSSESSION OF MARIJUANA ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/25/2005,THREATEN BODILY HARM ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/5/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/5/2005,RECKLESS - GENERAL ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/6/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/11/2005,OBSCENE/THREATENING PHONE CALL ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/15/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/6/2005,ELUDING POLICE -ENDANGER PERSONS OR POLICE CAR ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/6/2005,"HELMET, FACESHIELD, GOGGLES, OR SAFETY GLASSES ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/6/2005,OPERATE MOTOR VEHICLE -HABITUAL OFFENDER ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/6/2005,STATE LICENSE PLATES - NONE DISPLAYED ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/11/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/16/2005,THREATEN BODILY HARM ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/19/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/19/2005,POSSESSION OF MARIJUANA ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/23/2005,DAMAGE PROPERTY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,NEDS MARINE
3/29/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/31/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/5/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/14/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/23/2005,TRESPASSING ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/8/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/7/2005,FRAUD-BY PRESCRIPTION ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/8/2005,OBTAINING MONEY BY FALSE PRETENSES ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/9/2005,EMBEZZLEMENT >=$200 ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/15/2005,"LARCENY, ALL OTHERS ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,AMERICAN PAWN II
6/24/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/1/2005,OBTAINING MONEY BY FALSE PRETENSES ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,TABB
7/10/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/10/2005,OBSCENE/THREATENING PHONE CALL ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/28/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/28/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/28/2005,"LARCENY,FROM MOTOR VEHICLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/5/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/9/2005,BAD CHECKS ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/9/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/10/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/11/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/14/2005,DRUNK IN PUBLIC ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/16/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/17/2005,"COUNTERFEITING/FORGERY, ALL OTHERS ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/18/2005,"COUNTERFEITING/FORGERY, ALL OTHERS ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/21/2005,"COUNTERFEITING/FORGERY, ALL OTHERS ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/27/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/27/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/27/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/27/2005,"LARCENY,FROM MOTOR VEHICLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/27/2005,"LARCENY,FROM MOTOR VEHICLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/28/2005,CARRYING CONCEALED WEAPON -1ST OFFENSE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/28/2005,OPERATOR`S LICENSE VIOLATION ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/28/2005,REFUSE BLOOD/BREATH TEST ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/29/2005,EMBEZZLEMENT <$200 ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/30/2005,BAD CHECKS ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/31/2005,VIOLATION OF PROTECTIVE ORDER ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/7/2005,BAD CHECKS ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/10/2005,"ASSAULT, SIMPLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/15/2005,"BURGLARY, RESIDENTIAL ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/15/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/2/2005,MISSING PERSON ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/4/2005,"FORGING, UTTERING ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/4/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/5/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/5/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/8/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/8/2005,DRIVING W/SUSPENDED OR REVOKED LICENSE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/9/2005,"LARCENY,FROM MOTOR VEHICLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/24/2005,"FORGING, UTTERING ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/24/2005,"FORGING, UTTERING ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/24/2005,"FORGING, UTTERING ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/24/2005,"FORGING, UTTERING ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/24/2005,"FORGING, UTTERING ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/24/2005,"FORGING, UTTERING ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/24/2005,"FORGING, UTTERING ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/24/2005,"FORGING, UTTERING ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/24/2005,"FORGING, UTTERING ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/24/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/24/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/24/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/24/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/24/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/24/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/24/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/24/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/24/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/24/2005,RECEIVING STOLEN GOODS ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/24/2005,RECEIVING STOLEN GOODS ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
11/2/2005,CREDIT CARD FRAUD ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
11/3/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
11/3/2005,RUNAWAY JUVENILE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
11/5/2005,"ASSAULT, SIMPLE, DOMESTIC ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
11/5/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
11/7/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
11/7/2005,"LARCENY,FROM MOTOR VEHICLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
11/7/2005,MOTOR VEHICLE THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
11/8/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
11/8/2005,"FORGING, UTTERING ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
11/8/2005,"FORGING, UTTERING ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
11/8/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
11/8/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
11/25/2005,FORGERY BY CHECK ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,WAL*MART
11/25/2005,"FRAUD-TRICK,FALSE PRETENSES ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,WAL*MART
11/25/2005,ISSUING BAD CHECKS >=$200 ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,WAL*MART
11/29/2005,BAD CHECKS ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
12/1/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
12/9/2005,EMBEZZLEMENT >=$200 ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
12/10/2005,TRESPASSING ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
12/18/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
12/30/2005,RECOVERED VEHICLE-STOLEN OTHER JURISDICTION ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/5/2005,CARRYING CONCEALED WEAPON -1ST OFFENSE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/5/2005,DRUNK IN PUBLIC ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/5/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/6/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/6/2005,"FORGING, UTTERING ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/6/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/6/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/6/2005,IDENTITY FRAUD ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/7/2005,"BURGLARY, BUSINESS ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/7/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/7/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/13/2005,DRIVING W/SUSPENDED OR REVOKED LICENSE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/13/2005,OBSCENE/THREATENING PHONE CALL ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/15/2005,TRESPASSING ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/16/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/16/2005,"LARCENY,FROM MOTOR VEHICLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/17/2005,MOTOR VEHICLE THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/18/2005,LOST PROPERTY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/20/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/21/2005,EMBEZZLEMENT >=$200 ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/21/2005,EMBEZZLEMENT >=$200 ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/21/2005,EMBEZZLEMENT >=$200 ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/21/2005,EMBEZZLEMENT >=$200 ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/21/2005,EMBEZZLEMENT >=$200 ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/21/2005,EMBEZZLEMENT >=$200 ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/21/2005,EMBEZZLEMENT >=$200 ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/21/2005,EMBEZZLEMENT >=$200 ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/21/2005,EMBEZZLEMENT >=$200 ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/21/2005,EMBEZZLEMENT >=$200 ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/21/2005,EMBEZZLEMENT >=$200 ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/21/2005,EMBEZZLEMENT >=$200 ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/24/2005,LOST PROPERTY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/25/2005,"COUNTERFEITING/FORGERY, ALL OTHERS ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/25/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/27/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/27/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/28/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/29/2005,RUNAWAY JUVENILE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
