Date ,Report Type ,Street ,Sub-Division
4/13/2005,"BURGLARY, BUSINESS ",DENBIGH BOULEVARD ,GRAFTON
4/13/2005,"DAMAGE PROPERTY, BUSINESS ",DENBIGH BOULEVARD ,GRAFTON
4/13/2005,MOTOR VEHICLE THEFT ,DENBIGH BOULEVARD ,GRAFTON
4/23/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,DENBIGH BOULEVARD ,GRAFTON
4/23/2005,OPERATOR`S LICENSE VIOLATION ,DENBIGH BOULEVARD ,GRAFTON
4/23/2005,RECKLESS DRIVING - EXCESSIVE SPEED ,DENBIGH BOULEVARD ,GRAFTON
5/11/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",DENBIGH BOULEVARD ,GRAFTON
5/23/2005,"BURGLARY, BUSINESS ",DENBIGH BOULEVARD ,GRAFTON
5/23/2005,"DAMAGE PROPERTY, PRIVATE ",DENBIGH BOULEVARD ,GRAFTON
6/10/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",DENBIGH BOULEVARD ,GRAFTON
6/14/2005,GRAND LARCENY ,DENBIGH BOULEVARD ,GRAFTON
6/15/2005,RECKLESS - GENERAL ,DENBIGH BOULEVARD ,GRAFTON
6/26/2005,PETIT LARCENY ,DENBIGH BOULEVARD ,GRAFTON
6/27/2005,EMBEZZLEMENT <$200 ,DENBIGH BOULEVARD ,GRAFTON
7/26/2005,GRAND LARCENY ,DENBIGH BOULEVARD ,GRAFTON
7/30/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,DENBIGH BOULEVARD ,GRAFTON
7/30/2005,REFUSE BLOOD/BREATH TEST ,DENBIGH BOULEVARD ,GRAFTON
8/24/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",DENBIGH BOULEVARD ,GRAFTON
8/25/2005,POSSESSION OF MARIJUANA ,DENBIGH BOULEVARD ,GRAFTON
9/11/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,DENBIGH BOULEVARD ,GRAFTON
10/4/2005,DRUNK IN PUBLIC ,DENBIGH BOULEVARD ,GRAFTON
10/8/2005,"ASSAULT, SIMPLE ",DENBIGH BOULEVARD ,GRAFTON
10/8/2005,PETIT LARCENY ,DENBIGH BOULEVARD ,GRAFTON
10/9/2005,"BURGLARY, BUSINESS ",DENBIGH BOULEVARD ,GRAFTON
10/9/2005,"DAMAGE PROPERTY, BUSINESS ",DENBIGH BOULEVARD ,GRAFTON
10/18/2005,POSSESSION OF MARIJUANA ,DENBIGH BOULEVARD ,GRAFTON
12/20/2005,CITIZEN REQUESTED ASSISTANCE ,DENBIGH BOULEVARD ,GRAFTON
12/23/2005,"COUNTERFEITING/FORGERY, ALL OTHERS ",DENBIGH BOULEVARD ,GRAFTON
3/13/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,DENBIGH BOULEVARD & GEORGE WASH MEM HWY ,GRAFTON
3/13/2005,RECKLESS - GENERAL ,DENBIGH BOULEVARD & GEORGE WASH MEM HWY ,GRAFTON
7/4/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,DENBIGH BOULEVARD & GEORGE WASH MEM HWY ,GRAFTON
7/4/2005,UNLAWFUL PURCHASE OR POSSESS ALCOHOLIC BEVERAGE ,DENBIGH BOULEVARD & GEORGE WASH MEM HWY ,GRAFTON
10/19/2005,PETIT LARCENY ,DOGWOOD LANE ,
1/21/2005,PETIT LARCENY ,DOROTHY DRIVE ,WILLOW LAKES
4/19/2005,"DAMAGE PROPERTY, PRIVATE ",DOROTHY DRIVE ,WILLOW LAKES
5/9/2005,CITIZEN REQUESTED ASSISTANCE ,DOROTHY DRIVE ,WILLOW LAKES
6/11/2005,ANNOYING PHONE CALLS ,DOROTHY DRIVE ,WILLOW LAKES
10/29/2005,"DAMAGE PROPERTY, PRIVATE ",DOROTHY DRIVE ,WILLOW LAKES
1/4/2005,CITIZEN REQUESTED ASSISTANCE ,DUFF DRIVE ,BRANDYWINE
5/30/2005,MOTOR VEHICLE THEFT ,DUFF DRIVE ,BRANDYWINE
11/22/2005,GRAND LARCENY ,DUFF DRIVE ,BRANDYWINE
12/11/2005,ANNOYING PHONE CALLS ,DUFF DRIVE ,BRANDYWINE
6/24/2005,OBSCENE/THREATENING PHONE CALL ,EDGEHILL LANE ,EDGEHILL
12/31/2005,CITIZEN REQUESTED ASSISTANCE ,EDGEHILL LANE ,EDGEHILL
8/31/2005,"DAMAGE PROPERTY, PRIVATE ",EDGEWOOD COURT ,LAKESIDE FOREST
4/19/2005,"DAMAGE PROPERTY, PRIVATE ",EGRET COURT ,"LAKES AT DARE, THE"
12/4/2005,"DAMAGE PROPERTY, PRIVATE ",EGRET COURT ,"LAKES AT DARE, THE"
12/4/2005,"DAMAGE PROPERTY, PRIVATE ",EGRET COURT ,"LAKES AT DARE, THE"
12/5/2005,"DAMAGE PROPERTY, PRIVATE ",EGRET COURT ,"LAKES AT DARE, THE"
6/9/2005,PETIT LARCENY ,ELLA TAYLOR ROAD & KITTY DRIVE ,HARWOOD MILLS
7/19/2005,PETIT LARCENY ,FAIRWAY LANE ,AVERY WOODS
8/23/2005,OBSTRUCTING JUSTICE ,FALLING SPRING RUN ,GRAFTON WOODS
8/23/2005,POSSESSION OF MARIJUANA ,FALLING SPRING RUN ,GRAFTON WOODS
2/12/2005,CITIZEN REQUESTED ASSISTANCE ,FARMSTEAD PLACE ,WOOD TOWNE QTRS
5/26/2005,"DAMAGE PROPERTY, PRIVATE ",FIELDING LEWIS DRIVE ,BRANDYWINE
9/2/2005,CITIZEN REQUESTED ASSISTANCE ,FIELDING LEWIS DRIVE ,BRANDYWINE
12/26/2005,"DAMAGE PROPERTY, PRIVATE ",FIELDING LEWIS DRIVE ,BRANDYWINE
9/14/2005,AGGRAVATED SEXUAL BATTERY -VICTIM UNDER 13 YRS ,FLAMINGO PLACE ,"LAKES AT DARE, THE"
4/14/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,FORT EUSTIS BLVD & GEORGE WASH MEM HWY ,DENBIGH EAST
5/18/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",FORT EUSTIS BLVD & GEORGE WASH MEM HWY ,
6/28/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",FORT EUSTIS BLVD & GEORGE WASH MEM HWY ,
2/5/2005,"LARCENY,FROM MOTOR VEHICLE ",FORT EUSTIS BOULEVARD ,DENBIGH EAST
2/26/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,FORT EUSTIS BOULEVARD ,DENBIGH EAST
3/18/2005,DUMPING TRASH ON HIGHWAY OR PRIVATE PROPERTY ,FORT EUSTIS BOULEVARD ,DENBIGH EAST
3/23/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",FORT EUSTIS BOULEVARD ,DENBIGH EAST
5/11/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",FORT EUSTIS BOULEVARD ,DENBIGH EAST
5/19/2005,"MANUF, SALE, POSS CONTROL SUBST -SCHEDULE I,II ",FORT EUSTIS BOULEVARD ,DENBIGH EAST
5/24/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",FORT EUSTIS BOULEVARD ,DENBIGH EAST
5/26/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",FORT EUSTIS BOULEVARD ,DENBIGH EAST
6/15/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",FORT EUSTIS BOULEVARD ,DENBIGH EAST
7/8/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",FORT EUSTIS BOULEVARD ,DENBIGH EAST
7/19/2005,"BURGLARY, BUSINESS ",FORT EUSTIS BOULEVARD ,DENBIGH EAST
7/21/2005,CITIZEN REQUESTED ASSISTANCE ,FORT EUSTIS BOULEVARD ,DENBIGH EAST
7/23/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,FORT EUSTIS BOULEVARD ,DENBIGH EAST
9/16/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",FORT EUSTIS BOULEVARD ,DENBIGH EAST
9/20/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",FORT EUSTIS BOULEVARD ,DENBIGH EAST
11/1/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",FORT EUSTIS BOULEVARD ,DENBIGH EAST
12/10/2005,CITIZEN REQUESTED ASSISTANCE ,FORT EUSTIS BOULEVARD ,DENBIGH EAST
10/15/2005,DRIVING W/SUSPENDED OR REVOKED LICENSE ,FORT EUSTIS BOULEVARD & ELMHURST DRIVE ,DENBIGH EAST
1/29/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,FORT EUSTIS BOULEVARD & GEORGE WASH MEM HWY ,DENBIGH EAST
1/29/2005,REFUSE BLOOD/BREATH TEST ,FORT EUSTIS BOULEVARD & GEORGE WASH MEM HWY ,DENBIGH EAST
6/9/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",FORT EUSTIS BOULEVARD & GEORGE WASH MEM HWY ,DENBIGH EAST
4/3/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,FORT EUSTIS BOULEVARD & RICHNECK ROAD ,DENBIGH EAST
4/3/2005,RECKLESS - GENERAL ,FORT EUSTIS BOULEVARD & RICHNECK ROAD ,DENBIGH EAST
5/2/2005,"LARCENY,FROM MOTOR VEHICLE ",FORTUNE PLACE ,PROSPECT PARK
2/17/2005,CITIZEN REQUESTED ASSISTANCE ,FRANKLIN ROAD ,HOLLY POINT
2/23/2005,CITIZEN REQUESTED ASSISTANCE ,FRANKLIN ROAD ,HOLLY POINT
3/11/2005,"DAMAGE PROPERTY, PRIVATE ",FRANKLIN ROAD ,HOLLY POINT
4/7/2005,"DAMAGE PROPERTY, PRIVATE ",FRANKLIN ROAD ,HOLLY POINT
5/13/2005,PETIT LARCENY ,FRANKLIN STREET ,HOLLY POINT
1/24/2005,EMBEZZLEMENT >=$200 ,FREEDOM BOULEVARD ,VICTORY INDUSTRIAL PARK
9/6/2005,"BURGLARY, BUSINESS ",FREEDOM BOULEVARD ,VICTORY INDUSTRIAL PARK
9/6/2005,"DAMAGE PROPERTY, BUSINESS ",FREEDOM BOULEVARD ,VICTORY INDUSTRIAL PARK
9/6/2005,STEAL OR TAMPER WITH COIN OPERATED EQUIPMENT ,FREEDOM BOULEVARD ,VICTORY INDUSTRIAL PARK
10/3/2005,EMBEZZLEMENT <$200 ,FREEDOM BOULEVARD ,VICTORY INDUSTRIAL PARK
3/31/2005,"DAMAGE PROPERTY, PRIVATE ",GAINES WAY ,GAINES ESTATES
2/28/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,GEORGE WAS MEM HWY & BRICK CHURCH RD ,GRAFTON
2/28/2005,RECKLESS - GENERAL ,GEORGE WAS MEM HWY & BRICK CHURCH RD ,GRAFTON
3/31/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,GEORGE WAS MEM HWY & BRICK CHURCH RD ,GRAFTON
5/7/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,GEORGE WAS MEM HWY & BRICK CHURCH RD ,GRAFTON
5/18/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,GEORGE WAS MEM HWY & BRICK CHURCH RD ,GRAFTON
7/31/2005,POSSESSION OF MARIJUANA ,GEORGE WAS MEML HWY & ALEXANDER HAMILTON BLVD ,
1/9/2005,ABDUCTION & KIDNAPPING ,GEORGE WASH MEM HWY ,
1/17/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASH MEM HWY & COLONIAL PARKWAY ,
12/14/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASH MEM HWY & COLONIAL PARKWAY ,
1/3/2005,RADAR DETECTORS - POSSESSION OR USE ,GEORGE WASH MEM HWY & DENBIGH BLVD ,
2/4/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,GEORGE WASH MEM HWY & DENBIGH BLVD ,
2/4/2005,REFUSE BLOOD/BREATH TEST ,GEORGE WASH MEM HWY & DENBIGH BLVD ,
3/13/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,GEORGE WASH MEM HWY & DENBIGH BLVD ,
4/21/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,GEORGE WASH MEM HWY & DENBIGH BLVD ,GRAFTON
5/15/2005,DRIVING W/SUSPENDED OR REVOKED LICENSE ,GEORGE WASH MEM HWY & DENBIGH BLVD ,
5/15/2005,OPERATE MOTOR VEHICLE -HABITUAL OFFENDER ,GEORGE WASH MEM HWY & DENBIGH BLVD ,
9/18/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,GEORGE WASH MEM HWY & ELLA TAYLOR RD ,
9/18/2005,RECKLESS - GENERAL ,GEORGE WASH MEM HWY & ELLA TAYLOR RD ,
9/13/2005,POSSESSION OF MARIJUANA ,GEORGE WASH MEM HWY & FALCON DRIVE ,
4/17/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,GEORGE WASH MEM HWY & FAULKNER ROAD ,
2/9/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",GEORGE WASH MEM HWY & FORT EUSTIS BLVD ,
3/1/2005,DRIVING W/SUSPENDED OR REVOKED LICENSE ,GEORGE WASH MEM HWY & FORT EUSTIS BLVD ,
3/1/2005,ELUDING POLICE ,GEORGE WASH MEM HWY & FORT EUSTIS BLVD ,
3/1/2005,FAILURE TO STOP AT RED LIGHT ,GEORGE WASH MEM HWY & FORT EUSTIS BLVD ,
7/21/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASH MEM HWY & FORT EUSTIS BLVD ,YORKTOWN
8/17/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",GEORGE WASH MEM HWY & FORT EUSTIS BLVD ,
8/25/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,GEORGE WASH MEM HWY & FORT EUSTIS BLVD ,
8/25/2005,RECKLESS - GENERAL ,GEORGE WASH MEM HWY & FORT EUSTIS BLVD ,
8/31/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,GEORGE WASH MEM HWY & FORT EUSTIS BLVD ,
5/25/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,GEORGE WASH MEM HWY & HAMPTON HWY ,
5/25/2005,DRIVING W/SUSPENDED OR REVOKED LICENSE ,GEORGE WASH MEM HWY & HAMPTON HWY ,
5/25/2005,RECKLESS - GENERAL ,GEORGE WASH MEM HWY & HAMPTON HWY ,
5/25/2005,REFUSE BLOOD/BREATH TEST ,GEORGE WASH MEM HWY & HAMPTON HWY ,
4/24/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,GEORGE WASH MEM HWY & LAKESIDE DRIVE ,
7/2/2005,CONTRIBUTING TO THE DELINQUENCY OF A MINOR ,GEORGE WASH MEM HWY & LAKESIDE DRIVE ,
6/3/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,GEORGE WASH MEM HWY & MATTHEWS STREET ,YORKTOWN
6/20/2005,"DRIVING UNDER THE INFLUENCE,DRUGS ",GEORGE WASH MEM HWY & MATTHEWS STREET ,YORKTOWN
6/20/2005,DRIVING W/SUSPENDED OR REVOKED LICENSE ,GEORGE WASH MEM HWY & MATTHEWS STREET ,YORKTOWN
6/20/2005,RECKLESS - GENERAL ,GEORGE WASH MEM HWY & MATTHEWS STREET ,YORKTOWN
1/27/2005,DRIVING W/SUSPENDED OR REVOKED LICENSE ,GEORGE WASH MEM HWY & OLD YORK-HAMPTON HIGHWAY ,YORKTOWN
1/27/2005,"POSSESSION OF SCHEDULE I,II CONTROLLED SUBSTANCE ",GEORGE WASH MEM HWY & OLD YORK-HAMPTON HIGHWAY ,YORKTOWN
4/23/2005,POSSESSION OF MARIJUANA ,GEORGE WASH MEM HWY & OLD YORK-HAMPTON HIGHWAY ,
4/11/2005,DRUNK IN PUBLIC ,GEORGE WASH MEM HWY & PARKWAY OVER PASS ,YORKTOWN
8/6/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASH MEM HWY & PARKWAY OVER PASS ,
5/31/2005,OPERATE MOTOR VEHICLE -HABITUAL OFFENDER ,GEORGE WASH MEM HWY & WASHINGTON SQUARE DRIVE ,GRAFTON
6/5/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,GEORGE WASH MEM HWY & WASHINGTON SQUARE DRIVE ,
1/12/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,GEORGE WASH MEM HWY & WOLFTRAP ROAD ,
6/1/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,GEORGE WASH MEM HWY & WOLFTRAP ROAD ,GRAFTON
8/7/2005,POSSESSION OF CONTROLLED SUBSTANCES ,GEORGE WASH MEM HWY & WOLFTRAP ROAD ,GRAFTON
8/14/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,GEORGE WASH MEM HWY & WOLFTRAP ROAD ,GRAFTON
10/29/2005,DRUNK IN PUBLIC ,GEORGE WASH MEM HWY & WOLFTRAP ROAD ,
11/10/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,GEORGE WASH MEM HWY & WOLFTRAP ROAD ,GRAFTON
11/10/2005,DRIVING W/SUSPENDED OR REVOKED LICENSE ,GEORGE WASH MEM HWY & WOLFTRAP ROAD ,GRAFTON
11/10/2005,REFUSE BLOOD/BREATH TEST ,GEORGE WASH MEM HWY & WOLFTRAP ROAD ,GRAFTON
1/3/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/4/2005,"BURGLARY, RESIDENTIAL ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/7/2005,POSSESSION OF MARIJUANA ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/9/2005,"ASSAULT, SIMPLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/9/2005,EXTORTION BY THREAT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/10/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/13/2005,TRESPASSING ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/17/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
1/20/2005,"DRUGS, PWID COCAINE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,GRAFTON
1/20/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,PATRIOT SQUARE
2/8/2005,"COUNTERFEITING/FORGERY, ALL OTHERS ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/10/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,GRAFTON
2/15/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
2/18/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,GRAFTON
2/22/2005,"MANUF, SALE, POSS CONTROL SUBST -SCHEDULE I,II ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,GRAFTON
2/23/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/1/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/10/2005,EMBEZZLEMENT >=$200 ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/10/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,GRAFTON
3/17/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,GRAFTON
3/18/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,GRAFTON
3/19/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/22/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
3/24/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,HERITAGE SQUARE
3/25/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,GRAFTON
4/3/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/4/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/5/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/9/2005,"ASSAULT, SIMPLE, DOMESTIC ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/9/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/10/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/14/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
4/14/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,GRAFTON
4/19/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,GRAFTON
4/22/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,YORKTOWN
4/27/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,GRAFTON
5/4/2005,"FRAUD, ALL OTHERS ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/9/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/14/2005,SEXUAL BATTERY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
5/21/2005,LOST PROPERTY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,PATRIOT SQUARE
5/31/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/3/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/9/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/14/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
6/20/2005,GAS DRIVE-OFF ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,WAWA
6/23/2005,FUGITIVE FROM JUSTICE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/5/2005,"LARCENY,FROM MOTOR VEHICLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/14/2005,OPERATE MOTOR VEHICLE -HABITUAL OFFENDER ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/14/2005,POSSESSION OF CONTROLLED SUBSTANCES ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/15/2005,CONTRIBUTING TO THE DELINQUENCY OF A MINOR ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/15/2005,DRUNK IN PUBLIC ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/16/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/17/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
7/22/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/10/2005,"POSSESS, TRANSPORT FIREARMS BY CONVICTED FELONS ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/12/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/12/2005,"LARCENY,FROM MOTOR VEHICLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/14/2005,DRUNK IN PUBLIC ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/22/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
8/30/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,GRAFTON
9/2/2005,"LARCENY,FROM MOTOR VEHICLE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/7/2005,BAD CHECKS ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/11/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/21/2005,FALSELY SUMMONS OR FALSE REPORT TO POLICE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/21/2005,POSSESSION OF CONTROLLED SUBSTANCES ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/22/2005,PETIT LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/24/2005,DRUNK IN PUBLIC ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,0
9/25/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
9/29/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/1/2005,"BURGLARY, BUSINESS ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/3/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/4/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,SEVEN ELEVEN
10/4/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/4/2005,GAS THEFT ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/9/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/11/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/12/2005,DRUNK IN PUBLIC ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/12/2005,STALKING ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/18/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,GRAFTON
10/19/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,WESTERN AUTO
10/21/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/21/2005,UNAUTHORIZED USE OF VEHICLE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/22/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/23/2005,RECKLESS HANDLING OF FIREARM ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,
10/24/2005,"FORGING, UTTERING ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,GRAFTON
10/24/2005,"FORGING, UTTERING ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,GRAFTON
10/24/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,GRAFTON
10/24/2005,GRAND LARCENY ,GEORGE WASHINGTON MEMORIAL HIGHWAY ,GRAFTON
10/28/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",GEORGE WASHINGTON MEMORIAL HIGHWAY ,GRAFTON
