STATE,NIIN_ITEM_NAME,NATIONAL_STOCK_NUMBER,QUANTITY, TOTAL_COST , TOTAL_COST ,SHIP_DATE
AL,"PLIERS,RETAINING RI",5120013999265,2, 9.09 , $ 18.18 ,20120518
AL,"SCREWDRIVER,CROSS T",5120013988053,2, 8.99 , $ 17.98 ,20120518
AL,"SOCKET,SOCKET WRENC",5120013757761,2, 22.19 , $ 44.38 ,20120518
AL,"SOCKET,SOCKET WRENC",5120013350308,2, 6.96 , $ 13.92 ,20120518
AL,"WRENCH,OPEN END    ",5120001877131,2, 14.38 , $ 28.76 ,20120518
AL,"TOOL KIT,BRAKE     ",5180009325345,2, 748.00 ," $ 1,496.00 ",20120518
AL,"WRENCH,OPEN END    ",5120013738833,2, 11.12 , $ 22.24 ,20120518
AL,"LADDER,VEHICLE BOAR",2541015120307,2, 839.36 ," $ 1,678.72 ",20120518
AL,"BRUSH,CLEANING,TOOL",7920002052401,2, 1.91 , $ 3.82 ,20120518
AL,"FAUCET,DOUBLE      ",4510011482945,2, 231.02 , $ 462.04 ,20120518
AL,"CHAIN ASSEMBLY,SING",4010010586116,2, 4.78 , $ 9.56 ,20120518
AL,"HEADBAND,GROUND TRO",8470014222254,20, 89.70 ," $ 1,794.00 ",20120518
AL,"SOCKET,SOCKET WRENC",5120013350306,25, 6.28 , $ 157.00 ,20120518
AL,MOWER RIDING JOHNDEERE,375001C024728,3, 6500.00 ," $ 19,500.00 ",20120518
AL,"BOOTS,HOT WEATHER  ",8430013256479,3, 173.55 , $ 520.65 ,20120518
AL,"BOOTS,SAFETY,MEN'S ",8430015416119,3, 82.72 , $ 248.16 ,20120518
AL,"BOOTS,HOT WEATHER  ",8430013256479,3, 173.55 , $ 520.65 ,20120518
AL,"WRENCH,BOX AND OPEN",5120013058155,3, 52.76 , $ 158.28 ,20120518
AL,"WRENCH,BOX AND OPEN",5120013058153,3, 42.23 , $ 126.69 ,20120518
AL,WRENCH BOX AND OPEN,5120013358815,3, 5.93 , $ 17.79 ,20120518
AL,"MALLET,RAWHIDE     ",5120002222220,3, 50.31 , $ 150.93 ,20120518
AL,"AERATOR,FAUCET     ",4510012587321,3, 18.00 , $ 54.00 ,20120518
AL,"POUCH,M4 THREE MAG ",8465015250598,30, 18.51 , $ 555.30 ,20120518
AL,"SOCKET,SOCKET WRENC",5120013999570,35, 5.45 , $ 190.75 ,20120518
AL,"SOCKET,SOCKET WRENC",5120013785543,39, 21.45 , $ 836.55 ,20120518
AL,"PULLOVER,POLAR FLEE",8415014701136,4, 39.15 , $ 156.60 ,20120518
AL,"TIRE,PNEUMATIC,VEHI",2610013569098,4, 728.22 ," $ 2,912.88 ",20120518
AL,SOCKETS,5120014307970,4, 6.34 , $ 25.36 ,20120518
AL,"WRENCH,BOX AND OPEN",5120013673344,4, 12.88 , $ 51.52 ,20120518
AL,"LIGHT,WARNING      ",6220008924507,4, 66.68 , $ 266.72 ,20120518
AL,"LIGHT,DESK         ",6230012439970,4, 195.60 , $ 782.40 ,20120518
AL,CROWFOOT ATTACHMENT,5120013487309,5, 28.88 , $ 144.40 ,20120518
AL,"BOOTS,COMBAT       ",8430015145137,5, 75.95 , $ 379.75 ,20120518
AL,"BOOTS,COMBAT       ",8430015145143,5, 75.95 , $ 379.75 ,20120518
AL,"BOOTS,COMBAT       ",8430015145148,5, 75.95 , $ 379.75 ,20120518
AL,"CABINET,STORAGE    ",7125004496862,5, 143.41 , $ 717.05 ,20120518
AL,"FIRST AID KIT,UNIVE",6545015300929,50, 101.64 ," $ 5,082.00 ",20120518
AL,LOCK               ,5342011236045,50, 2.57 , $ 128.50 ,20120518
AL,"EXTINGUISHER,FIRE  ",4210002327451,6, 2987.82 ," $ 17,926.92 ",20120518
AL,CROWFOOT ATTACHMENT,5120013351128,6, 36.79 , $ 220.74 ,20120518
AL,"SOCKET,SOCKET WRENC",5120002930094,6, 10.24 , $ 61.44 ,20120518
AL,SCREWDRIVER FLAT TI,5120010701578,8, 14.00 , $ 112.00 ,20120518
AL,"SOCKET,SOCKET WRENC",5120013352066,8, 12.27 , $ 98.16 ,20120518
AL,"SOCKET,SOCKET WRENC",5120014284705,8, 17.51 , $ 140.08 ,20120518
AL,"ROPE,FIBROUS       ",4020011604055,8, 46.86 , $ 374.88 ,20120518
AL,"HOOK,CARGO         ",4030010823597,8, 6.77 , $ 54.16 ,20120518
AL,CROWFOOT ATTACHMENT,5120013351124,9, 26.65 , $ 239.85 ,20120518
AL,"WRENCH,OPEN END    ",5120002778310,9, 3.98 , $ 35.82 ,20120518
AL,"ROPE,FIBROUS       ",4020012604912,1, 104.90 , $ 104.90 ,20120519
AL,LIGHT              ,6220012025489,1, 48.99 , $ 48.99 ,20120519
AL,"LIGHT ASSEMBLY,ELEC",6695005378948,4, 272.00 ," $ 1,088.00 ",20120519
AL,"FLOODLIGHT,ELECTRIC",6220012687064,5, 548.22 ," $ 2,741.10 ",20120519
AL,"LIGHT ASSEMBLY,CLEA",6220014353244,6, 5.50 , $ 33.00 ,20120519
AL,PRESSURE WASHER,494000PRESSUR,1, 51862.00 ," $ 51,862.00 ",20120520
AL,"BOTTLE,SAFETY CAP  ",6530012725118,1, 46.37 , $ 46.37 ,20120521
AL,"SEMITRAILER,VAN    ",2330007886289,1, 27591.00 ," $ 27,591.00 ",20120521
AL,"SEMITRAILER,VAN    ",2330011757379,1, 27591.00 ," $ 27,591.00 ",20120521
AL,"TOOL KIT,GENERAL ME",5180006995273,1, 2250.77 ," $ 2,250.77 ",20120521
AL,"LIGHT,MARKER,DISTRE",6230000675209,1, 42.27 , $ 42.27 ,20120521
AL,"CRANE,WHEEL MOUNTED",3810013617649,1, 150000.00 ," $ 150,000.00 ",20120521
AL,"FILE,HAND          ",5110002425387,1, 9.98 , $ 9.98 ,20120521
AL,"FILE,HAND          ",5110002035486,1, 12.69 , $ 12.69 ,20120521
AL,"HAMMER,HAND        ",5120010704540,1, 42.22 , $ 42.22 ,20120521
AL,"HAMMER,PNEUMATIC,PO",5130008898985,1, 323.06 , $ 323.06 ,20120521
AL,"HANDLE,FILE        ",5110002630342,1, 12.24 , $ 12.24 ,20120521
AL,"LUBRICATING GUN,HAN",4930014298359,1, 25.36 , $ 25.36 ,20120521
AL,"OIL GUN,PNEUMATIC  ",4930014873878,1, 43.77 , $ 43.77 ,20120521
AL,PLIERS             ,5120002933485,1, 26.01 , $ 26.01 ,20120521
AL,"SAW,CIRCULAR,PORTAB",5130003438945,1, 439.87 , $ 439.87 ,20120521
AL,SCREWDRIVER FLAT TI,5120012882512,1, 3.26 , $ 3.26 ,20120521
AL,SOCKET SOCKET WRENC,5120014571613,1, 3.37 , $ 3.37 ,20120521
AL,SOCKET SOCKET WRENC,5120013350964,1, 6.40 , $ 6.40 ,20120521
AL,"SOCKET,SOCKET WRENC",5120013999577,1, 6.73 , $ 6.73 ,20120521
AL,"SOCKET,SOCKET WRENC",5120014000282,1, 5.41 , $ 5.41 ,20120521
AL,SOCKET SOCKET WRENC,5120013670043,1, 3.12 , $ 3.12 ,20120521
AL,"SOCKET,SOCKET WRENC",5120014303067,1, 3.12 , $ 3.12 ,20120521
AL,"SOCKET,SOCKET WRENC",5120002930093,1, 4.67 , $ 4.67 ,20120521
AL,"SOCKET,SOCKET WRENC",5120014302928,1, 2.57 , $ 2.57 ,20120521
AL,SOCKET SOCKET WRENC,5120014312674,1, 4.18 , $ 4.18 ,20120521
AL,"SOCKET,SOCKET WRENC",5120014284926,1, 5.69 , $ 5.69 ,20120521
AL,"WRENCH,PIPE        ",5120002423249,1, 46.78 , $ 46.78 ,20120521
AL,"WRENCH,OPEN END    ",5120002931349,1, 3.82 , $ 3.82 ,20120521
AL,"WRENCH,OPEN END    ",5120002772321,1, 47.85 , $ 47.85 ,20120521
AL,"WRENCH,OPEN END    ",5120002777025,1, 27.00 , $ 27.00 ,20120521
AL,WRENCH OPEN END,5120001848558,1, 2.20 , $ 2.20 ,20120521
AL,"HOLDER,INSERTED HAM",5120009038553,10, 14.30 , $ 143.00 ,20120521
AL,"SOCKET,SOCKET WRENC",5120014302953,10, 2.06 , $ 20.60 ,20120521
AL,"HAMMER,HAND        ",5120013351472,10, 15.25 , $ 152.50 ,20120521
AL,BACKPACK BLACKHAWK,841500X069436,12, 100.00 ," $ 1,200.00 ",20120521
AL,"ADAPTER,SOCKET WREN",5120002278088,2, 7.99 , $ 15.98 ,20120521
AL,ADAPTER SOCKET WREN,5120014312957,2, 4.18 , $ 8.36 ,20120521
AL,EXTENSION SOCKET WR,5120013352132,2, 16.54 , $ 33.08 ,20120521
AL,HOLDER INSERTED HAM,5120009038551,2, 22.06 , $ 44.12 ,20120521
AL,"LUBRICATING GUN,HAN",4930010622833,2, 73.94 , $ 147.88 ,20120521
AL,SCREWDRIVER FLAT TI,5120014349998,2, 4.64 , $ 9.28 ,20120521
AL,"SOCKET,SOCKET WRENC",5120009357421,2, 3.11 , $ 6.22 ,20120521
AL,"SOCKET,SOCKET WRENC",5120002771464,2, 3.21 , $ 6.42 ,20120521
AL,"SOCKET,SOCKET WRENC",5120014284686,2, 25.36 , $ 50.72 ,20120521
AL,SOCKET SOCKET WRENC,5120013987887,2, 5.97 , $ 11.94 ,20120521
AL,"WRENCH,PIPE        ",5120002423249,2, 46.78 , $ 93.56 ,20120521
AL,"MAT,SLEEPING,SELF-I",8465013936515,22, 44.39 , $ 976.58 ,20120521
AL,BIT SCREWDRIVER,5130004881982,3, 15.66 , $ 46.98 ,20120521
AL,CABINET FILE LATERAL WOOD,712500FILECAB,3, 399.99 ," $ 1,199.97 ",20120521
AL,"FILE,HAND          ",5110013351589,3, 17.69 , $ 53.07 ,20120521
AL,HANDLE SOCKET WRENC,5120002886514,3, 6.19 , $ 18.57 ,20120521
AL,SCREWDRIVER ATTACHM,5120011021670,3, 7.37 , $ 22.11 ,20120521
AL,SOCKET SOCKET WRENC,5120013352069,3, 16.60 , $ 49.80 ,20120521
AL,SOCKET SOCKET WRENC,5120013350278,3, 2.08 , $ 6.24 ,20120521
AL,"SOCKET,SOCKET WRENC",5120014284941,3, 6.97 , $ 20.91 ,20120521
AL,"SOCKET,SOCKET WRENC",5120002612821,3, 13.72 , $ 41.16 ,20120521
AL,"SOCKET,SOCKET WRENC",5120010234221,3, 32.41 , $ 97.23 ,20120521
AL,"SOCKET,SOCKET WRENC",5120009454704,3, 5.07 , $ 15.21 ,20120521
AL,SOLDERING GUN      ,3439005420396,3, 37.05 , $ 111.15 ,20120521
AL,SOLDERING GUN,3439006186624,3, 14.47 , $ 43.41 ,20120521
AL,"MIRROR,INSPECTION  ",5120013808983,3, 13.92 , $ 41.76 ,20120521
AL,WRENCH OPEN END,5120013998753,4, 5.08 , $ 20.32 ,20120521
AL,"WRENCH,OPEN END    ",5120014307861,4, 6.76 , $ 27.04 ,20120521
AL,BIT SCREWDRIVER,5120014284760,5, 8.26 , $ 41.30 ,20120521
AL,"EXTENSION,SOCKET WR",5120013582761,5, 11.15 , $ 55.75 ,20120521
AL,"HAMMER,HAND        ",5120013351472,5, 15.25 , $ 76.25 ,20120521
AL,"HANDLE,FILE        ",5110014349650,5, 1.52 , $ 7.60 ,20120521
AL,"MALLET,RUBBER      ",5120002933399,5, 8.53 , $ 42.65 ,20120521
AL,SCREWDRIVER FLAT TI,5120013988001,5, 7.59 , $ 37.95 ,20120521
AL,"SOCKET,SOCKET WRENC",5120013999571,5, 4.97 , $ 24.85 ,20120521
AL,"SOCKET,SOCKET WRENC",5120014302946,5, 4.04 , $ 20.20 ,20120521
AL,"SOCKET,SOCKET WRENC",5120013359084,5, 23.21 , $ 116.05 ,20120521
AL,"SOCKET,SOCKET WRENC",5120013999568,5, 5.29 , $ 26.45 ,20120521
AL,"SOCKET,SOCKET WRENC",5120014300968,5, 4.63 , $ 23.15 ,20120521
AL,"SOCKET,SOCKET WRENC",5120013999482,5, 3.20 , $ 16.00 ,20120521
AL,"SOCKET,SOCKET WRENC",5120013350303,5, 5.85 , $ 29.25 ,20120521
AL,SOCKET SOCKET WRENC,5120014308006,5, 4.34 , $ 21.70 ,20120521
AL,"SOCKET,SOCKET WRENC",5120002634148,5, 5.71 , $ 28.55 ,20120521
AL,SOLDERING GUN      ,3439005420396,5, 37.05 , $ 185.25 ,20120521
AL,"FILTER,WATER PURIFI",4610015360573,50, 143.72 ," $ 7,186.00 ",20120521
AL,"PLIERS,SLIP JOINT  ",5120013365640,6, 10.90 , $ 65.40 ,20120521
AL,"SOLDERING IRON,CORD",3439002649573,8, 24.91 , $ 199.28 ,20120521
AL,"PLIERS,RETAINING RI",5120014288417,8, 12.44 , $ 99.52 ,20120521
AL,PIANO UPRIGHT YAMAHA,771001C096854,1, 7400.00 ," $ 7,400.00 ",20120522
AL,"SPECULUM,OTOSCOPE  ",6515013294847,1, 433.25 , $ 433.25 ,20120522
AL,RESPONSE DETECTOR T,6665014298591,1, 1447.98 ," $ 1,447.98 ",20120522
AL,CPCVX COPIER CANON,361001X076812,1, 17161.00 ," $ 17,161.00 ",20120522
AL,MULTIFUNCTION PRINTER X646E,702501C067472,1, 4247.00 ," $ 4,247.00 ",20120522
AL,DOCKING STATION DELL PR01X,702500DOCKSTA,1, 99.00 , $ 99.00 ,20120522
AL,"TOOL KIT,GENERAL ME",5180001777033,1, 1010.86 ," $ 1,010.86 ",20120522
AL,"BANDAGE,GAUZE      ",6510000583047,1, 172.05 , $ 172.05 ,20120522
AL,"TRAILER,SELF-LOADIN",2320013920293,1, 75000.00 ," $ 75,000.00 ",20120522
AL,"GENERATOR SET,DIESE",6115014492108,1, 4491.00 ," $ 4,491.00 ",20120522
AL,"GENERATOR SET,DIESE",6115004651030,1, 13635.00 ," $ 13,635.00 ",20120522
AL,CPCVX COPIER,361001C054484,1, 12724.00 ," $ 12,724.00 ",20120522
AL,PRINTER AUTOMATIC D,7025014972179,1, 3000.00 ," $ 3,000.00 ",20120522
AL,"TRAILER,SELF-LOADIN",2320013920293,1, 75000.00 ," $ 75,000.00 ",20120522
AL,"TRAILER,SELF-LOADIN",2320013245915,1, 123759.44 ," $ 123,759.44 ",20120522
AL,ULTRASOUND UNIT SYS,6515015530152,1, 13747.15 ," $ 13,747.15 ",20120522
AL,CAMERA,672000CAMERA,1, 400.00 , $ 400.00 ,20120522
AL,JD 350 DOZER,2430DSTRACTO2,1, 41200.00 ," $ 41,200.00 ",20120522
AL,TRACTOR,2420DSTRACT01,1, 20000.00 ," $ 20,000.00 ",20120522
AL,TRUCK TRACTOR,2320014581207,1, 70832.00 ," $ 70,832.00 ",20120522
AL,CROWFOOT ATTACHMENT,5120013487307,1, 36.04 , $ 36.04 ,20120522
AL,NUT RUNNER AND SCRE,5130007982211,1, 326.51 , $ 326.51 ,20120522
AL,MODULAR SLEEP SYSTE,8465014456274,12, 263.95 ," $ 3,167.40 ",20120522
AL,"TENT,MODULAR,GENERA",8340015120240,2, 9690.68 ," $ 19,381.36 ",20120522
AL,PRINTER AUTOMATIC D,7025015433738,2, 456.00 , $ 912.00 ,20120522
AL,"GENERATOR SET,DIESE",6115000331373,2, 10985.00 ," $ 21,970.00 ",20120522
AL,CROWFOOT ATTACHMENT,5120013351128,2, 36.79 , $ 73.58 ,20120522
AL,"OVERALLS,COLD WEATH",8415014726917,2, 43.37 , $ 86.74 ,20120522
AL,"TOURNIQUET,NONPNEUM",6515003830565,2, 5.22 , $ 10.44 ,20120522
AL,"TOURNIQUET,NONPNEUM",6515003830565,2, 5.22 , $ 10.44 ,20120522
AL,"SHIRT,COLD WEATHER ",8415014618336,2, 60.45 , $ 120.90 ,20120522
AL,"STRIP,FILLER,FENCE ",5660012382538,2, 52.11 , $ 104.22 ,20120522
AL,FIELD PACK         ,8465010199103,20, 45.88 , $ 917.60 ,20120522
AL,"POUCH,M4 THREE MAG ",8465015250598,20, 18.51 , $ 370.20 ,20120522
AL,HP PRINTER MDL 4250DTN 4250N,702501W000105,3, 1263.00 ," $ 3,789.00 ",20120522
AL,STETHOSCOPE,6515010985770,3, 64.05 , $ 192.15 ,20120522
AL,"TOURNIQUET,NONPNEUM",6515003830565,30, 5.22 , $ 156.60 ,20120522
AL,MODULAR SLEEP SYSTE,8465014456274,32, 263.95 ," $ 8,446.40 ",20120522
AL,SOLDERING GUN      ,3439005420396,4, 37.05 , $ 148.20 ,20120522
AL,MEDIC BAG          ,8465015247635,5, 125.00 , $ 625.00 ,20120522
AL,RACKS  LADDER  BLACK IN BOXES,711000RACKS,5, 50.00 , $ 250.00 ,20120522
AL,"DRESSING,FIRST AID,",6510001594883,50, 3.51 , $ 175.50 ,20120522
AL,"TIRE,PNEUMATIC,VEHI",2610015414090,1, 487.87 , $ 487.87 ,20120523
AL,"TRUCK,DUMP         ",2320012064079,1, 89115.00 ," $ 89,115.00 ",20120523
AL,MISC TOOLS,512000TOOLS,1, 100.00 , $ 100.00 ,20120523
AL,MISC TOOLS,512000TOOLS,1, 100.00 , $ 100.00 ,20120523
AL,MISC TOOLS,512000TOOLS,1, 100.00 , $ 100.00 ,20120523
AL,"TRAILER,CARGO      ",2330014521218,1, 10245.00 ," $ 10,245.00 ",20120523
AL,"GENERATOR SET,DIESE",6115004651044,1, 8332.00 ," $ 8,332.00 ",20120523
AL,"HORN,SIGNAL        ",6350002244944,1, 970.00 , $ 970.00 ,20120523
AL,"SHEETING,REFLECTIVE",9390010796957,1, 351.82 , $ 351.82 ,20120523
AL,11 5 DESERT BOOT,843001BOOT,1, 125.00 , $ 125.00 ,20120523
AL,BORESCOPE,6650009732394,1, 135.00 , $ 135.00 ,20120523
AL,"CLIP,HEMOSTATIC    ",6515012594311,10, 129.93 ," $ 1,299.30 ",20120523
AL,"BOX,ACCESSORIES STO",2540013235181,10, 75.16 , $ 751.60 ,20120523
AL,"SCREWDRIVER,FLAT TI",5120000107914,10, 8.93 , $ 89.30 ,20120523
AL,SOCKS              ,8440001536719,10, 2.34 , $ 23.40 ,20120523
AL,"BLADE,WINDSHIELD WI",2540011574092,11, 90.53 , $ 995.83 ,20120523
AL,"BOOTS,COMBAT       ",8430015145137,2, 75.95 , $ 151.90 ,20120523
AL,"SPLINT,UNIVERSAL   ",6515012254681,2, 94.67 , $ 189.34 ,20120523
AL,"OXIMETER,PULSE     ",6515014660971,2, 572.92 ," $ 1,145.84 ",20120523
AL,LARYNGOSCOPE SET   ,6515012861010,2, 2008.57 ," $ 4,017.14 ",20120523
AL,"LIGHT SET,GENERAL I",6230002997077,2, 5790.00 ," $ 11,580.00 ",20120523
AL,"WRENCH,OPEN END    ",5120001877131,2, 14.38 , $ 28.76 ,20120523
AL,"MASK,FACE          ",6515014843880,2, 6.57 , $ 13.14 ,20120523
AL,"TIRE,PNEUMATIC,VEHI",2610009447000,2, 308.64 , $ 617.28 ,20120523
AL,"POUCH,FIRST AID    ",6530015402022,20, 32.18 , $ 643.60 ,20120523
AL,KNEE AND ELBOW PAD ,8465015997051,20, 31.85 , $ 637.00 ,20120523
AL,SPHYGMOMANOMETER   ,6515015305160,3, 171.52 , $ 514.56 ,20120523
AL,TENT               ,8340004702341,3, 2300.22 ," $ 6,900.66 ",20120523
AL,"CHEST,AMMUNITION   ",8140008282938,30, 3.88 , $ 116.40 ,20120523
AL,"TIRE,PNEUMATIC,VEHI",2610002628677,4, 280.24 ," $ 1,120.96 ",20120523
AL,DEFIBRILLATOR/MONIT,6515014809614,4, 17002.89 ," $ 68,011.56 ",20120523
AL,SPHYGMOMANOMETER   ,6515015237243,4, 62.84 , $ 251.36 ,20120523
AL,"CAN,TRASH AND GARBA",7240001600440,40, 34.74 ," $ 1,389.60 ",20120523
AL,CEILING FAN,414000FAN,5, 70.00 , $ 350.00 ,20120523
AL,"HOLSTER,PISTOL     ",1095015411514,5, 90.29 , $ 451.45 ,20120523
AL,"SCISSORS,GENERAL SU",6515003640920,50, 8.40 , $ 420.00 ,20120523
AL,"SCISSORS,GENERAL SU",6515003640920,50, 8.40 , $ 420.00 ,20120523
AL,"DISPOSAL CONTAINER,",6530014915030,66, 3.80 , $ 250.80 ,20120523
AL,"FIXTURE,LIGHTING   ",6210011869957,7, 202.86 ," $ 1,420.02 ",20120523
AL,GOLF CART,2340DSCART000,1, 15000.00 ," $ 15,000.00 ",20120524
AL,"TRACTOR,FULL TRACKE",2410001777284,1, 72325.00 ," $ 72,325.00 ",20120524
AL,"PLASMA CUTTER,PORTA",3433013899938,1, 2323.04 ," $ 2,323.04 ",20120524
AL,"TOOL KIT,GENERAL ME",5180001777033,1, 1010.86 ," $ 1,010.86 ",20120524
AL,"TRUCK,DUMP         ",2320010478756,1, 84554.00 ," $ 84,554.00 ",20120524
AL,"RESCUE HOOK,SURVIVA",4240015475933,1, 29.60 , $ 29.60 ,20120524
AL,"TRUCK,LIFT,FORK    ",3930010543833,1, 100010.00 ," $ 100,010.00 ",20120524
AL,MOUNTER AND DEMOUNT,4910012370292,1, 2052.20 ," $ 2,052.20 ",20120524
AL,VEHICLE LOW SPEED,2340P99X85186,1, 6780.00 ," $ 6,780.00 ",20120524
AL,"ROPE,FIBROUS       ",4020005197980,1, 7377.21 ," $ 7,377.21 ",20120524
AL,CART,2340DSCART000,1, 5000.00 ," $ 5,000.00 ",20120524
AL,PALM CORDER,671000PPALMCO,1, 400.00 , $ 400.00 ,20120524
AL,ROLAND KEYBOAARD,7710KEYBOARD,1, 295.00 , $ 295.00 ,20120524
AL,FIXTURES,621000M000245,1, 25.98 , $ 25.98 ,20120524
AL,CAMERA DIGITAL,672000Q033413,1, 699.99 , $ 699.99 ,20120524
AL,CAMERA  DIGITAL,672000CAMERA,1, 1483.00 ," $ 1,483.00 ",20120524
AL,CHAIN SAW,512000SAW,1, 356.31 , $ 356.31 ,20120524
AL,CAMERA  VIDEO,583600CAMERA,1, 525.00 , $ 525.00 ,20120524
AL,ELIPTICAL,783000ELIPTIC,1, 300.00 , $ 300.00 ,20120524
AL,ELIPTICAL MACHINE,783001XE11000,1, 250.00 , $ 250.00 ,20120524
AL,CAMERRA STILL,672001C006443,1, 300.00 , $ 300.00 ,20120524
AL,"SAW,CHAIN          ",3695006796914,1, 494.70 , $ 494.70 ,20120524
AL,CAMERAS,6720CAMERA,1, 1559.00 ," $ 1,559.00 ",20120524
AL,WELDER,3431DSWELDERO,1, 75.00 , $ 75.00 ,20120524
AL,"WELDING MACHINE,ARC",3431010633340,1, 6191.79 ," $ 6,191.79 ",20120524
AL,RIDING LAWNMOWER,3750LAWWNMOWE,1, 5400.00 ," $ 5,400.00 ",20120524
AL,STENCIL CUTTING MAC,7490002813959,1, 1012.05 ," $ 1,012.05 ",20120524
AL,WEED TRIMMER,375000TRIMMER,1, 600.00 , $ 600.00 ,20120524
AL,"COMPRESSOR UNIT,REC",4310011900285,1, 1000.00 ," $ 1,000.00 ",20120524
AL,"PUMP UNIT,CENTRIFUG",4320013388010,1, 2163.00 ," $ 2,163.00 ",20120524
AL,"GENERATOR SET,DIESE",6115004651044,1, 8332.00 ," $ 8,332.00 ",20120524
AL,"AX,SINGLE BIT      ",5110002932336,10, 32.95 , $ 329.50 ,20120524
AL,MODULAR SLEEP SYSTE,8465014456274,10, 263.95 ," $ 2,639.50 ",20120524
AL,RESCUE AND TRANSPOR,6530012601222,10, 615.03 ," $ 6,150.30 ",20120524
AL,"HEADBAND,GROUND TRO",8470014222254,10, 89.70 , $ 897.00 ,20120524
AL,"SHIRT,COLD WEATHER ",8415015030763,100, 33.20 ," $ 3,320.00 ",20120524
AL,"DEMINERALIZER,WATER",4610013136086,15, 879.64 ," $ 13,194.60 ",20120524
AL,GYM BIKE,783000PGYMBIK,2, 425.00 , $ 850.00 ,20120524
AL,BICYCLE EXERCISE,783001C024404,2, 1400.00 ," $ 2,800.00 ",20120524
AL,"INSTALLATION KIT,EL",5895013712431,2, 1959.48 ," $ 3,918.96 ",20120524
AL,"VACUUM CLEANER,PLAS",6515012452176,2, 615.20 ," $ 1,230.40 ",20120524
AL,"SPRAYER AND DUSTER,",3740011574000,2, 638.93 ," $ 1,277.86 ",20120524
AL,MASSAGE  MACHINE,65150MASSAGE,2, 950.00 ," $ 1,900.00 ",20120524
AL,CPCVX BINOCULARS,665001C036043,2, 490.00 , $ 980.00 ,20120524
AL,KNIFE STRAP CUTTING,5110015785435,2, 11.24 , $ 22.48 ,20120524
AL,EXERCISE BIKES,783000BIKE,2, 200.00 , $ 400.00 ,20120524
AL,MOWER LAWN POWERED,375001C056461,2, 250.00 , $ 500.00 ,20120524
AL,LAWN MOWER,375000MOWER,2, 200.00 , $ 400.00 ,20120524
AL,MOWER LAWN,375001C076383,2, 200.00 , $ 400.00 ,20120524
AL,"PUMP UNIT,CENTRIFUG",4320013388010,2, 2163.00 ," $ 4,326.00 ",20120524
AL,MANIKIN CPR HEAD AND TORSO,653001C038851,20, 150.00 ," $ 3,000.00 ",20120524
AL,COMPUTER MOUSE,703500PCPUMOU,20, 15.00 , $ 300.00 ,20120524
AL,"POWER STRIP,ELECTRI",6150015035764,3, 119.60 , $ 358.80 ,20120524
AL,GUITARS,7710GUITAR,3, 145.00 , $ 435.00 ,20120524
AL,MULTIMETER         ,6625012656000,4, 542.27 ," $ 2,169.08 ",20120524
AL,"CORD,ELASTIC       ",8305002673115,4, 1.11 , $ 4.44 ,20120524
AL,"TIRE,PNEUMATIC,VEHI",2610013337632,4, 432.39 ," $ 1,729.56 ",20120524
AL,"GENERATOR,ENGINE AC",2920014661855,4, 4469.00 ," $ 17,876.00 ",20120524
AL,LUDWIG DRUM SET,7710DRUMSET,5, 595.00 ," $ 2,975.00 ",20120524
AL,TILE 8 X 8 X 1 4  CERAMIC,562000T020651,6, 48.88 , $ 293.28 ,20120524
AL,TOOL KIT HELICOPTER MAINT,492001C089893,6, 1992.04 ," $ 11,952.24 ",20120524
AL,SPINEBOARD         ,6530014902487,7, 306.06 ," $ 2,142.42 ",20120524
AL,"HEATGUN,PROPANE    ",4940012502300,8, 589.65 ," $ 4,717.20 ",20120524
AL,SPOTTING INSTRUMENT,6650014910246,8, 100.00 , $ 800.00 ,20120524
AL,"BALANCER,VEHICLE WH",4910013091751,1, 6356.75 ," $ 6,356.75 ",20120525
AL,TRUCK TRACTOR,2320014581207,1, 70832.00 ," $ 70,832.00 ",20120525
AL,TRUCK TRACTOR,2320014581207,1, 70832.00 ," $ 70,832.00 ",20120525
AL,10 5 BLK JUNGLE BOOT,843001B00T,1, 85.00 , $ 85.00 ,20120525
AL,"CAN,MILITARY       ",7240000893827,10, 20.33 , $ 203.30 ,20120525
AL,"MAINTENANCE KIT,VEH",4910015764586,2, 4954.09 ," $ 9,908.18 ",20120525
AL,"JACKET,PHYSICAL FIT",8415015184619,20, 64.20 ," $ 1,284.00 ",20120525
AL,CAMERA DIGITAL CANON EOS,6720DSDIGITA0,4, 789.00 ," $ 3,156.00 ",20120525
AL,ASSAULT PACK       ,8465015245250,5, 90.28 , $ 451.40 ,20120525
AL,ASSAULT PACK       ,8465015245250,6, 90.28 , $ 541.68 ,20120525
AL,HOSPITAL SHEETS,6530DSSHEETS,1, 5000.00 ," $ 5,000.00 ",20120529
AL,DEHUMIDIFIER,444001C095103,1, 1776.07 ," $ 1,776.07 ",20120529
AL,"CONCENTRATOR,OXYGEN",6515014989314,1, 3618.27 ," $ 3,618.27 ",20120529
AL,"CONCENTRATOR,OXYGEN",6515014989314,1, 3618.27 ," $ 3,618.27 ",20120529
AL,"CONCENTRATOR,OXYGEN",6515014989314,1, 3618.27 ," $ 3,618.27 ",20120529
AL,"TOOL KIT,SMALL ARMS",5180015068287,1, 2012.00 ," $ 2,012.00 ",20120529
AL,HOBART PWR UNIT,173001C030635,1, 37130.00 ," $ 37,130.00 ",20120529
