COUNTY	AGENCY	PART NUMBER	ITEM	QUANTITY	UNIT	DATE SHIPPED	TYPE
CHARLOTTESVILLE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
CHARLOTTESVILLE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
CHARLOTTESVILLE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
CHARLOTTESVILLE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
CHARLOTTESVILLE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
CHARLOTTESVILLE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
CHARLOTTESVILLE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
CHARLOTTESVILLE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
CHARLOTTESVILLE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	2/12/2009	TACTICAL
CHARLOTTESVILLE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	2/12/2009	TACTICAL
CHARLOTTESVILLE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	2/12/2009	TACTICAL
CHARLOTTESVILLE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	3/10/2008	TACTICAL
CHARLOTTESVILLE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	3/10/2008	TACTICAL
CHARLOTTESVILLE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	3/10/2008	TACTICAL
CHARLOTTESVILLE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	3/10/2008	TACTICAL
CHARLOTTESVILLE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	3/10/2008	TACTICAL
CHARLOTTESVILLE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	5/23/2008	TACTICAL
CHARLOTTESVILLE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	5/23/2008	TACTICAL
CHARLOTTESVILLE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	5/23/2008	TACTICAL
CHARLOTTESVILLE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	5/23/2008	TACTICAL
CHARLOTTESVILLE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	5/23/2008	TACTICAL
CHARLOTTESVILLE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	5/23/2008	TACTICAL
CHARLOTTESVILLE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	5/23/2008	TACTICAL
CHARLOTTESVILLE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	5/23/2008	TACTICAL
CHARLOTTESVILLE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	5/23/2008	TACTICAL
CHARLOTTESVILLE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	5/23/2008	TACTICAL
CHARLOTTESVILLE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	5/23/2008	TACTICAL
CHARLOTTESVILLE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	5/23/2008	TACTICAL
CHARLOTTESVILLE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	5/23/2008	TACTICAL
CHARLOTTESVILLE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	5/23/2008	TACTICAL
CHARLOTTESVILLE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/18/2006	TACTICAL
CHARLOTTESVILLE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/18/2006	TACTICAL
CHARLOTTESVILLE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/18/2006	TACTICAL
CHARLOTTESVILLE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/18/2006	TACTICAL
CHARLOTTESVILLE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/18/2006	TACTICAL
CHARLOTTESVILLE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/18/2006	TACTICAL
CHARLOTTESVILLE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/18/2006	TACTICAL
CHARLOTTESVILLE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/18/2006	TACTICAL
CHARLOTTESVILLE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/18/2006	TACTICAL
CHARLOTTESVILLE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/18/2006	TACTICAL
CHARLOTTESVILLE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/18/2006	TACTICAL
CHARLOTTESVILLE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/18/2006	TACTICAL
CHARLOTTESVILLE CITY		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	9/25/2008	TACTICAL
CHARLOTTESVILLE CITY		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	9/25/2008	TACTICAL
CHARLOTTESVILLE CITY		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	9/25/2008	TACTICAL
CHARLOTTESVILLE CITY		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	9/25/2008	TACTICAL
CHARLOTTESVILLE CITY		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	9/25/2008	TACTICAL
CHARLOTTESVILLE CITY		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	5/23/2008	TACTICAL
CHARLOTTESVILLE CITY		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	5/23/2008	TACTICAL
CHARLOTTESVILLE CITY		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	5/23/2008	TACTICAL
CHARLOTTESVILLE CITY		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	5/23/2008	TACTICAL
CHARLOTTESVILLE CITY		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	5/23/2008	TACTICAL
CHARLOTTESVILLE CITY		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	5/23/2008	TACTICAL
CHARLOTTESVILLE CITY		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	5/23/2008	TACTICAL
CHARLOTTESVILLE CITY		1005-00-921-5483	SHOTGUN,12 GAGE,RIOT TYPE	1	Each	9/15/2006	TACTICAL
CHARLOTTESVILLE CITY		1005-00-921-5483	SHOTGUN,12 GAGE,RIOT TYPE	1	Each	9/15/2006	TACTICAL
CHARLOTTESVILLE CITY		1005-00-921-5483	SHOTGUN,12 GAGE,RIOT TYPE	1	Each	9/15/2006	TACTICAL
CHARLOTTESVILLE CITY		1005-00-921-5483	SHOTGUN,12 GAGE,RIOT TYPE	1	Each	9/15/2006	TACTICAL
CHARLOTTESVILLE CITY		1005-00-921-5483	SHOTGUN,12 GAGE,RIOT TYPE	1	Each	9/15/2006	TACTICAL
CHARLOTTESVILLE CITY		1005-00-921-5483	SHOTGUN,12 GAGE,RIOT TYPE	1	Each	9/15/2006	TACTICAL
CHARLOTTESVILLE CITY		1005-00-921-5483	SHOTGUN,12 GAGE,RIOT TYPE	1	Each	7/5/2006	TACTICAL
CHARLOTTESVILLE CITY		1005-00-921-5483	SHOTGUN,12 GAGE,RIOT TYPE	1	Each	7/5/2006	TACTICAL
CHARLOTTESVILLE CITY		1005-00-921-5483	SHOTGUN,12 GAGE,RIOT TYPE	1	Each	7/5/2006	TACTICAL
CHARLOTTESVILLE CITY		1005-00-921-5483	SHOTGUN,12 GAGE,RIOT TYPE	1	Each	7/5/2006	TACTICAL
CHARLOTTESVILLE CITY		1005-00-921-5483	SHOTGUN,12 GAGE,RIOT TYPE	1	Each	9/15/2006	TACTICAL
CHARLOTTESVILLE CITY		2320-01-074-7642	TRUCK,ARMORED	1	Each	2/1/2011	TACTICAL
CHESAPEAKE CITY		8470-00-HEL-MET	DESC=HELMET GROUND TROOP SZ LARGE	6	Each	5/20/2010	TACTICAL
CHESAPEAKE CITY		8470-00-HEL-MET	DESC=HELMET GROUND TROOP SZ MEDIUM	4	Each	5/20/2010	TACTICAL
CHESAPEAKE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
CHESAPEAKE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
CHESAPEAKE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
CHESAPEAKE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
CHESAPEAKE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
CHESAPEAKE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
CHESAPEAKE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
CHESAPEAKE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
CHESAPEAKE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
CHESAPEAKE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
CHESAPEAKE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
CHESAPEAKE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
CHESAPEAKE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
CHESAPEAKE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
CHESAPEAKE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
CHESAPEAKE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
CHESAPEAKE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
CHESAPEAKE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
CHESAPEAKE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
CHESAPEAKE CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
CHESAPEAKE CITY		1240-01-411-1265	SIGHT,REFLEX	1	Each	9/2/2011	TACTICAL
CHESAPEAKE CITY		1240-01-411-1265	SIGHT,REFLEX	1	Each	9/2/2011	TACTICAL
CHESAPEAKE CITY		1240-01-575-1724	SIGHTUNIT	18	Each	4/17/2010	TACTICAL
CHESTERFIELD		5855-01-228-0936	NIGHT VISION GOGGLE	1	Each	3/10/2000	TACTICAL
CHESTERFIELD		5855-01-228-0936	NIGHT VISION GOGGLE	1	Each	3/10/2000	TACTICAL
CHESTERFIELD		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
CHESTERFIELD		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
CHESTERFIELD		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
CHESTERFIELD		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
CHESTERFIELD		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
CHESTERFIELD		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
CHESTERFIELD		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
CHESTERFIELD		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
CHESTERFIELD		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
CHESTERFIELD		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
CHESTERFIELD		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
CHESTERFIELD		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
CHESTERFIELD		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
CHESTERFIELD		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
CHESTERFIELD		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
CHESTERFIELD		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
CHESTERFIELD		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
CHESTERFIELD		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
CHESTERFIELD		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
CHESTERFIELD		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
CHESTERFIELD		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
CHESTERFIELD		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
CHESTERFIELD		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
CHESTERFIELD		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
CHESTERFIELD		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
CHESTERFIELD		2320-01-107-7155	TRUCK,UTILITY	1	Each	9/21/2007	TACTICAL
CHESTERFIELD		2320-01-107-7155	TRUCK,UTILITY	1	Each	11/16/2011	TACTICAL
CHESTERFIELD		2320-01-128-9551	TRUCK,UTILITY	1	Each	11/16/2011	TACTICAL
CHESTERFIELD		2320-01-380-8604	TRUCK,UTILITY	1	Each	11/21/2005	TACTICAL
CHESTERFIELD		2320-01-380-8604	TRUCK,UTILITY	1	Each	11/21/2005	TACTICAL
CLARKE		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
CLARKE		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
CLARKE		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
CLARKE		2320-01-128-9551	TRUCK,UTILITY	1	Each	2/22/2012	TACTICAL
CLARKE		2320-01-128-9551	TRUCK,UTILITY	1	Each	2/22/2012	TACTICAL
COVINGTON CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	5/30/2008	TACTICAL
COVINGTON CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	5/30/2008	TACTICAL
COVINGTON CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	8/28/2007	TACTICAL
COVINGTON CITY		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	10/16/2006	TACTICAL
COVINGTON CITY		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	10/16/2006	TACTICAL
COVINGTON CITY		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	8/28/2007	TACTICAL
COVINGTON CITY		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	8/28/2007	TACTICAL
COVINGTON CITY		1005-00-921-5483	SHOTGUN,12 GAGE,RIOT TYPE	1	Each	7/5/2006	TACTICAL
COVINGTON CITY		1005-00-921-5483	SHOTGUN,12 GAGE,RIOT TYPE	1	Each	9/15/2006	TACTICAL
COVINGTON CITY		1005-00-921-5483	SHOTGUN,12 GAGE,RIOT TYPE	1	Each	9/15/2006	TACTICAL
CULPEPER		5855-01-475-7061	IMAGE INTENSIFIER,NIGHT VISION	1	Each	4/15/2013	TACTICAL
CULPEPER		5855-01-475-7061	IMAGE INTENSIFIER,NIGHT VISION	1	Each	4/15/2013	TACTICAL
CULPEPER		5855-01-475-7061	IMAGE INTENSIFIER,NIGHT VISION	1	Each	4/15/2013	TACTICAL
CULPEPER		5855-01-475-7061	IMAGE INTENSIFIER,NIGHT VISION	1	Each	4/15/2013	TACTICAL
CULPEPER		5855-01-475-7061	IMAGE INTENSIFIER,NIGHT VISION	1	Each	4/15/2013	TACTICAL
CULPEPER		5855-01-475-7061	IMAGE INTENSIFIER,NIGHT VISION	1	Each	4/15/2013	TACTICAL
CULPEPER		5855-01-475-7061	IMAGE INTENSIFIER,NIGHT VISION	1	Each	4/15/2013	TACTICAL
CULPEPER		5855-01-475-7061	IMAGE INTENSIFIER,NIGHT VISION	1	Each	4/15/2013	TACTICAL
CULPEPER		5855-01-475-7061	IMAGE INTENSIFIER,NIGHT VISION	1	Each	4/15/2013	TACTICAL
CULPEPER		5855-01-475-7061	IMAGE INTENSIFIER,NIGHT VISION	1	Each	4/15/2013	TACTICAL
CULPEPER		5855-01-475-7061	IMAGE INTENSIFIER,NIGHT VISION	1	Each	4/15/2013	TACTICAL
CULPEPER		5855-01-475-7061	IMAGE INTENSIFIER,NIGHT VISION	1	Each	4/15/2013	TACTICAL
CULPEPER		5855-01-475-7061	IMAGE INTENSIFIER,NIGHT VISION	1	Each	4/15/2013	TACTICAL
CULPEPER		5855-01-475-7061	IMAGE INTENSIFIER,NIGHT VISION	1	Each	4/15/2013	TACTICAL
CULPEPER		5855-01-475-7061	IMAGE INTENSIFIER,NIGHT VISION	1	Each	4/15/2013	TACTICAL
CULPEPER		5855-01-475-7061	IMAGE INTENSIFIER,NIGHT VISION	1	Each	4/15/2013	TACTICAL
CULPEPER		5855-01-475-7061	IMAGE INTENSIFIER,NIGHT VISION	1	Each	4/15/2013	TACTICAL
CULPEPER		5855-01-475-7061	IMAGE INTENSIFIER,NIGHT VISION	1	Each	4/15/2013	TACTICAL
CULPEPER		5855-01-475-7061	IMAGE INTENSIFIER,NIGHT VISION	1	Each	4/15/2013	TACTICAL
CULPEPER		5855-01-475-7061	IMAGE INTENSIFIER,NIGHT VISION	1	Each	4/15/2013	TACTICAL
CULPEPER		2355-01-555-0908	MINE RESISTANT VEHICLE	1	Each	10/24/2013	TACTICAL
CUMBERLAND		5855-01-416-5085	IMAGE INTENSIFIER,NIGHT VISION	15	Each	8/10/2008	TACTICAL
CUMBERLAND		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	2/12/2009	TACTICAL
CUMBERLAND		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
CUMBERLAND		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	7/11/2008	TACTICAL
CUMBERLAND		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	2/12/2009	TACTICAL
CUMBERLAND		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	10/16/2006	TACTICAL
CUMBERLAND		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	10/16/2006	TACTICAL
CUMBERLAND		2320-01-074-7642	TRUCK,ARMORED	1	Each	6/27/2011	TACTICAL
DANVILLE CITY		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	1/7/2012	TACTICAL
DANVILLE CITY		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	1/7/2012	TACTICAL
DANVILLE CITY		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	1/7/2012	TACTICAL
DANVILLE CITY		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	1/7/2012	TACTICAL
DANVILLE CITY		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	1/7/2012	TACTICAL
DANVILLE CITY		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	1/7/2012	TACTICAL
DANVILLE CITY		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	1/7/2012	TACTICAL
DANVILLE CITY		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	1/7/2012	TACTICAL
DANVILLE CITY		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	1/7/2012	TACTICAL
DANVILLE CITY		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	1/7/2012	TACTICAL
DANVILLE CITY		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	1/7/2012	TACTICAL
DANVILLE CITY		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	1/7/2012	TACTICAL
DANVILLE CITY		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	1/7/2012	TACTICAL
DANVILLE CITY		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	1/7/2012	TACTICAL
DANVILLE CITY		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	1/7/2012	TACTICAL
DANVILLE CITY		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	1/7/2012	TACTICAL
DANVILLE CITY		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	1/7/2012	TACTICAL
DANVILLE CITY		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	1/7/2012	TACTICAL
DANVILLE CITY		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	1/7/2012	TACTICAL
DANVILLE CITY		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	1/7/2012	TACTICAL
DANVILLE CITY		1240-01-411-1265	SIGHT,REFLEX	20	Each	3/7/2012	TACTICAL
DICKENSON		1080-01-457-2956	CAMOUFLAGE NET SYSTEM,RADAR SCATTERING	1	Each	12/19/2010	TACTICAL
DICKENSON		5855-00-629-5327	NIGHT VISION SIGHT CREW SERVED WEAPONS	1	Each	2/22/2011	TACTICAL
DICKENSON		5855-00-629-5327	NIGHT VISION SIGHT CREW SERVED WEAPONS	1	Each	2/22/2011	TACTICAL
DICKENSON		5855-00-629-5327	NIGHT VISION SIGHT CREW SERVED WEAPONS	1	Each	2/22/2011	TACTICAL
DICKENSON		5855-00-629-5327	NIGHT VISION SIGHT CREW SERVED WEAPONS	1	Each	2/22/2011	TACTICAL
DICKENSON		1005-00-726-5655	PISTOL,CALIBER .45,AUTOMATIC	1	Each	4/20/2012	TACTICAL
DICKENSON		1005-00-726-5655	PISTOL,CALIBER .45,AUTOMATIC	1	Each	4/20/2012	TACTICAL
DICKENSON		1005-00-726-5655	PISTOL,CALIBER .45,AUTOMATIC	1	Each	4/20/2012	TACTICAL
DICKENSON		1005-00-726-5655	PISTOL,CALIBER .45,AUTOMATIC	1	Each	4/20/2012	TACTICAL
DICKENSON		1005-00-726-5655	PISTOL,CALIBER .45,AUTOMATIC	1	Each	4/16/2012	TACTICAL
DICKENSON		1005-00-726-5655	PISTOL,CALIBER .45,AUTOMATIC	1	Each	4/16/2012	TACTICAL
DICKENSON		1005-00-726-5655	PISTOL,CALIBER .45,AUTOMATIC	1	Each	4/16/2012	TACTICAL
DICKENSON		1005-00-726-5655	PISTOL,CALIBER .45,AUTOMATIC	1	Each	4/16/2012	TACTICAL
DICKENSON		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	8/2/2010	TACTICAL
DICKENSON		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	8/2/2010	TACTICAL
DICKENSON		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	8/2/2010	TACTICAL
DICKENSON		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	8/2/2010	TACTICAL
DICKENSON		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	4/20/2012	TACTICAL
DICKENSON		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	4/20/2012	TACTICAL
DICKENSON		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	4/20/2012	TACTICAL
DICKENSON		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	4/20/2012	TACTICAL
DICKENSON		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	4/16/2012	TACTICAL
DICKENSON		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	10/17/2006	TACTICAL
DICKENSON		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	10/17/2006	TACTICAL
DICKENSON		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	10/17/2006	TACTICAL
DICKENSON		1240-01-411-6350	TELESCOPE,STRAIGHT	1	Each	6/13/2011	TACTICAL
DINWIDDIE		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	2/12/2009	TACTICAL
DINWIDDIE		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	2/9/2009	TACTICAL
DINWIDDIE		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	2/9/2009	TACTICAL
ESSEX		5855-99-422-8615	IMAGE INTENSIFIER,NIGHT VISION	1	Each	7/15/2013	TACTICAL
ESSEX		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
ESSEX		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
ESSEX		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
ESSEX		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
ESSEX		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
ESSEX		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
FAIRFAX		1385-01-C01-9248	DESC=MARCBOT	2	Each	5/24/2012	TACTICAL
FAIRFAX		1385-01-574-4707	ROBOT,EXPLOSIVE ORDNANCE DISPOSAL	1	Each	4/12/2012	TACTICAL
FAIRFAX		1240-01-517-1751	SIGHT,HOLOGRAPHIC	2	Each	8/13/2014	TACTICAL
FAIRFAX CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
FAIRFAX CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
FAIRFAX CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
FAIRFAX CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
FAIRFAX CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	2/12/2009	TACTICAL
FAIRFAX CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	2/12/2009	TACTICAL
FAIRFAX CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	2/12/2009	TACTICAL
FAIRFAX CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	2/12/2009	TACTICAL
FAIRFAX CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	2/12/2009	TACTICAL
