STATE,NIIN_ITEM_NAME,NATIONAL_STOCK_NUMBER,QUANTITY,TOTAL_COST,SHIP_DATE
AL,"JACKET,COLD WEATHER",8415-01-538-6089,3,199.65,03-JAN-2013
AL,"MAGAZINE,CARTRIDGE",1005-00-550-8694,20,84.60,03-JAN-2013
AL,"MAGAZINE,CARTRIDGE",1005-00-628-9048,5,78.25,03-JAN-2013
AL,"MOP,DUSTING",7920-00-205-0484,5,85.05,03-JAN-2013
AL,MULE,2340-DS-MUL-E000,1,0.00,03-JAN-2013
AL,MULTIMETER,6625-01-265-6000,2,1084.54,03-JAN-2013
AL,OPTICAL SIGHTING AND RANGING EQUIPMENT,1240-DS-OPT-SIGH,1,528.00,03-JAN-2013
AL,"PARKA,EXTREME COLD WEATHER",8415-00-376-1672,13,1330.94,03-JAN-2013
AL,"PIN,FIRING",1005-00-017-9547,50,232.00,03-JAN-2013
AL,"RECEIVER,CARTRIDGE",1005-01-382-6795,63,7812.00,03-JAN-2013
AL,"RECEIVER,UPPER     ",1005-01-134-3701,1,90.05,03-JAN-2013
AL,"RECEIVER,UPPER     ",1005-01-454-9880,15,1350.75,03-JAN-2013
AL,"RIFLE,4.5 MILLIMETERS",1005-01-340-1571,10,990.60,03-JAN-2013
AL,"SANDER,BELT,COMBINATION VERTICAL AND HORIZONTAL",3220-00-248-0892,1,803.40,03-JAN-2013
AL,"SHELF, OFFICE",7110-DS-SHE-LF00,1,65.00,03-JAN-2013
AL,"SHIPPING AND STORAGE CONTAINER,MISCELLANEOUS EQUIPMENT",8145-01-465-3621,1,11933.03,03-JAN-2013
AL,SLEEPING BAG,8465-01-398-0685,300,14241.00,03-JAN-2013
AL,"SLIDE,REAR SIGHT   ",1005-01-287-2603,3,689.70,03-JAN-2013
AL,"TEST SET,ELECTRICAL POWER",6625-01-038-8060,1,7420.00,03-JAN-2013
AL,"TOOL KIT,CARPENTER'S",5180-00-293-2875,1,1698.63,03-JAN-2013
AL,"TOOL KIT,REPAIRMAN'S,SMALL ARMS",5180-00-357-7770,1,956.00,03-JAN-2013
AL,"TRAILER,CARGO",2330-00-431-3826,2,47420.00,03-JAN-2013
AL,TREADMILL,7830-DS-TRE-ADM1,1,6015.00,03-JAN-2013
AL,"TROUSERS,EXTREME COLD WEATHER",8415-00-394-3619,6,685.62,03-JAN-2013
AL,"TROUSERS,EXTREME COLD WEATHER",8415-01-538-6704,8,855.84,03-JAN-2013
AL,"CONTAINER,STRAP 2 INCH VEHICLE RECOVERY",8145-01-533-5574,17,5097.45,03-DEC-2012
AL,"RATCHET STRAP,SPECIAL",2590-99-551-4136,20,1587.00,03-DEC-2012
AL,"RIFLE,5.56 MILLIMETER",1005-00-073-9421,1,499.00,03-DEC-2012
AL,"SPOON,TEA",7340-00-235-5029,39,2008.50,03-AUG-2012
AL,SPOTLIGHT,6220-00-331-7287,6,625.98,03-AUG-2012
AL,"TOOL KIT,ELECTRONIC",5180-00-064-5178,1,566.00,03-AUG-2012
AL,"TOOL KIT,EXPLOSIVE ORDNANCE DISPOSAL",1385-01-484-8651,6,7752.00,03-AUG-2012
AL,COMPUTER SYSTEMS LAPTOP,7010-DS-LAP-TOPS,3,5095.68,03-APR-2013
AL,"FLOODLIGHT,FLEXIBLE",6220-01-472-1419,2,42.56,03-APR-2013
AL,"GRIP ASSEMBLY,CONTROLLER,AIRCRAFT",1680-00-179-9180,1,2825.26,03-APR-2013
AL,"CAMOUFLAGE NET SYSTEM,RADAR SCATTERING",1080-01-457-2956,2,2890.00,03-APR-2012
AL,NIGHT VISION GOGGLE,5855-01-228-0939,1,6000.00,03-APR-2012
AL,"TRUCK,UTILITY",2320-01-107-7155,1,25000.00,03-APR-2012
AL,"TRUCK,UTILITY",2320-01-128-9551,1,47989.00,03-APR-2012
AL,"TRUCK,UTILITY",2320-01-146-7193,1,39441.00,03-APR-2012
AL,"TRUCK,UTILITY",2320-01-371-9577,1,44722.00,03-APR-2012
AL,PASSENGER MOTOR VEHICLES,2310-DS-PAS-SMOT,1,20000.00,02-OCT-2012
AL,"DEHYDRATOR,DESICCANT,ELECTRIC",4440-00-538-0176,7,6516.58,02-NOV-2012
AL,"LIGHT,CHEMILUMINESCENT",6260-01-195-9752,8,210.72,02-NOV-2012
AL,"LIGHT,CHEMILUMINESCENT",6260-01-265-0612,5,252.85,02-NOV-2012
AL,"LIGHT,CHEMILUMINESCENT",6260-01-335-2871,200,6544.00,02-NOV-2012
AL,"SUSPENDERS,INDIVIDUAL EQUIPMENT BELT",8465-01-573-9668,5,454.15,02-NOV-2012
AL,"KIT,COMBAT IDENTIFI",2320-01-398-7188,1,890.00,02-NOV-2011
AL,"MASK,OXYGEN",1660-01-313-6537,3,151.08,02-NOV-2011
AL,"ANALYZER,SPECTRUM",6625-01-290-8662,1,102430.02,02-MAY-2013
AL,"BOOTS,CLIMBERS'",8430-00-135-2729,2,145.32,02-MAY-2013
AL,"BOOTS,HOT WEATHER",8430-01-312-7848,2,355.92,02-MAY-2013
AL,"CAMERA, STILL PICTURE",6720-DS-CAM-ERA2,1,197.00,02-MAY-2013
AL,"CARRIER,COMMAND POST",2350-01-068-4089,1,323178.00,02-MAY-2013
AL,"FIRST AID KIT,INDIVIDUAL",6545-01-528-6546,46,10291.12,02-MAY-2013
AL,LAPTOP COMPUTER,7021-DS-LAP-TOP2,1,2195.68,02-MAY-2013
AL,"RECEIVER-TRANSMITTER,RADIO",5820-01-424-1210,4,2992.00,02-MAY-2013
AL,SPOTLIGHT,6220-00-669-6153,4,662.36,02-MAY-2013
AL,"UTILITIES SUPPORT UNIT,TENT,TRAILER MOUNTED",8340-01-459-4366,1,86365.87,02-MAY-2013
AL,"DOOR,VEHICULAR",2510-01-347-5772,5,9284.25,02-MAY-2012
AL,"KIT,COMBAT LOCK,FRONT LH DOOR",2590-01-549-7228,4,2105.52,02-MAY-2012
AL,"KIT,FRONT DOOR,RIGHT",2590-01-549-8608,12,1536.84,02-MAY-2012
AL,"PANEL,CAB SHELTER  ",2590-01-203-9874,1,24.74,02-MAY-2012
AL,"PANEL,CAB SHELTER  ",2590-01-203-9874,12,296.88,02-MAY-2012
AL,"SEAT,VEHICULAR",2540-01-550-7246,12,1657.80,02-MAY-2012
AL,"TOP ASSEMBLY,VEHICULAR",2540-01-189-9723,3,261.36,02-MAY-2012
AL,"TOP ASSEMBLY,VEHICULAR",2540-01-189-9723,10,871.20,02-MAY-2012
AL,"TRUCK,UTILITY",2320-01-128-9551,1,47989.00,02-MAY-2012
AL,"KIT,WINDOW,DOOR,MAK,HMMWV",2590-01-535-7416,1,3715.60,02-MAR-2012
AL,"SHIPPING AND STORAGE CONTAINER,ELECTRIC/ELECTRONIC EQUIPMENT",8145-01-391-4924,3,1836.00,02-MAR-2012
AL,BAYONET-KNIFE,1095-00-017-9701,35,899.15,02-JUL-2013
AL,CUTTER,5110-DS-CUT-TER0,20,0.00,02-JUL-2013
AL,"FAX MACHINE, DIGITAL",7025-DS-FAX-0001,4,0.00,02-JUL-2013
AL,"GENERATOR SET,DIESEL ENGINE",6115-00-465-1044,1,8332.00,02-JUL-2013
AL,"GLOVES, SAFETY",8415-DS-GLO-VESS,3,0.00,02-JUL-2013
AL,GYM,7830-DS-GYM-0000,1,0.00,02-JUL-2013
AL,"LAB ELECTRICAL, ELECTRONIC INSTRUMENTS",6625-DS-LAB-EEPR,2,0.00,02-JUL-2013
AL,LAPTOP COMPUTER,7021-DS-LAP-TOP2,1,0.00,02-JUL-2013
AL,MULE,2340-DS-MUL-E000,1,0.00,02-JUL-2013
AL,RECREATIONAL AND GYMNASTIC EQUIPMENT,7830-DS-REC-GYME,1,0.00,02-JUL-2013
AL,"SIGHT,REFLEX",1240-01-411-1265,2,656.00,02-JUL-2013
AL,STEPLADDER,5440-00-061-8900,2,213.54,02-JUL-2013
AL,"SWAGING TOOL KIT,WIRE ROPE,HAND",3446-00-196-3905,1,9334.34,02-JUL-2013
AL,"TABLE,WORK",7195-00-926-5940,1,434.42,02-JUL-2013
AL,"TANK AND PUMP UNIT,FUEL DISPENSING,TRUCK MOUNTING",4930-01-130-7281,1,8834.00,02-JUL-2013
AL,"TIE DOWN,CARGO,VEHICLE",3990-01-204-3009,4,86.60,02-JUL-2013
AL,TRUCK TRACTOR,2320-01-230-0302,1,86203.00,02-JUL-2013
AL,"TRUCK,DUMP",2320-01-230-0305,1,72425.00,02-JUL-2013
AL,"TRUCK,LIFT,FORK",3930-01-172-7891,1,10884.00,02-JUL-2013
AL,"TRUCK,UTILITY",2320-01-128-9551,1,47989.00,02-JUL-2013
AL,"INSULATION BLANKET,THERMAL",5640-00-404-8062,6,1592.88,02-JUL-2012
AL,"INSULATION BLANKET,THERMAL",5640-01-327-0599,4,16.08,02-JUL-2012
AL,SOUND CONTROLLING BLANKET,5640-00-286-3635,40,768.00,02-JUL-2012
AL,"TRUCK,UTILITY",2320-01-371-9577,1,44722.00,02-JUL-2012
AL,"TRUCK,UTILITY",2320-01-380-8604,1,72953.00,02-JUL-2012
AL,"BELT,RIGGERS       ",8415-01-526-5350,1,3.70,02-JAN-2013
AL,"COMPUTER SYSTEM,DIGITAL",7010-01-499-5868,4,6794.24,02-JAN-2013
AL,ELECTRIC ARC WELDING EQUIPMENT,3431-DS-WEL-DER0,1,1999.00,02-JAN-2013
AL,"GENERATOR SET,DIESEL ENGINE,TRAILER MOUNTED",6115-00-394-9577,1,20039.00,02-JAN-2013
AL,"GLOVES,FLYERS'",8415-01-029-0113,1,23.74,02-JAN-2013
AL,"GUIDED MISSILE MAINTENANCE, REPAIR",4935-DS-GMM-AINT,1,100.00,02-JAN-2013
AL,"SCREWS, BOX",5305-DS-SCR-EW00,59,59.00,02-JAN-2013
AL,"SETS, KITS, AND OUTFITS OF HAND TOOLS",5180-DS-TOO-LKIT,1,628.58,02-JAN-2013
AL,SOCKS,8440-01-508-3359,12,26.40,02-JAN-2013
AL,"TAPS, DIES, AND COLLETS; HAND AND MACHIN",5136-DS-TAP-SDIE,1,229.56,02-JAN-2013
AL,"TRUCK,UTILITY",2320-01-107-7155,1,25000.00,02-JAN-2013
AL,"LIGHT,FOG",6220-01-224-8304,8,243.28,02-FEB-2013
AL,LIGHTWEIGHT MAINTENANCE ENCLOSURE (LME)TAN,8340-01-507-4375,5,83048.45,02-FEB-2012
AL,MAST,5985-01-369-5296,1,1177.05,02-FEB-2012
AL,MAST,5985-01-369-5296,3,3531.15,02-FEB-2012
AL,"TRUCK,UTILITY",2320-01-107-7155,1,25000.00,02-FEB-2012
AL,"PANEL,BODY,VEHICULAR",2510-01-519-7687,1,630.33,02-DEC-2011
AL,"PANEL,BODY,VEHICULAR",2510-01-519-7687,2,1260.66,02-DEC-2011
AL,"SIGHT,HOLOGRAPHIC  ",1240-01-492-5264,15,7949.70,02-DEC-2011
AL,"SIGHT,REFLEX",1240-01-411-1265,8,2624.00,02-DEC-2011
AL,"CLEANER,STEAM,PRESSURE JET",4940-01-025-9856,1,18528.00,02-AUG-2013
AL,"FLAG,NATIONAL",8345-00-245-2702,4,241.24,02-AUG-2013
AL,"LOADER,SCOOP TYPE",3805-01-168-8672,1,75280.00,02-AUG-2013
AL,"ROLLER,MOTORIZED",3895-00-231-9125,1,61590.00,02-AUG-2013
AL,"SHOP EQUIPMENT,WELDING",4940-01-454-9877,1,35000.00,02-AUG-2013
AL,"TRUCK,DUMP",2320-01-206-4079,1,89115.00,02-AUG-2013
AL,ASSAULT PACK       ,8465-01-524-5250,10,902.80,02-AUG-2012
AL,"BAG,CLOTHING",8465-00-261-6909,10,143.30,02-AUG-2012
AL,"BAG,LAUNDRY",8465-00-656-0816,10,114.70,02-AUG-2012
AL,"BAG,TOOLS AND SPARE PARTS",8105-01-106-8152,10,59.90,02-AUG-2012
AL,BAYONET AND SCABBARD,1095-01-227-1739,2,95.96,02-AUG-2012
AL,BAYONET AND SCABBARD,1095-01-227-1739,8,383.84,02-AUG-2012
AL,BAYONET AND SCABBARD,1095-01-227-1739,20,959.60,02-AUG-2012
AL,"BIT,SCREWDRIVER",5130-00-672-8671,10,22.10,02-AUG-2012
AL,"BROOM,PUSH",7920-00-243-3407,3,43.17,02-AUG-2012
AL,"BRUSH,WIRE,ROTARY END",5130-00-293-2410,10,29.90,02-AUG-2012
AL,"CHAIR,ROTARY",7110-01-188-3979,2,468.26,02-AUG-2012
AL,"FASTENER,PAPER",7510-00-161-4284,14,72.66,02-AUG-2012
AL,FILING CABINET,7110-00-920-9328,1,1509.75,02-AUG-2012
AL,"LIGHT UNIT,PORTABLE",6230-01-369-1602,4,214.20,02-AUG-2012
AL,"MOUNTER AND DEMOUNTER,PNEUMATIC TIRE",4910-00-925-4110,1,2466.54,02-AUG-2012
AL,No Item Name Available,6545-01-521-8530,10,329.60,02-AUG-2012
AL,"PAD,KNEE           ",8415-01-458-8703,9,176.31,02-AUG-2012
AL,"SANDER,DISK,PNEUMATIC,PORTABLE",5130-01-460-8604,2,381.40,02-AUG-2012
AL,"SYRINGE,HYPODERMIC",6515-01-164-3038,2,89.46,02-AUG-2012
AL,"TABLE,OCCASIONAL",7105-00-139-7600,1,86.84,02-AUG-2012
AL,"TAPE,PRESSURE SENSITIVE ADHESIVE",7510-00-074-5174,10,302.60,02-AUG-2012
AL,"TOOL KIT,BATTERY",5180-00-542-5812,1,628.00,02-AUG-2012
AL,"TOOL KIT,GENERAL MECHANIC'S",5180-00-699-5273,4,8941.40,02-AUG-2012
AL,"TRUCK,UTILITY",2320-01-107-7155,1,25000.00,02-AUG-2012
AL,"WRENCH,IMPACT,ELECTRIC",5130-01-309-6589,1,765.00,02-AUG-2012
AL,MEDIC SET          ,8465-01-524-7632,2,347.16,02-APR-2013
AL,"TARGET HOLDING SET,TRAINING",6920-01-142-2858,32,72160.00,02-APR-2013
AL,"TRUCK,UTILITY",2320-01-107-7155,1,25000.00,02-APR-2013
AL,"SIGHT,NIGHT VISION SNIPERSCOPE",5855-01-509-6872,1,1160.00,02-APR-2012
AL,"LIGHT,WARNING",6220-00-958-7897,2,126.68,01-SEP-2013
AL,MOUNT ASSEMBLY     ,5855-01-151-4229,2,632.98,01-OCT-2011
AL,BDU GLOVES,8415-DS-BDU-GLOV,10,1000.00,01-NOV-2012
AL,CAMCORDER,6710-DS-CAM-COR1,1,399.95,01-NOV-2012
AL,"CLAMP, COMMERCIAL",5340-DS-CLA-MP01,1,1100.00,01-NOV-2012
AL,"HOLDER,MULTIPLE MAGAZINE",1005-01-562-9455,40,1666.80,01-NOV-2012
AL,PRESSURE WASHER,4910-DS-PRE-SSUR,1,280.00,01-NOV-2012
AL,REELS AND SPOOLS,8130-DS-REE-LPOO,2,200.00,01-NOV-2012
AL,"ROPE,FIBROUS",4020-99-738-9404,20,1827.60,01-NOV-2012
AL,SCOOTER,2340-DS-SCO-OTER,1,100.00,01-NOV-2012
AL,TENT,8340-DS-TEN-T000,1,1000.00,01-NOV-2012
AL,"TOOL KIT,PIONEER,ENGINEER'S",5180-00-596-1547,1,11229.75,01-NOV-2012
AL,TOOLBOX,5140-DS-TOO-LBOX,4,1000.00,01-NOV-2012
AL,"TRUCK,UTILITY",2320-01-107-7155,1,25000.00,01-NOV-2011
AL,"BLANKET,BURN",6510-01-439-0862,1,405.49,01-MAY-2013
AL,"CABINET,ELECTRICAL EQUIPMENT",5975-01-442-2396,1,768.06,01-MAY-2013
AL,"COMPUTER,DIGITAL",7021-01-559-3606,1,2168.00,01-MAY-2013
AL,"COVER,WATER CANTEEN",8465-01-118-8175,3,25.74,01-MAY-2013
AL,HEADSET-MICROPHONE,5965-01-293-4384,1,577.25,01-MAY-2013
AL,"JACK,DOLLY TYPE,HYDRAULIC",4910-00-086-4940,1,1048.10,01-MAY-2013
AL,"LOADER,SCOOP TYPE",3805-01-320-8783,1,113747.02,01-MAY-2013
AL,TRUCK TRACTOR,2320-01-230-0302,1,86203.00,01-MAY-2013
AL,"TRUCK,HAND",3920-00-802-8313,1,332.66,01-MAY-2013
AL,"SIGHT,REFLEX",1240-01-411-1265,28,9184.00,01-MAY-2012
AL,"TRACTOR,FULL TRACKED,LOW SPEED",2410-01-168-7599,1,97970.00,01-MAR-2013
AL,"ADAPTER KIT,WHEEL LOAD HANDLING",1730-00-140-4364,1,491.00,01-MAR-2012
AL,"NAVIGATION SET,SATELLITE SIGNALS",5826-01-542-8656,2,0.00,01-MAR-2012
AL,NIGHT VISION GOGGLE,5855-01-228-0936,1,4300.00,01-MAR-2012
AL,"TOOL KIT,ELECTRONIC",5180-00-605-0079,2,2890.00,01-MAR-2012
AL,"TRUCK,UTILITY",2320-01-107-7155,1,25000.00,01-MAR-2012
AL,"TRUCK,UTILITY",2320-01-146-7190,1,39158.00,01-MAR-2012
AL,"MITTEN INSERTS,COLD WEATHER",8415-00-160-1376,100,488.00,01-JUN-2013
AL,BINOCULAR,1240-01-361-1318,14,4788.00,01-JUN-2012
AL,NIGHT VISION GOGGLE,5855-01-228-0936,1,4300.00,01-JUN-2012
AL,"TELESCOPE,STRAIGHT",6650-00-530-0960,5,2210.00,01-JUN-2012
AL,"TRUCK,UTILITY",2320-01-107-7155,1,25000.00,01-JUN-2012
AL,"VEST,TACTICAL,MODULAR",8470-01-547-5949,3,1453.68,01-JUN-2012
AL,"BOOM,MICROPHONE",5965-01-049-7236,2,15.92,01-JUL-2013
AL,"AGITATOR,PAINT,SHAKER TYPE",4940-01-106-1583,1,0.00,01-FEB-2013
AL,"ALL TERRAIN VEHICLE, 4 WHEEL",2340-DS-ATV-4WHE,3,37500.00,01-FEB-2013
AL,BED FRAME,7105-DS-BED-FRAM,3,1485.00,01-FEB-2013
AL,"BIVOUAC SYSTEM,MODULAR,MILITARY UNIT",5419-01-465-3024,1,26228.00,01-FEB-2013
AL,"BLOCKS, TACKLE, RIGGING, AND SLINGS",3940-DS-BLO-CK00,2,450.00,01-FEB-2013
AL,"BOOTS,COMBAT",8430-01-516-1701,10,968.00,01-FEB-2013
AL,"CABINET,TOOL,MOBILE",5140-01-544-4235,1,0.00,01-FEB-2013
AL,"CASE,PHOTOGRAPHIC EQUIPMENT",6760-01-491-1990,50,1127.00,01-FEB-2013
AL,"CHAIR, OFFICE",7110-DS-CHA-IR02,12,600.00,01-FEB-2013
AL,"CHAIR, OFFICE",7110-DS-CHA-IR02,18,900.00,01-FEB-2013
AL,"CHEST,TOOL KIT",5140-00-024-0332,2,831.72,01-FEB-2013
AL,"COMPRESSOR UNIT,RECIPROCATING",4310-01-190-0285,1,1000.00,01-FEB-2013
AL,DESK,7110-DS-DES-K001,6,1200.00,01-FEB-2013
AL,DRESSER,7105-DS-DRE-SSE0,1,250.00,01-FEB-2013
AL,DRESSER,7105-DS-DRE-SSE0,4,1000.00,01-FEB-2013
AL,"ELBOW,PAD          ",8415-01-530-2157,14,165.06,01-FEB-2013
AL,FIELD PACK,8465-01-019-9103,50,2294.00,01-FEB-2013
AL,FLASHLIGHT,6230-01-552-3289,40,35868.40,01-FEB-2013
AL,"FRAME,FIELD PACK",8465-01-073-8326,23,887.57,01-FEB-2013
AL,HAND DOLLY,3920-DS-DOL-LY00,2,80.00,01-FEB-2013
AL,HEADBOARD,7105-DS-HEA-DBOA,3,600.00,01-FEB-2013
AL,JACK,4910-DS-JAC-K000,1,1017.00,01-FEB-2013
AL,"LANTERN,ELECTRIC",6230-01-017-3023,2,91.28,01-FEB-2013
AL,NIGHT STAND,7105-DS-NIG-HTST,1,100.00,01-FEB-2013
AL,"PAD,ELBOW AND KNEE ",7810-01-121-5025,22,0.00,01-FEB-2013
AL,"PAD,KNEE           ",8415-01-530-2347,19,357.39,01-FEB-2013
AL,"SEMITRAILER,LOW BED",2330-01-458-6865,1,33156.00,01-FEB-2013
AL,"SHIPPING AND STORAGE CONTAINER,MISCELLANEOUS EQUIPMENT",8145-01-465-4187,1,11933.03,01-FEB-2013
AL,SLEEPING BAG,8465-01-305-6991,3,392.10,01-FEB-2013
AL,SLEEPING BAG,8465-01-398-0685,45,2136.15,01-FEB-2013
AL,"TABLE, OFFICE",7110-DS-TAB-LE02,4,300.00,01-FEB-2013
AL,TARPAULIN,2540-01-381-2587,2,284.64,01-FEB-2013
AL,"TIRE,PNEUMATIC,VEHICULAR",2610-01-214-1344,3,2648.22,01-FEB-2013
AL,"TIRE,PNEUMATIC,VEHICULAR",2610-01-373-7294,1,547.01,01-FEB-2013
AL,"TOOL KIT,CARPENTER'S",5180-01-551-8250,1,6141.00,01-FEB-2013
AL,"TOOL KIT,GENERAL MECHANIC'S",5180-01-483-0249,2,3486.00,01-FEB-2013
AL,"TRUCK,HAND",3920-01-464-1837,1,182.43,01-FEB-2013
AL,"WARDROBE, HOUSEHOLD",7105-DS-WAR-DRO0,1,50.00,01-FEB-2013
AL,WHEEL AND RUNFLAT  ,2530-01-493-5859,4,4944.00,01-FEB-2013
AL,"SPECTACLES SET,BALLISTIC AND LASER PROTECTIVE",8465-01-416-3207,6,172.86,01-FEB-2012
AL,TRANSIT,6675-00-232-8965,1,610.00,01-FEB-2012
AL,"TRANSIT,POCKET",6675-00-641-5735,1,228.20,01-FEB-2012
AL,"TRANSIT,POCKET",6675-00-641-5735,2,456.40,01-FEB-2012
AL,"CORD,FIBROUS",4020-00-926-1368,27,4056.21,01-DEC-2012
AL,"TRAY,SHIPPING AND STORAGE,COMMUNICATION EQUIPMENT",8145-01-454-4642,1,672.60,01-DEC-2012
AL,AMMETER,6625-00-821-9932,1,2192.00,01-DEC-2011
AL,BINOCULAR,1240-01-361-1318,5,1710.00,01-DEC-2011
AL,"PANEL,BODY,VEHICULAR",2510-01-519-7687,4,2521.32,01-DEC-2011
AL,"SCREW,MACHINE",5305-01-326-8717,2,245.28,01-DEC-2011
AL,BDU KNEEPAD,8415-DS-BDU-KNEE,80,0.00,01-AUG-2013
AL,COFFEE TABLE,7105-DS-COF-FEE0,4,0.00,01-AUG-2013
AL,"DRILL,HAND",5110-00-293-3411,2,76.64,01-AUG-2013
AL,"DRUM,BASS",7710-00-290-4623,1,511.00,01-AUG-2013
AL,END TABLE,7105-DS-END-TAB0,6,0.00,01-AUG-2013
AL,"HAMMER,HAND",5120-00-243-2957,2,49.38,01-AUG-2013
AL,"HANDLE,SOCKET WRENCH",5120-00-249-1076,1,95.57,01-AUG-2013
AL,MISCELLANEOUS CONSTRUCTION MATERIALS,5680-DS-MIS-CCO1,6,0.00,01-AUG-2013
AL,MUSICAL INSTRUMENT PARTS AND ACCESSORIES,7720-DS-MIN-STAC,1,0.00,01-AUG-2013
AL,MUSICAL INSTRUMENT PARTS AND ACCESSORIES,7720-DS-MIN-STAC,3,0.00,01-AUG-2013
AL,MUSICAL INSTRUMENTS,7710-DS-MUS-ICIN,1,0.00,01-AUG-2013
AL,PILLOWCASE,7210-00-119-7356,13,26.39,01-AUG-2013
AL,TIMBALES           ,7710-00-707-8606,2,535.16,01-AUG-2013
AL,"TRUCK,LIFT,FORK",3930-01-052-5219,1,23350.00,01-AUG-2013
AL,"TRUCK,WRECKER",2320-01-230-0304,1,168960.00,01-AUG-2013
AL,"WRENCH,BOX AND OPEN END,COMBINATION",5120-00-228-9512,5,79.65,01-AUG-2013
AL,"BAG,TOOL",5140-01-429-6945,3,95.64,01-AUG-2012
AL,BARBER KIT,3590-00-058-1837,2,783.58,01-AUG-2012
AL,"BLANKET,FIRE",4210-00-202-9472,5,840.25,01-AUG-2012
AL,"BLANKET,INSULATION ",1560-00-967-3685,2,127.36,01-AUG-2012
AL,"BOOK,ENGINEER'S FIELD",7530-00-263-2829,1,178.80,01-AUG-2012
AL,"BOOTS,COMBAT",8430-01-514-5149,1,75.95,01-AUG-2012
AL,"BOOTS,COMBAT",8430-01-514-5158,1,75.95,01-AUG-2012
AL,"BOOTS,COMBAT",8430-01-514-5164,1,75.95,01-AUG-2012
AL,"BOOTS,COMBAT",8430-01-514-5174,1,75.95,01-AUG-2012
AL,"BOOTS,COMBAT",8430-01-516-1693,1,96.80,01-AUG-2012
AL,"BOX,AMMUNITION",8140-00-039-0610,10,1010.00,01-AUG-2012
AL,"BROOM,PUSH",7920-00-243-3407,5,71.95,01-AUG-2012
AL,"BRUSH,SURGICAL SCRUB",6530-00-772-5935,29,74.24,01-AUG-2012
AL,"BUSH HOOK,HAND",3750-00-240-3085,2,112.06,01-AUG-2012
AL,"CAN,MILITARY",7240-01-337-5269,7,278.53,01-AUG-2012
AL,"CAN,MILITARY",7240-01-337-5269,12,477.48,01-AUG-2012
AL,"CASE,BIPOD         ",1005-00-283-9439,14,212.52,01-AUG-2012
AL,"CHAIR,FOLDING",7105-00-269-8463,20,683.40,01-AUG-2012
AL,"CHEST,AMMUNITION",8140-00-960-1699,220,2442.00,01-AUG-2012
AL,COMPRESS AND BANDAGE,6510-00-200-3080,20,84.00,01-AUG-2012
AL,"COMPUTER,LAPTOP    ",5895-01-540-4543,1,2032.00,01-AUG-2012
AL,DESK,7110-DS-DES-K001,1,899.99,01-AUG-2012
AL,DESK,7110-DS-DES-K001,2,798.00,01-AUG-2012
AL,"DISPOSAL CONTAINER,HYPODERMIC NEEDLE AND SYRINGE",6530-01-183-2863,7,408.45,01-AUG-2012
AL,"DRESSING,FIRST AID,FIELD",6510-00-159-4883,50,175.50,01-AUG-2012
AL,"ENVELOPE,MAILING",7530-00-286-6936,2,130.10,01-AUG-2012
AL,"ENVELOPE,MAILING",7530-00-286-6936,3,195.15,01-AUG-2012
AL,"FIELD PACK,LARGE,SET",8465-01-523-6276,4,1047.72,01-AUG-2012
AL,FILE CABINET,7110-DS-FIL-ECA0,2,399.98,01-AUG-2012
AL,FILE CABINET,7110-DS-FIL-ECA0,3,450.00,01-AUG-2012
AL,"FIXTURE,LIGHTING",6210-01-220-3263,10,1442.60,01-AUG-2012
AL,"FLOOR,TENT",8340-01-491-1449,4,1266.64,01-AUG-2012
AL,"FOOD TRANSPORTER,INSULATED",7360-01-408-4911,4,1085.40,01-AUG-2012
AL,"FORK,FIELD MESS",7340-00-243-5391,1084,3403.76,01-AUG-2012
AL,"GAITER,NECK        ",8440-01-387-8509,35,82.60,01-AUG-2012
AL,"GOGGLES,PROTECTIVE,INFECTION",6540-01-290-1157,5,1042.30,01-AUG-2012
AL,"GOWN,ISOLATION     ",6532-00-261-9074,1,0.00,01-AUG-2012
AL,"GRIP,RIFLE",1005-00-056-2250,2,4.72,01-AUG-2012
AL,HEADLIGHT,6220-01-471-7058,10,1827.30,01-AUG-2012
AL,HOLSTER LEG EXTENDER,8465-01-524-7345,5,81.10,01-AUG-2012
AL,INDIVIDUAL EQUIPMENT,8465-DS-IND-EQU0,25,850.00,01-AUG-2012
AL,"KNIFE,FIELD MESS",7340-00-240-7436,2217,7936.86,01-AUG-2012
AL,"LAMP UNIT,VEHICULAR",6220-01-422-6361,2,1835.70,01-AUG-2012
AL,"LIGHT,BEACON",6210-01-225-9523,5,4935.00,01-AUG-2012
AL,"LIGHT,MARKER,CLEARANCE",6220-00-003-3342,17,43.01,01-AUG-2012
AL,"LIGHT,STROBE       ",6210-00-261-9854,3,1498.14,01-AUG-2012
AL,"LIGHT,WARNING",6210-00-495-5292,1,162.58,01-AUG-2012
AL,"MAGAZINE,CARTRIDGE",1005-00-921-5004,26,242.06,01-AUG-2012
AL,"MAT,SLEEPING       ",8465-01-109-3369,2,18.04,01-AUG-2012
AL,MATTOCK,5120-00-245-1622,3,77.04,01-AUG-2012
AL,MODULAR SLEEP SYSTEM,8465-01-445-6274,36,9502.20,01-AUG-2012
AL,No Item Name Provided,1560-00-475-5462,15,0.00,01-AUG-2012
AL,OHMMETER,6625-01-353-7077,1,798.30,01-AUG-2012
AL,OSCILLOSCOPE,6625-01-364-6843,1,6140.00,01-AUG-2012
