Section A (Part II),,B.,"Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17","Non-forcible sodomy, parent/grandparent to child or grandchild age 13 to 17",(1 count) ................... 7,(1 count) ................... 7,(1 count) ................... 7,(1 count) ................... 7,(1 count) ................... 7,(1 count) ................... 7,(1 count) ................... 7,(1 count) ................... 7,(1 count) ................... 7,(1 count) ................... 7,
Worksheet,,C.,"Non-forcible sodomy, no parental relationship","Non-forcible sodomy, no parental relationship","Non-forcible sodomy, no parental relationship","Non-forcible sodomy, no parental relationship","Non-forcible sodomy, no parental relationship","Non-forcible sodomy, no parental relationship","Non-forcible sodomy, no parental relationship","Non-forcible sodomy, no parental relationship","Non-forcible sodomy, no parental relationship","Non-forcible sodomy, no parental relationship","Non-forcible sodomy, no parental relationship","Non-forcible sodomy, no parental relationship","Non-forcible sodomy, no parental relationship","Non-forcible sodomy, no parental relationship","Non-forcible sodomy, no parental relationship","Non-forcible sodomy, no parental relationship","Non-forcible sodomy, no parental relationship","Non-forcible sodomy, no parental relationship","Non-forcible sodomy, no parental relationship","Non-forcible sodomy, no parental relationship",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,
,,,,,,,,,,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,2 counts ........................................................................................................................................... 4,
,,,,,,,,,,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,3 counts ......................................................................................................................................... 13,
,,D.,Indecent liberties with child,Indecent liberties with child,Indecent liberties with child,Indecent liberties with child,Indecent liberties with child,Indecent liberties with child,Indecent liberties with child,Indecent liberties with child,Indecent liberties with child,Indecent liberties with child,Indecent liberties with child,Indecent liberties with child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1 - 2 counts ..................................................................................................................................... 2,1 - 2 counts ..................................................................................................................................... 2,1 - 2 counts ..................................................................................................................................... 2,1 - 2 counts ..................................................................................................................................... 2,1 - 2 counts ..................................................................................................................................... 2,1 - 2 counts ..................................................................................................................................... 2,1 - 2 counts ..................................................................................................................................... 2,1 - 2 counts ..................................................................................................................................... 2,1 - 2 counts ..................................................................................................................................... 2,1 - 2 counts ..................................................................................................................................... 2,1 - 2 counts ..................................................................................................................................... 2,1 - 2 counts ..................................................................................................................................... 2,1 - 2 counts ..................................................................................................................................... 2,1 - 2 counts ..................................................................................................................................... 2,1 - 2 counts ..................................................................................................................................... 2,1 - 2 counts ..................................................................................................................................... 2,1 - 2 counts ..................................................................................................................................... 2,1 - 2 counts ..................................................................................................................................... 2,1 - 2 counts ..................................................................................................................................... 2,1 - 2 counts ..................................................................................................................................... 2,1 - 2 counts ..................................................................................................................................... 2,1 - 2 counts ..................................................................................................................................... 2,1 - 2 counts ..................................................................................................................................... 2,1 - 2 counts ..................................................................................................................................... 2,1 - 2 counts ..................................................................................................................................... 2,1 - 2 counts ..................................................................................................................................... 2,1 - 2 counts ..................................................................................................................................... 2,1 - 2 counts ..................................................................................................................................... 2,1 - 2 counts ..................................................................................................................................... 2,1 - 2 counts ..................................................................................................................................... 2,1 - 2 counts ..................................................................................................................................... 2,1 - 2 counts ..................................................................................................................................... 2,1 - 2 counts ..................................................................................................................................... 2,1 - 2 counts ..................................................................................................................................... 2,
,,,,,,,,,,3 counts ........................................................................................................................................... 3,3 counts ........................................................................................................................................... 3,3 counts ........................................................................................................................................... 3,3 counts ........................................................................................................................................... 3,3 counts ........................................................................................................................................... 3,3 counts ........................................................................................................................................... 3,3 counts ........................................................................................................................................... 3,3 counts ........................................................................................................................................... 3,3 counts ........................................................................................................................................... 3,3 counts ........................................................................................................................................... 3,3 counts ........................................................................................................................................... 3,3 counts ........................................................................................................................................... 3,3 counts ........................................................................................................................................... 3,3 counts ........................................................................................................................................... 3,3 counts ........................................................................................................................................... 3,3 counts ........................................................................................................................................... 3,3 counts ........................................................................................................................................... 3,3 counts ........................................................................................................................................... 3,3 counts ........................................................................................................................................... 3,3 counts ........................................................................................................................................... 3,3 counts ........................................................................................................................................... 3,3 counts ........................................................................................................................................... 3,3 counts ........................................................................................................................................... 3,3 counts ........................................................................................................................................... 3,3 counts ........................................................................................................................................... 3,3 counts ........................................................................................................................................... 3,3 counts ........................................................................................................................................... 3,3 counts ........................................................................................................................................... 3,3 counts ........................................................................................................................................... 3,3 counts ........................................................................................................................................... 3,3 counts ........................................................................................................................................... 3,3 counts ........................................................................................................................................... 3,3 counts ........................................................................................................................................... 3,3 counts ........................................................................................................................................... 3,
,,E.,"Non-forcible carnal knowledge of child age 13, 14","Non-forcible carnal knowledge of child age 13, 14","Non-forcible carnal knowledge of child age 13, 14","Non-forcible carnal knowledge of child age 13, 14","Non-forcible carnal knowledge of child age 13, 14","Non-forcible carnal knowledge of child age 13, 14","Non-forcible carnal knowledge of child age 13, 14","Non-forcible carnal knowledge of child age 13, 14","Non-forcible carnal knowledge of child age 13, 14","Non-forcible carnal knowledge of child age 13, 14","Non-forcible carnal knowledge of child age 13, 14","Non-forcible carnal knowledge of child age 13, 14","Non-forcible carnal knowledge of child age 13, 14","Non-forcible carnal knowledge of child age 13, 14","Non-forcible carnal knowledge of child age 13, 14","Non-forcible carnal knowledge of child age 13, 14","Non-forcible carnal knowledge of child age 13, 14","Non-forcible carnal knowledge of child age 13, 14","Non-forcible carnal knowledge of child age 13, 14","Non-forcible carnal knowledge of child age 13, 14",(statutory rape),(statutory rape),(statutory rape),(statutory rape),(statutory rape),(statutory rape),(statutory rape),,,,,,,,,,,,,,,
,,,,,,,,,,1 count ............................................................................................................................................. 2,1 count ............................................................................................................................................. 2,1 count ............................................................................................................................................. 2,1 count ............................................................................................................................................. 2,1 count ............................................................................................................................................. 2,1 count ............................................................................................................................................. 2,1 count ............................................................................................................................................. 2,1 count ............................................................................................................................................. 2,1 count ............................................................................................................................................. 2,1 count ............................................................................................................................................. 2,1 count ............................................................................................................................................. 2,1 count ............................................................................................................................................. 2,1 count ............................................................................................................................................. 2,1 count ............................................................................................................................................. 2,1 count ............................................................................................................................................. 2,1 count ............................................................................................................................................. 2,1 count ............................................................................................................................................. 2,1 count ............................................................................................................................................. 2,1 count ............................................................................................................................................. 2,1 count ............................................................................................................................................. 2,1 count ............................................................................................................................................. 2,1 count ............................................................................................................................................. 2,1 count ............................................................................................................................................. 2,1 count ............................................................................................................................................. 2,1 count ............................................................................................................................................. 2,1 count ............................................................................................................................................. 2,1 count ............................................................................................................................................. 2,1 count ............................................................................................................................................. 2,1 count ............................................................................................................................................. 2,1 count ............................................................................................................................................. 2,1 count ............................................................................................................................................. 2,1 count ............................................................................................................................................. 2,1 count ............................................................................................................................................. 2,1 count ............................................................................................................................................. 2,
,,,,,,,,,,2 counts ........................................................................................................................................... 8,2 counts ........................................................................................................................................... 8,2 counts ........................................................................................................................................... 8,2 counts ........................................................................................................................................... 8,2 counts ........................................................................................................................................... 8,2 counts ........................................................................................................................................... 8,2 counts ........................................................................................................................................... 8,2 counts ........................................................................................................................................... 8,2 counts ........................................................................................................................................... 8,2 counts ........................................................................................................................................... 8,2 counts ........................................................................................................................................... 8,2 counts ........................................................................................................................................... 8,2 counts ........................................................................................................................................... 8,2 counts ........................................................................................................................................... 8,2 counts ........................................................................................................................................... 8,2 counts ........................................................................................................................................... 8,2 counts ........................................................................................................................................... 8,2 counts ........................................................................................................................................... 8,2 counts ........................................................................................................................................... 8,2 counts ........................................................................................................................................... 8,2 counts ........................................................................................................................................... 8,2 counts ........................................................................................................................................... 8,2 counts ........................................................................................................................................... 8,2 counts ........................................................................................................................................... 8,2 counts ........................................................................................................................................... 8,2 counts ........................................................................................................................................... 8,2 counts ........................................................................................................................................... 8,2 counts ........................................................................................................................................... 8,2 counts ........................................................................................................................................... 8,2 counts ........................................................................................................................................... 8,2 counts ........................................................................................................................................... 8,2 counts ........................................................................................................................................... 8,2 counts ........................................................................................................................................... 8,2 counts ........................................................................................................................................... 8,
,,,,,,,,,,3 counts ......................................................................................................................................... 12,3 counts ......................................................................................................................................... 12,3 counts ......................................................................................................................................... 12,3 counts ......................................................................................................................................... 12,3 counts ......................................................................................................................................... 12,3 counts ......................................................................................................................................... 12,3 counts ......................................................................................................................................... 12,3 counts ......................................................................................................................................... 12,3 counts ......................................................................................................................................... 12,3 counts ......................................................................................................................................... 12,3 counts ......................................................................................................................................... 12,3 counts ......................................................................................................................................... 12,3 counts ......................................................................................................................................... 12,3 counts ......................................................................................................................................... 12,3 counts ......................................................................................................................................... 12,3 counts ......................................................................................................................................... 12,3 counts ......................................................................................................................................... 12,3 counts ......................................................................................................................................... 12,3 counts ......................................................................................................................................... 12,3 counts ......................................................................................................................................... 12,3 counts ......................................................................................................................................... 12,3 counts ......................................................................................................................................... 12,3 counts ......................................................................................................................................... 12,3 counts ......................................................................................................................................... 12,3 counts ......................................................................................................................................... 12,3 counts ......................................................................................................................................... 12,3 counts ......................................................................................................................................... 12,3 counts ......................................................................................................................................... 12,3 counts ......................................................................................................................................... 12,3 counts ......................................................................................................................................... 12,3 counts ......................................................................................................................................... 12,3 counts ......................................................................................................................................... 12,3 counts ......................................................................................................................................... 12,3 counts ......................................................................................................................................... 12,
,,F.,Aggravated sexual battery,Aggravated sexual battery,Aggravated sexual battery,Aggravated sexual battery,Aggravated sexual battery,Aggravated sexual battery,Aggravated sexual battery,Aggravated sexual battery,Aggravated sexual battery,Aggravated sexual battery,Aggravated sexual battery,Aggravated sexual battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,1 count ............................................................................................................................................. 3,
,,,,,,,,,,2 counts ........................................................................................................................................... 6,2 counts ........................................................................................................................................... 6,2 counts ........................................................................................................................................... 6,2 counts ........................................................................................................................................... 6,2 counts ........................................................................................................................................... 6,2 counts ........................................................................................................................................... 6,2 counts ........................................................................................................................................... 6,2 counts ........................................................................................................................................... 6,2 counts ........................................................................................................................................... 6,2 counts ........................................................................................................................................... 6,2 counts ........................................................................................................................................... 6,2 counts ........................................................................................................................................... 6,2 counts ........................................................................................................................................... 6,2 counts ........................................................................................................................................... 6,2 counts ........................................................................................................................................... 6,2 counts ........................................................................................................................................... 6,2 counts ........................................................................................................................................... 6,2 counts ........................................................................................................................................... 6,2 counts ........................................................................................................................................... 6,2 counts ........................................................................................................................................... 6,2 counts ........................................................................................................................................... 6,2 counts ........................................................................................................................................... 6,2 counts ........................................................................................................................................... 6,2 counts ........................................................................................................................................... 6,2 counts ........................................................................................................................................... 6,2 counts ........................................................................................................................................... 6,2 counts ........................................................................................................................................... 6,2 counts ........................................................................................................................................... 6,2 counts ........................................................................................................................................... 6,2 counts ........................................................................................................................................... 6,2 counts ........................................................................................................................................... 6,2 counts ........................................................................................................................................... 6,2 counts ........................................................................................................................................... 6,2 counts ........................................................................................................................................... 6,
,,,,,,,,,,3 counts ........................................................................................................................................... 9,3 counts ........................................................................................................................................... 9,3 counts ........................................................................................................................................... 9,3 counts ........................................................................................................................................... 9,3 counts ........................................................................................................................................... 9,3 counts ........................................................................................................................................... 9,3 counts ........................................................................................................................................... 9,3 counts ........................................................................................................................................... 9,3 counts ........................................................................................................................................... 9,3 counts ........................................................................................................................................... 9,3 counts ........................................................................................................................................... 9,3 counts ........................................................................................................................................... 9,3 counts ........................................................................................................................................... 9,3 counts ........................................................................................................................................... 9,3 counts ........................................................................................................................................... 9,3 counts ........................................................................................................................................... 9,3 counts ........................................................................................................................................... 9,3 counts ........................................................................................................................................... 9,3 counts ........................................................................................................................................... 9,3 counts ........................................................................................................................................... 9,3 counts ........................................................................................................................................... 9,3 counts ........................................................................................................................................... 9,3 counts ........................................................................................................................................... 9,3 counts ........................................................................................................................................... 9,3 counts ........................................................................................................................................... 9,3 counts ........................................................................................................................................... 9,3 counts ........................................................................................................................................... 9,3 counts ........................................................................................................................................... 9,3 counts ........................................................................................................................................... 9,3 counts ........................................................................................................................................... 9,3 counts ........................................................................................................................................... 9,3 counts ........................................................................................................................................... 9,3 counts ........................................................................................................................................... 9,3 counts ........................................................................................................................................... 9,
,,G.,Incest with own child/grandchild,Incest with own child/grandchild,Incest with own child/grandchild,Incest with own child/grandchild,Incest with own child/grandchild,Incest with own child/grandchild,Incest with own child/grandchild,Incest with own child/grandchild,Incest with own child/grandchild,Incest with own child/grandchild,Incest with own child/grandchild,Incest with own child/grandchild,Incest with own child/grandchild,,(1 count) ............................................................................................................. 3,(1 count) ............................................................................................................. 3,(1 count) ............................................................................................................. 3,(1 count) ............................................................................................................. 3,(1 count) ............................................................................................................. 3,(1 count) ............................................................................................................. 3,(1 count) ............................................................................................................. 3,(1 count) ............................................................................................................. 3,(1 count) ............................................................................................................. 3,(1 count) ............................................................................................................. 3,(1 count) ............................................................................................................. 3,(1 count) ............................................................................................................. 3,(1 count) ............................................................................................................. 3,(1 count) ............................................................................................................. 3,(1 count) ............................................................................................................. 3,(1 count) ............................................................................................................. 3,(1 count) ............................................................................................................. 3,(1 count) ............................................................................................................. 3,(1 count) ............................................................................................................. 3,(1 count) ............................................................................................................. 3,(1 count) ............................................................................................................. 3,(1 count) ............................................................................................................. 3,(1 count) ............................................................................................................. 3,(1 count) ............................................................................................................. 3,(1 count) ............................................................................................................. 3,(1 count) ............................................................................................................. 3,(1 count) ............................................................................................................. 3,
,,H.,Incest with own child/grandchild age 13 to 17,Incest with own child/grandchild age 13 to 17,Incest with own child/grandchild age 13 to 17,Incest with own child/grandchild age 13 to 17,Incest with own child/grandchild age 13 to 17,Incest with own child/grandchild age 13 to 17,Incest with own child/grandchild age 13 to 17,Incest with own child/grandchild age 13 to 17,Incest with own child/grandchild age 13 to 17,Incest with own child/grandchild age 13 to 17,Incest with own child/grandchild age 13 to 17,Incest with own child/grandchild age 13 to 17,Incest with own child/grandchild age 13 to 17,Incest with own child/grandchild age 13 to 17,Incest with own child/grandchild age 13 to 17,Incest with own child/grandchild age 13 to 17,Incest with own child/grandchild age 13 to 17,Incest with own child/grandchild age 13 to 17,Incest with own child/grandchild age 13 to 17,Incest with own child/grandchild age 13 to 17,(1 count) ................................................................................... 2,(1 count) ................................................................................... 2,(1 count) ................................................................................... 2,(1 count) ................................................................................... 2,(1 count) ................................................................................... 2,(1 count) ................................................................................... 2,(1 count) ................................................................................... 2,(1 count) ................................................................................... 2,(1 count) ................................................................................... 2,(1 count) ................................................................................... 2,(1 count) ................................................................................... 2,(1 count) ................................................................................... 2,(1 count) ................................................................................... 2,(1 count) ................................................................................... 2,(1 count) ................................................................................... 2,(1 count) ................................................................................... 2,(1 count) ................................................................................... 2,(1 count) ................................................................................... 2,(1 count) ................................................................................... 2,(1 count) ................................................................................... 2,(1 count) ................................................................................... 2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
,,I.,"Production, publication, sale or financing child pornography","Production, publication, sale or financing child pornography","Production, publication, sale or financing child pornography","Production, publication, sale or financing child pornography","Production, publication, sale or financing child pornography","Production, publication, sale or financing child pornography","Production, publication, sale or financing child pornography","Production, publication, sale or financing child pornography","Production, publication, sale or financing child pornography","Production, publication, sale or financing child pornography","Production, publication, sale or financing child pornography","Production, publication, sale or financing child pornography","Production, publication, sale or financing child pornography","Production, publication, sale or financing child pornography","Production, publication, sale or financing child pornography","Production, publication, sale or financing child pornography","Production, publication, sale or financing child pornography","Production, publication, sale or financing child pornography","Production, publication, sale or financing child pornography","Production, publication, sale or financing child pornography","Production, publication, sale or financing child pornography","Production, publication, sale or financing child pornography","Production, publication, sale or financing child pornography",(1 count) ..................................................... 5,(1 count) ..................................................... 5,(1 count) ..................................................... 5,(1 count) ..................................................... 5,(1 count) ..................................................... 5,(1 count) ..................................................... 5,(1 count) ..................................................... 5,(1 count) ..................................................... 5,(1 count) ..................................................... 5,(1 count) ..................................................... 5,(1 count) ..................................................... 5,(1 count) ..................................................... 5,(1 count) ..................................................... 5,(1 count) ..................................................... 5,(1 count) ..................................................... 5,(1 count) ..................................................... 5,(1 count) ..................................................... 5,(1 count) ..................................................... 5,
,,J.,Possess child porn (1st Offense) (1 count) ............................................................................................................ 6,Possess child porn (1st Offense) (1 count) ............................................................................................................ 6,Possess child porn (1st Offense) (1 count) ............................................................................................................ 6,Possess child porn (1st Offense) (1 count) ............................................................................................................ 6,Possess child porn (1st Offense) (1 count) ............................................................................................................ 6,Possess child porn (1st Offense) (1 count) ............................................................................................................ 6,Possess child porn (1st Offense) (1 count) ............................................................................................................ 6,Possess child porn (1st Offense) (1 count) ............................................................................................................ 6,Possess child porn (1st Offense) (1 count) ............................................................................................................ 6,Possess child porn (1st Offense) (1 count) ............................................................................................................ 6,Possess child porn (1st Offense) (1 count) ............................................................................................................ 6,Possess child porn (1st Offense) (1 count) ............................................................................................................ 6,Possess child porn (1st Offense) (1 count) ............................................................................................................ 6,Possess child porn (1st Offense) (1 count) ............................................................................................................ 6,Possess child porn (1st Offense) (1 count) ............................................................................................................ 6,Possess child porn (1st Offense) (1 count) ............................................................................................................ 6,Possess child porn (1st Offense) (1 count) ............................................................................................................ 6,Possess child porn (1st Offense) (1 count) ............................................................................................................ 6,Possess child porn (1st Offense) (1 count) ............................................................................................................ 6,Possess child porn (1st Offense) (1 count) ............................................................................................................ 6,Possess child porn (1st Offense) (1 count) ............................................................................................................ 6,Possess child porn (1st Offense) (1 count) ............................................................................................................ 6,Possess child porn (1st Offense) (1 count) ............................................................................................................ 6,Possess child porn (1st Offense) (1 count) ............................................................................................................ 6,Possess child porn (1st Offense) (1 count) ............................................................................................................ 6,Possess child porn (1st Offense) (1 count) ............................................................................................................ 6,Possess child porn (1st Offense) (1 count) ............................................................................................................ 6,Possess child porn (1st Offense) (1 count) ............................................................................................................ 6,Possess child porn (1st Offense) (1 count) ............................................................................................................ 6,Possess child porn (1st Offense) (1 count) ............................................................................................................ 6,Possess child porn (1st Offense) (1 count) ............................................................................................................ 6,Possess child porn (1st Offense) (1 count) ............................................................................................................ 6,Possess child porn (1st Offense) (1 count) ............................................................................................................ 6,Possess child porn (1st Offense) (1 count) ............................................................................................................ 6,Possess child porn (1st Offense) (1 count) ............................................................................................................ 6,Possess child porn (1st Offense) (1 count) ............................................................................................................ 6,Possess child porn (1st Offense) (1 count) ............................................................................................................ 6,Possess child porn (1st Offense) (1 count) ............................................................................................................ 6,Possess child porn (1st Offense) (1 count) ............................................................................................................ 6,Possess child porn (1st Offense) (1 count) ............................................................................................................ 6,Possess child porn (1st Offense) (1 count) ............................................................................................................ 6,5
,,K.,Possess child porn (2nd or subsequent),Possess child porn (2nd or subsequent),Possess child porn (2nd or subsequent),Possess child porn (2nd or subsequent),Possess child porn (2nd or subsequent),Possess child porn (2nd or subsequent),Possess child porn (2nd or subsequent),Possess child porn (2nd or subsequent),Possess child porn (2nd or subsequent),Possess child porn (2nd or subsequent),Possess child porn (2nd or subsequent),Possess child porn (2nd or subsequent),Possess child porn (2nd or subsequent),Possess child porn (2nd or subsequent),Possess child porn (2nd or subsequent),Possess child porn (2nd or subsequent),,(1 count) ............................................................................................... 9,(1 count) ............................................................................................... 9,(1 count) ............................................................................................... 9,(1 count) ............................................................................................... 9,(1 count) ............................................................................................... 9,(1 count) ............................................................................................... 9,(1 count) ............................................................................................... 9,(1 count) ............................................................................................... 9,(1 count) ............................................................................................... 9,(1 count) ............................................................................................... 9,(1 count) ............................................................................................... 9,(1 count) ............................................................................................... 9,(1 count) ............................................................................................... 9,(1 count) ............................................................................................... 9,(1 count) ............................................................................................... 9,(1 count) ............................................................................................... 9,(1 count) ............................................................................................... 9,(1 count) ............................................................................................... 9,(1 count) ............................................................................................... 9,(1 count) ............................................................................................... 9,(1 count) ............................................................................................... 9,(1 count) ............................................................................................... 9,(1 count) ............................................................................................... 9,(1 count) ............................................................................................... 9,
,,L.,"Reproduce, transmit, sell, etc., child porn","Reproduce, transmit, sell, etc., child porn","Reproduce, transmit, sell, etc., child porn","Reproduce, transmit, sell, etc., child porn","Reproduce, transmit, sell, etc., child porn","Reproduce, transmit, sell, etc., child porn","Reproduce, transmit, sell, etc., child porn","Reproduce, transmit, sell, etc., child porn","Reproduce, transmit, sell, etc., child porn","Reproduce, transmit, sell, etc., child porn","Reproduce, transmit, sell, etc., child porn","Reproduce, transmit, sell, etc., child porn","Reproduce, transmit, sell, etc., child porn","Reproduce, transmit, sell, etc., child porn","Reproduce, transmit, sell, etc., child porn","Reproduce, transmit, sell, etc., child porn","Reproduce, transmit, sell, etc., child porn",,(1 count) .......................................................................................... 5,(1 count) .......................................................................................... 5,(1 count) .......................................................................................... 5,(1 count) .......................................................................................... 5,(1 count) .......................................................................................... 5,(1 count) .......................................................................................... 5,(1 count) .......................................................................................... 5,(1 count) .......................................................................................... 5,(1 count) .......................................................................................... 5,(1 count) .......................................................................................... 5,(1 count) .......................................................................................... 5,(1 count) .......................................................................................... 5,(1 count) .......................................................................................... 5,(1 count) .......................................................................................... 5,(1 count) .......................................................................................... 5,(1 count) .......................................................................................... 5,(1 count) .......................................................................................... 5,(1 count) .......................................................................................... 5,(1 count) .......................................................................................... 5,(1 count) .......................................................................................... 5,(1 count) .......................................................................................... 5,(1 count) .......................................................................................... 5,(1 count) .......................................................................................... 5,
