Arrests by Offense,Accomack,,Albemarle ,,Alleghany ,,Amelia ,,Amherst ,,Appomattox,,Arlington,,Augusta,,Bath,,Bedford,,Bland,,Botetourt,,Brunswick ,,Buchanan ,,Buckingham ,,Campbell ,,Caroline ,,Carroll,,Charles City,,Charlotte,,Chesterfield,,Clarke,,Craig,,Culpeper,,Cumberland,,Dickenson,,Dinwiddie,,Essex,,Fairfax,,Fauquier,,Floyd,,Fluvanna,,Franklin,,Frederick,,Giles,,Gloucester,,Goochland,,Grayson,,Greene,,Greensville,,Halifax,,Hanover,,Henrico,,Henry,,Highland,,Isle of Wight,,James City,,King & Queen,,King George,,King William,,Lancaster,,Lee,,Loudoun,,Louisa,,Lunenburg,,Madison,,Mathews,,Mecklenburg,,Middlesex,,Montgomery,,Nelson,,New Kent,,Northampton,,Northumberland,,Nottoway,,Orange,,Page,,Patrick,,Pittsylvania,,Powhatan,,Prince Edward,,Prince George,,Prince William,,Pulaski,,Rappahannock,,Richmond,,Roanoke,,Rockbridge,,Rockingham,,Russell,,Scott,,Shenandoah,,Smyth,,Southampton,,Spotsylvania,,Stafford,,Surry,,Sussex,,Tazewell,,Warren,,Washington,,Westmoreland,,Wise,,Wythe,,York,,Total County,
Drunkenness,106,1,119,0,129,0,11,0,215,0,0,0,831,9,124,1,1,0,27,1,24,1,71,0,74,0,165,1,13,0,33,1,56,0,39,2,2,0,53,0,17,29,39,0,11,0,202,0,12,0,132,3,38,1,21,1,311,2,204,2,7,1,10,0,145,3,313,1,51,0,33,0,8,0,26,1,5,0,4,0,84,0,262,4,807,9,342,0,0,0,29,2,55,2,0,0,51,0,29,0,6,0,181,1,677,10,10,1,11,0,17,0,8,0,66,0,11,0,607,3,1,0,39,1,35,0,39,1,18,0,105,1,17,1,69,0,10,1,4,0,74,0,47,1,388,17,194,0,7,0,19,0,94,3,10,0,174,4,119,1,67,0,85,0,189,0,9,0,240,1,271,3,4,0,28,0,238,16,251,10,263,3,54,2,419,5,187,2,71,2,10774,168
"Family Offenses, Nonforcible",12,0,2,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,2,0,22,0,8,0,0,0,0,0,17,0,2,0,0,0,31,0,1,0,2,0,2,0,5,0,64,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,4,0,22,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,2,0,5,0,0,0,1,0,0,0,1,0,2,0,3,0,0,0,0,0,2,0,2,0,6,0,0,0,2,0,1,0,9,0,0,0,0,0,2,0,1,0,0,0,3,0,1,0,1,0,0,0,19,0,0,0,13,0,7,0,5,0,0,0,2,0,24,1,3,0,2,0,8,0,4,0,6,0,360,4
Liquor Laws Violations,11,2,74,30,66,17,3,0,3,0,4,1,36,14,29,5,4,1,5,8,2,1,40,17,6,2,0,2,18,5,6,8,5,1,6,1,1,0,4,0,139,112,1,0,3,0,14,0,8,2,5,2,3,0,7,2,29,8,65,22,11,3,2,2,46,7,11,12,7,4,3,2,1,1,0,0,4,2,1,0,7,5,58,12,134,85,9,2,3,1,4,3,57,23,1,0,18,9,13,0,5,2,2,1,129,65,0,3,2,1,1,0,3,0,9,3,1,0,93,12,1,0,15,0,10,5,13,0,3,0,5,2,2,0,4,0,11,6,5,0,45,5,16,1,40,15,2,1,1,0,6,0,8,9,6,1,55,22,2,1,4,5,48,15,43,13,0,0,37,23,148,51,3,0,7,4,27,22,20,10,15,9,6,3,30,3,13,0,8,4,1891,753
Peeping Tom,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,44,4
Runaway,0,0,0,2,0,0,0,2,0,0,0,0,0,124,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,653,0,0,0,0,0,10,0,1,0,0,0,4,0,0,0,2,0,8,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,578,0,33,0,0,0,1,0,0,0,2,0,7,0,3,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,146,0,2,0,3,0,0,0,24,0,0,0,1,0,1,0,1,0,0,0,2482
Trespass of Real Property,11,0,27,5,17,1,9,0,6,0,13,6,113,10,33,0,0,0,25,1,1,0,4,0,11,0,25,0,19,3,31,1,12,0,29,2,1,0,15,0,204,106,7,0,7,0,14,0,23,0,11,0,5,1,20,7,81,8,42,7,41,0,1,1,80,8,24,0,19,0,1,0,3,0,20,1,3,0,2,0,18,1,32,4,287,48,20,3,0,0,10,1,17,13,0,0,13,0,8,0,2,0,38,0,85,11,1,0,10,4,4,0,1,0,13,0,2,4,45,0,1,0,9,2,7,1,5,0,13,0,21,2,7,0,16,0,26,0,4,0,14,1,10,5,28,7,24,0,1,0,1,0,31,0,0,0,25,13,18,0,20,0,22,2,23,0,8,0,45,2,39,16,13,1,9,0,51,10,26,0,34,1,13,2,51,1,22,0,5,0,2258,323
Conspiracy,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2,0,111,0,1,0,0,0,4,2,0,0,0,0,1,0,1,0,11,0,0,0,2,0,4,0,0,0,198,5
All Other (except Traffic),521,9,640,55,433,26,136,2,69,0,43,0,405,67,804,21,6,1,146,59,25,1,106,8,252,1,390,16,157,6,294,5,220,17,392,56,14,0,156,1,3555,367,99,7,94,0,274,28,107,0,444,1,64,6,244,13,1017,35,506,14,136,6,32,9,590,31,648,14,452,2,108,4,175,0,142,10,15,1,22,2,394,8,477,28,3226,177,645,60,4,0,132,10,381,25,5,0,193,34,63,11,42,6,418,1,2222,297,16,2,177,14,46,1,14,2,136,18,4,2,910,11,18,1,129,6,60,3,238,16,123,3,86,8,80,1,183,3,244,13,28,1,108,0,98,8,756,100,494,30,13,4,131,1,866,25,41,5,1630,249,373,21,156,6,833,67,232,17,315,2,660,98,1831,204,58,4,137,8,172,21,1053,67,296,87,189,21,984,23,399,12,56,5,36508,2748
TOTAL GROUP B,832,21,1382,105,820,68,246,6,483,2,143,19,2128,241,1227,40,25,2,377,88,73,3,380,32,577,4,987,20,320,21,563,19,361,31,739,63,41,0,357,1,5902,1829,198,7,164,4,751,45,212,6,690,7,205,21,402,28,2622,61,1159,61,280,10,86,20,1272,71,1324,33,602,6,247,25,204,1,255,12,133,6,75,2,704,23,1214,65,5457,1054,1209,109,16,1,334,25,657,123,7,2,416,55,152,14,106,10,746,3,4094,527,58,8,409,36,106,1,51,4,519,30,63,7,2221,40,39,7,290,13,202,17,396,20,279,4,309,14,178,6,404,4,505,23,131,2,358,7,284,44,2310,1053,917,31,40,4,212,4,1255,53,111,8,2421,298,636,25,334,11,1303,84,931,43,436,2,1554,160,3450,484,117,7,259,19,659,74,1589,139,875,110,371,31,1854,50,868,20,297,19,73557,8068
GRAND TOTAL,1224,86,2298,265,1147,84,390,31,877,10,298,55,4217,637,1765,68,40,2,788,128,98,5,706,84,763,40,1532,23,527,57,1072,65,623,53,1310,86,99,1,775,3,10312,4612,282,8,283,4,1397,125,347,18,773,11,251,25,562,67,5014,149,1792,142,374,36,173,52,1637,116,2074,118,723,11,709,87,241,13,471,23,228,18,126,3,1130,84,2367,396,9433,2210,2118,219,24,1,646,84,1272,397,9,2,785,165,272,40,189,28,1150,16,5751,859,175,12,613,60,160,8,80,15,875,93,122,15,3034,106,126,12,403,52,423,50,597,33,460,13,548,39,324,13,745,10,1204,77,296,9,553,12,544,71,6322,2053,1501,74,75,4,295,6,2542,138,165,9,2810,348,1018,41,631,17,1811,157,1533,64,533,3,2576,347,5209,990,213,19,412,32,1455,234,2052,155,1806,157,620,58,2568,131,1287,47,959,122,123139,17828
