Date,,Offense,Street,Subdivision,Zip,E.D.,Area
10/29/2002,"ASSAULT, SIMPLE",,GRAFTON DRIVE,310,23692,3,200
10/30/2002,"ASSAULT, SIMPLE",,GRAFTON DRIVE,310,23692,3,200
10/30/2002,"ASSAULT, SIMPLE",,GRAFTON DRIVE,310,23692,3,200
11/7/2002,THREATEN BODILY HARM,,GRAFTON DRIVE,310,23692,3,200
10/4/2002,POSSESSION OF MARIJUANA,,GRAFTON DRIVE,310,23692,3,200
10/1/2002,PETIT LARCENY,,GRAFTON DRIVE,310,23692,3,200
10/14/2002,PETIT LARCENY,,GRAFTON DRIVE,310,23692,3,200
11/19/2002,PETIT LARCENY,,GRAFTON DRIVE,310,23692,3,200
10/4/2002,CITIZEN REQUESTED ASSISTANCE,,GRAFTON DRIVE,310,23692,3,200
11/6/2002,TRESPASSING,,GRAFTON DRIVE,310,23692,3,200
11/20/2002,TRESPASSING,,GRAFTON DRIVE,73,23692,3,200
10/22/2002,DAMAGE,"PROPERTY, PRIVATE",GRAFTON DRIVE,310,23692,3,200
8/11/2002,POSSESSION OF MARIJUANA,,GRAFTON DRIVE,73,23692,3,200
8/17/2002,DRIVING UNDER THE INFLUENCE OF,,GRAFTON DRIVE & FALLIN G,73,23692,3,200
5/28/2002,"LARCENY,FROM MOTOR VEHICLE",,"GRAFTON DRIVE, LA VAN IN",73,23692,3,200
2/27/2002,PETIT LARCENY,,GRAFTON STATION DRIVE,219,23692,4,200
1/16/2002,DAMAGE,"PROPERTY, PRIVATE",HAILSHAM PLACE,12,23692,4,100
5/6/2002,OBSCENE/THREATENING PHONE CALL,,HAILSHAM PLACE,12,23692,4,100
3/8/2002,DAMAGE,"PROPERTY, PRIVATE",HARLAN DRIVE,232,23692,3,200
9/26/2002,CITIZEN REQUESTED ASSISTANCE,,HARLAN DRIVE,232,23692,3,200
7/13/2002,DAMAGE,"PROPERTY, PRIVATE",HARLAN DRIVE,232,23692,3,200
7/7/2002,ARSON,,HARRIS GROVE LANE,55,23692,3,200
7/18/2002,GRAND LARCENY,,HARRIS GROVE LANE,55,23692,3,200
11/9/2002,ARSON,,HARRIS GROVE LANE,55,23692,3,200
12/3/2002,PETIT LARCENY,,HARRIS GROVE LANE,55,23692,3,200
12/30/2002,GRAND LARCENY,,HARRIS GROVE LANE,55,23692,3,200
12/17/2002,MISSING PERSON,,HARRIS GROVE LANE,55,23692,3,200
8/25/2002,CITIZEN REQUESTED ASSISTANCE,,HARRIS LANE,70,23692,3,200
11/11/2002,DAMAGE,"PROPERTY, PRIVATE",HARRIS LANE,70,23692,3,200
8/15/2002,"LARCENY,FROM MOTOR VEHICLE",,HARROD LANE,8,23692,3,200
8/16/2002,"LARCENY,FROM MOTOR VEHICLE",,HARROD LANE,8,23692,3,200
8/28/2002,"LARCENY,FROM MOTOR VEHICLE",,HARWOOD DRIVE,85,23692,4,100
11/13/2002,"ASSAULT, SIMPLE, DOMESTIC",,HAVERSTRAW COURT,239,23692,4,100
11/14/2002,"ASSAULT, SIMPLE, DOMESTIC",,HAVERSTRAW COURT,239,23692,4,100
7/23/2002,"POSSESSION OF SCHEDULE I,II CO",,HEARTHSTONE,76,23692,3,200
8/12/2002,GRAND LARCENY,,HODGES COVE,235,23692,4,200
6/28/2002,MOTOR VEHICLE THEFT,,HOLDEN LANE,12,23692,4,100
11/18/2002,CITIZEN REQUESTED ASSISTANCE,,HOLLY POINT ROAD,73,23692,4,100
11/17/2002,DAMAGE,"PROPERTY, PRIVATE",HOLLY POINT ROAD,73,23692,4,100
11/4/2002,DAMAGE,"PROPERTY, PRIVATE",HOLMES BLVD & WOLFTRAP,282,23692,3,200
3/6/2002,"LARCENY,FROM MOTOR VEHICLE",,HORNSBYVILLE ROAD,92,23692,1/3/2015,200
3/18/2002,"ASSAULT, SIMPLE",,HORNSBYVILLE ROAD,92,23692,1/3/2015,200
4/20/2002,GRAND LARCENY,,HORNSBYVILLE ROAD,92,23692,1/3/2015,200
5/1/2002,DAMAGE,"PROPERTY, PRIVATE",HORNSBYVILLE ROAD,92,23692,1/3/2015,200
6/24/2002,DAMAGE,"PROPERTY, PRIVATE",HORNSBYVILLE ROAD,92,23692,1/3/2015,200
6/24/2002,DAMAGE,"PROPERTY, PRIVATE",HORNSBYVILLE ROAD,92,23692,1/3/2015,200
6/23/2002,ROBBERY,,HORNSBYVILLE ROAD,92,23692,1/3/2015,200
9/11/2002,DEAD ON ARRIVAL,,HORNSBYVILLE ROAD,92,23692,1/3/2015,200
11/30/2002,"ASSAULT, SIMPLE",,HORNSBYVILLE ROAD,92,23692,1/3/2015,200
8/22/2002,POSSESSION OF MARIJUANA,,HORNSBYVILLE ROAD & G O,92,23692,1/3/2015,200
1/13/2002,DAMAGE,"PROPERTY, PRIVATE",HUDGINS FARM DRIVE,74,23692,4,200
3/28/2002,"BURGLARY, RESIDENTIAL",,HUDGINS FARM DRIVE,74,23692,4,200
8/23/2002,GRAND LARCENY,,HUDGINS FARM DRIVE,74,23692,4,200
2/4/2002,"ASSAULT, AGGRAVATED, DOMESTIC",,HUDGINS FARM ROAD,74,23692,4,200
5/11/2002,ARSON,,HUDGINS FARM ROAD,74,23692,4,200
12/15/2002,DAMAGE,"PROPERTY, PRIVATE",HUDINS FARM DRIVE,74,23692,4,200
2/9/2002,DAMAGE,"PROPERTY, PRIVATE",JACOBS RUN,97,23692,4,200
8/4/2002,"ASSAULT, SIMPLE, DOMESTIC",,JACOBS RUN,97,23692,4,200
11/22/2002,CREDIT CARD FRAUD,,JACOBS RUN,97,23692,4,200
2/4/2002,"BURGLARY, RESIDENTIAL",,JANIS DR,222,23692,3,200
6/25/2002,DAMAGE,"PROPERTY, PRIVATE",JENNIE DRIVE,50,23692,3,200
7/7/2002,CITIZEN REQUESTED ASSISTANCE,,JENNIE DRIVE,50,23692,3,200
8/27/2002,CITIZEN REQUESTED ASSISTANCE,,JENNIE DRIVE,50,23692,3,200
6/8/2002,DRUNK IN PUBLIC,,JENNINGS DRIVE,73,23692,4,200
6/29/2002,ATTEMPTED SUICIDE,,JENNINGS DRIVE,73,23692,4,200
11/15/2002,"BURGLARY, RESIDENTIAL",,JENNINGS DRIVE,73,23692,4,200
7/5/2002,RAPE,,JERNIGAN LANE,187,23692,4,200
8/23/2002,"LARCENY,FROM MOTOR VEHICLE",,JETHRO LANE,73,23692,4,200
8/23/2002,"LARCENY,FROM MOTOR VEHICLE",,JETHRO LANE,73,23692,4,200
1/17/2002,GRAND LARCENY,,JUSTICE LANE,75,23692,4,100
4/24/2002,ABUSE AND NEGLECT OF CHILDREN,,JUSTICE LANE,75,23692,4,100
11/16/2002,DAMAGE,"PROPERTY, PRIVATE",JUSTICE LANE,75,23692,4,100
6/16/2002,"ASSAULT, SIMPLE, DOMESTIC",,KENMAR DRIVE,12,23692,4,100
9/21/2002,ARSON,,KEVIN COURT,282,23692,3,200
9/2/2002,RECOVERED VEHICLE-STOLEN OTHER,,KEVIN COURT,282,23692,3,200
5/18/2002,DAMAGE,"PROPERTY, PRIVATE",KIMBERLY COURT,110,23692,4,100
5/8/2002,PETIT LARCENY,,KINGSBRIDGE LANE,239,23692,4,100
3/30/2002,DAMAGE,"PROPERTY, PRIVATE",KITTY DRIVE,41,23692,4,100
5/12/2002,ARSON,,KITTY DRIVE,41,23692,4,100
8/17/2002,"LARCENY,FROM MOTOR VEHICLE",,KITTY DRIVE,41,23692,4,100
9/1/2002,GRAND LARCENY,,KRISTEN COURT,282,23692,3,200
3/6/2002,CITIZEN REQUESTED ASSISTANCE,,LAKESIDE DRIVE,73,23692,4,100
6/17/2002,"ASSAULT, SIMPLE",,LAKESIDE DRIVE,309,23692,4,100
4/20/2002,CITIZEN REQUESTED ASSISTANCE,,LAKESIDE DRIVE,73,23692,4,100
2/17/2002,THROWING OBJECT AT MOVING VEHI,,LAKESIDE DRIVE & DARE RO,73,23692,4,100
6/5/2002,POSSESSION OF MARIJUANA,,LAKESIDE DRIVE & PATRICK,73,23692,4,100
5/21/2002,POSSESSION OF MARIJUANA,,LAKESIDE DRIVE & YORKVIL,73,23692,4,100
8/19/2002,DAMAGE,"PROPERTY, PRIVATE",LAKEVIEW DRIVE,153,23692,4,100
3/30/2002,CITIZEN REQUESTED ASSISTANCE,,LAKEWOOD CIRCLE,106,23692,4,100
10/31/2002,"BURGLARY, RESIDENTIAL",,LARCHWOOD ROAD,55,23692,3,200
6/16/2002,CITIZEN REQUESTED ASSISTANCE,,LARKIN RUN,109,23692,4,100
8/21/2002,OBSCENE/THREATENING PHONE CALL,,LARKIN RUN,109,23692,4,100
2/5/2002,DUMPING TRASH ON HIGHWAY OR PR,,LEANNE COURT,55,23692,3,200
7/6/2002,TAMPERING WITH AUTO,,LEVELFIELD PARK,69,23692,3,200
9/20/2002,DRIVING UNDER THE INFLUENCE OF,,LINDSAY LANDING LANE,73,23692,4,100
9/30/2002,DAMAGE,"PROPERTY, PRIVATE",LINDSAY LANDING LANE,73,23692,4,100
3/17/2002,POSSESSION OF MARIJUANA,,LINK ROAD,46,23692,4,200
9/27/2002,"BURGLARY, RESIDENTIAL",,LINK ROAD,46,23692,4,200
8/29/2002,LOST PROPERTY,,LINK ROAD,46,23692,4,200
12/5/2002,DAMAGE,"PROPERTY, PRIVATE",LINK ROAD,46,23692,4,200
3/23/2002,DAMAGE,"PROPERTY, PRIVATE",LOBLOLLY DRIVE,120,23692,1,200
6/27/2002,RECOVERED VEHICLE-STOLEN OTHER,,LOBLOLLY DRIVE,120,23692,1,200
4/14/2002,RUNAWAY JUVENILE,,LOBLOLLY DRIVE,120,23692,1,200
5/9/2002,DAMAGE,"PROPERTY, PRIVATE",LOBLOLLY DRIVE,120,23692,1,200
6/22/2002,ROBBERY,,LOBLOLLY DRIVE,120,23692,1,200
8/19/2002,MOTOR VEHICLE THEFT,,LORNA DOONE DRIVE,52,23692,4,100
8/24/2002,DAMAGE,"PROPERTY, PRIVATE",LORNA DOONE DRIVE,52,23692,4,100
7/24/2002,ANNOYING PHONE CALLS,,LOTZ DRIVE,1,23692,3,200
8/3/2002,"BURGLARY, RESIDENTIAL",,LOTZ DRIVE,1,23692,3,200
7/28/2002,PETIT LARCENY,,LOTZ DRIVE,1,23692,3,200
12/20/2002,"BURGLARY, RESIDENTIAL",,LOTZ DRIVE,1,23692,3,200
8/16/2002,"LARCENY,FROM MOTOR VEHICLE",,LYNNS WAY,39,23692,3,200
7/13/2002,CITIZEN REQUESTED ASSISTANCE,,LYNNS WAY,39,23692,3,200
8/8/2002,DAMAGE,"PROPERTY, PRIVATE",MADISON COURT,182,23692,3,200
8/22/2002,PETIT LARCENY,,MALLARD LANE,119,23692,1,200
1/2/2002,DAMAGE,"PROPERTY, PRIVATE",MARL RAVINE ROAD,120,23692,1,200
8/13/2002,GRAND LARCENY,,MARL RAVINE ROAD,120,23692,1,200
2/24/2002,DAMAGE,"PROPERTY, PRIVATE",MARLBANK DRIVE,119,23692,1,200
3/26/2002,"ASSAULT, SIMPLE, DOMESTIC",,MARLBANK DRIVE,119,23692,1,200
7/12/2002,"BURGLARY, RESIDENTIAL",,MARLBANK DRIVE,119,23692,1,200
9/23/2002,"BURGLARY, RESIDENTIAL",,MARLBANK DRIVE,119,23692,1,200
12/13/2002,DAMAGE,"PROPERTY, PRIVATE",MARLBANK DRIVE,119,23692,1,200
6/27/2002,MOTOR VEHICLE THEFT,,MASON COURT,182,23692,3,200
10/6/2002,ANNOYING PHONE CALLS,,MCCLELLAN COURT,119,23692,1,200
1/29/2002,"ASSAULT, SIMPLE, DOMESTIC",,MEADOWFIELD ROAD,55,23692,3,100
6/19/2002,RECEIVING STOLEN GOODS,,MEADOWFIELD ROAD,55,23692,3,100
10/14/2002,DAMAGE,"PROPERTY, PRIVATE",MEADOWFIELD ROAD,55,23692,3,100
3/4/2002,DAMAGE,"PROPERTY, PRIVATE",MIDDLE ROAD,43,23692,3,200
6/16/2002,PETIT LARCENY,,MIDDLEWOOD LANE,106,23692,4,100
9/18/2002,"LARCENY,FROM MOTOR VEHICLE",,MILL LANE,85,23692,4,300
4/2/2002,OVERDOSE,,MILLSIDE WAY,130,23692,4,200
7/3/2002,"ASSAULT, SIMPLE",,N. CONSTITUTION DRIVE,48,23692,4,200
9/30/2002,OBSCENE/THREATENING PHONE CALL,,N. MARGARET COURT,74,23692,4,200
10/4/2002,GRAND LARCENY,,N. MARGARET COURT,74,23692,4,200
9/2/2002,"LARCENY,FROM MOTOR VEHICLE",,NATHAN PLACE,282,23692,3,200
5/13/2002,DAMAGE,"PROPERTY, PRIVATE",NEWSOME DRIVE,284,23692,3,200
8/18/2002,DRIVING UNDER THE INFLUENCE OF,,NEWSOME DRIVE,284,23692,3,200
7/12/2002,TRESPASSING,,NEWSOME DRIVE,284,23692,3,200
9/27/2002,SEXUAL BATTERY,,NOBLE LANDING,187,23692,4,200
8/30/2002,CITIZEN REQUESTED ASSISTANCE,,OAK POINT DRIVE,222,23692,3,200
10/22/2002,AGGRAVATED SEXUAL BATTERY,,OAK POINT DRIVE,222,23692,3,200
5/5/2002,CITIZEN REQUESTED ASSISTANCE,,OLD DARE ROAD,46,23692,4,100
7/1/2002,TRESPASSING,,OLD DOMINION ROAD,55,23692,3,200
11/21/2002,"FRAUD-TRICK,FALSE PRETENSES",,OLD DOMINION ROAD,55,23692,3,200
11/1/2002,DAMAGE,"PROPERTY, PRIVATE",OLD DOMINION ROAD,55,23692,3,200
11/25/2002,"LARCENY,FROM MOTOR VEHICLE",,OLD LAKE SIDE DRIVE,73,23692,4,100
8/15/2002,CITIZEN REQUESTED ASSISTANCE,,OLD LAKESIDE DRIVE,73,23692,4,100
11/11/2002,CITIZEN REQUESTED ASSISTANCE,,OLD LAKESIDE DRIVE,73,23692,4,100
11/22/2002,DAMAGE,"PROPERTY, PRIVATE",OLD LAKESIDE DRIVE,73,23692,4,100
7/22/2002,MOTOR VEHICLE THEFT,,OLD LANDING ROAD,120,23692,1,200
8/14/2002,RECOVERED VEHICLE-STOLEN OTHER,,OLD LANDING ROAD,120,23692,1,200
5/31/2002,POSSESSION OF MARIJUANA,,OLD WORMLEY CREEK,179,23692,1/3/2015,200
5/31/2002,POSSESSION OF MARIJUANA,,OLD WORMLEY CREEK,179,23692,1/3/2015,200
8/2/2002,POSSESSION OF MARIJUANA,,OLD WORMLEY CREEK,179,23692,1/3/2015,200
9/10/2002,RECOVERED VEHICLE-STOLEN OTHER,,OLD WORMLEY CREEK,179,23692,1/3/2015,200
9/15/2002,DAMAGE,"PROPERTY, PRIVATE",OLD WORMLEY CREEK,179,23692,1/3/2015,200
9/15/2002,DAMAGE,"PROPERTY, PRIVATE",OLD WORMLEY CREEK,179,23692,1/3/2015,200
10/30/2002,POSSESSION OF MARIJUANA,,OLD WORMLEY CREEK,179,23692,1/3/2015,200
8/26/2002,"ASSAULT, SIMPLE, DOMESTIC",,OLD WORMLEY CREEK,179,23692,1/3/2015,200
6/23/2002,UNLAWFUL PURCHASE OR POSSESS A,,OLD WORMLEY CREEK,179,23692,1/3/2015,200
5/31/2002,POSSESSION OF MARIJUANA,,OLD WORMLEY CREEK,179,23692,1/3/2015,200
1/22/2002,"LARCENY,FROM MOTOR VEHICLE",,OPERATIONS DRIVE,269,23692,3,200
10/16/2002,TOBACCO PRODUCTS - POSSESSION,,ORCHARD VIEW,69,23692,3,200
6/9/2002,"BURGLARY, RESIDENTIAL",,PALMER COURT,39,23692,3,200
8/15/2002,"LARCENY,FROM MOTOR VEHICLE",,PALMER COURT,39,23692,3,200
3/30/2002,DAMAGE,"PROPERTY, PRIVATE",PARADISE POINT,215,23692,4,200
3/30/2002,DAMAGE,"PROPERTY, PRIVATE",PARADISE POINT,215,23692,4,200
3/30/2002,DAMAGE,"PROPERTY, PRIVATE",PARADISE POINT,215,23692,4,200
3/30/2002,DAMAGE,"PROPERTY, PRIVATE",PARADISE POINT,215,23692,4,200
5/4/2002,"ASSAULT, SIMPLE, DOMESTIC",,PATRICKS CREEK ROAD,73,23692,4,100
6/25/2002,GRAND LARCENY,,PATRICKS CREEK ROAD,73,23692,4,100
6/1/2002,CITIZEN REQUESTED ASSISTANCE,,PELICAN PLACE,205,23692,4,200
3/2/2002,DAMAGE,"PROPERTY, PRIVATE",PENRITH CROSSING,178,23692,4,100
9/4/2002,GRAND LARCENY,,PENRITH CROSSING,178,23692,4,100
12/27/2002,DAMAGE,"PROPERTY, PRIVATE",PENRITH CROSSING,178,23692,4,100
3/25/2002,CREDIT CARD FRAUD,,PERIWINKLE DRIVE,183,23692,4,200
6/3/2002,"ASSAULT, SIMPLE",,PICADILLY LOOP,75,23692,4,200
9/28/2002,GRAND LARCENY,,PICADILLY LOOP,75,23692,4,200
12/23/2002,DAMAGE,"PROPERTY, PRIVATE",PICCADDILLY LOOP,75,23692,4,100
1/3/2002,DAMAGE,"PROPERTY, PRIVATE",PICCADILLY LOOP,75,23692,4,100
1/9/2002,POSSESSION OF MARIJUANA,,PICCADILLY LOOP,75,23692,4,100
1/15/2002,ATTEMPTED SUICIDE,,PICCADILLY LOOP,75,23692,4,100
1/15/2002,CITIZEN REQUESTED ASSISTANCE,,PICCADILLY LOOP,75,23692,4,100
1/21/2002,CITIZEN REQUESTED ASSISTANCE,,PICCADILLY LOOP,75,23692,4,100
2/3/2002,OBSCENE/THREATENING PHONE CALL,,PICCADILLY LOOP,75,23692,4,100
2/3/2002,ABUSE AND NEGLECT OF CHILDREN,,PICCADILLY LOOP,75,23692,4,100
2/7/2002,"ASSAULT, SIMPLE, DOMESTIC",,PICCADILLY LOOP,75,23692,4,100
2/10/2002,DAMAGE,"PROPERTY, PRIVATE",PICCADILLY LOOP,75,23692,4,100
2/12/2002,CITIZEN REQUESTED ASSISTANCE,,PICCADILLY LOOP,75,23692,4,100
2/12/2002,DAMAGE,"PROPERTY, PRIVATE",PICCADILLY LOOP,75,23692,4,100
3/1/2002,CREDIT CARD THEFT,,PICCADILLY LOOP,75,23692,4,100
3/16/2002,GRAND LARCENY,,PICCADILLY LOOP,75,23692,4,100
6/8/2002,DISORDERLY CONDUCT,,PICCADILLY LOOP,75,23692,4,100
4/24/2002,POSSESSION OF MARIJUANA,,PICCADILLY LOOP,75,23692,4,100
4/30/2002,DEAD ON ARRIVAL,,PICCADILLY LOOP,75,23692,4,100
5/27/2002,CITIZEN REQUESTED ASSISTANCE,,PICCADILLY LOOP,75,23692,4,100
7/27/2002,"ASSAULT, SIMPLE, DOMESTIC",,PICCADILLY LOOP,75,23692,4,100
7/3/2002,CITIZEN REQUESTED ASSISTANCE,,PICCADILLY LOOP,75,23692,4,100
8/5/2002,CITIZEN REQUESTED ASSISTANCE,,PICCADILLY LOOP,75,23692,4,100
8/6/2002,LOST PROPERTY,,PICCADILLY LOOP,75,23692,4,100
7/27/2002,DAMAGE,"PROPERTY, PRIVATE",PICCADILLY LOOP,75,23692,4,100
8/4/2002,DAMAGE,"PROPERTY, PRIVATE",PICCADILLY LOOP,75,23692,4,100
12/3/2002,GRAND LARCENY,,PICCADILLY LOOP,75,23692,4,100
12/9/2002,GRAND LARCENY,,PICCADILLY LOOP,75,23692,4,100
10/18/2002,CITIZEN REQUESTED ASSISTANCE,,PICCADILLY LOOP,75,23692,4,100
10/18/2002,INDECENT EXPOSURE,,PICCADILLY LOOP,75,23692,4,100
5/17/2002,DAMAGE,"PROPERTY, PRIVATE",PIONEER LANE,55,23692,3,200
10/11/2002,CITIZEN REQUESTED ASSISTANCE,,PIONEER LANE,55,23692,3,200
10/14/2002,CITIZEN REQUESTED ASSISTANCE,,PIONEER LANE,55,23692,3,200
1/3/2002,ANNOYING PHONE CALLS,,PREABLME LANE,75,23692,4,200
1/3/2002,SEXUAL BATTERY,,PREABLME LANE,75,23692,4,200
1/21/2002,CITIZEN REQUESTED ASSISTANCE,,PREABLME LANE,75,23692,4,200
3/24/2002,CITIZEN REQUESTED ASSISTANCE,,PREABLME LANE,75,23692,4,200
4/5/2002,ANNOYING PHONE CALLS,,PREABLME LANE,75,23692,4,200
4/17/2002,GRAND LARCENY,,PREABLME LANE,75,23692,4,200
4/3/2002,CURFEW VIOLATION,,PREABLME LANE,75,23692,4,200
5/12/2002,FALSELY SUMMONS OR FALSE REPOR,,PREABLME LANE,75,23692,4,200
7/5/2002,"ASSAULT, SIMPLE",,PREABLME LANE,75,23692,4,200
8/30/2002,"ASSAULT, SIMPLE, DOMESTIC",,PREABLME LANE,75,23692,4,200
8/22/2002,GRAND LARCENY,,PREABLME LANE,75,23692,4,200
8/22/2002,GRAND LARCENY,,PREABLME LANE,75,23692,4,200
8/22/2002,DAMAGE,"PROPERTY, PRIVATE",PREABLME LANE,75,23692,4,200
8/22/2002,DAMAGE,"PROPERTY, PRIVATE",PREABLME LANE,75,23692,4,200
10/17/2002,"ASSAULT, SIMPLE, DOMESTIC",,PREABLME LANE,75,23692,4,200
11/14/2002,"ASSAULT, SIMPLE, DOMESTIC",,PREABLME LANE,75,23692,4,200
10/5/2002,DAMAGE,"PROPERTY, PRIVATE",PREABLME LANE,75,23692,4,200
12/27/2002,DAMAGE,"PROPERTY, PRIVATE",PREAMBLE LANE,75,23692,4,100
12/27/2002,DAMAGE,"PROPERTY, BUSINESS",PREAMBLE LANE,75,23692,4,100
12/27/2002,DAMAGE,"PROPERTY, PRIVATE",PREAMBLE LANE,75,23692,4,100
4/21/2002,ABUSE AND NEGLECT OF CHILDREN,,QUAIL ROAD,159,23692,4,100
11/7/2002,DAMAGE,"PROPERTY, PRIVATE",QUARTER MARSH DRIVE,73,23692,4,100
3/8/2002,DAMAGE,"PROPERTY, PRIVATE",RAILWAY ROAD,46,23692,4,200
4/26/2002,"BURGLARY, BUSINESS",,RAILWAY ROAD,46,23692,4,200
4/19/2002,GRAND LARCENY,,RAILWAY ROAD,46,23692,4,200
4/28/2002,PETIT LARCENY,,RAILWAY ROAD,46,23692,4,200
5/23/2002,"LARCENY,FROM MOTOR VEHICLE",,RAILWAY ROAD,46,23692,4,200
6/10/2002,CITIZEN REQUESTED ASSISTANCE,,RAILWAY ROAD,46,23692,4,200
4/28/2002,DAMAGE,"PROPERTY, PRIVATE",RAILWAY ROAD,46,23692,4,200
5/7/2002,DESTROYING PUBLIC GROUNDS,,RAILWAY ROAD,46,23692,4,200
5/14/2002,DAMAGE,PROPERTY,RAILWAY ROAD,46,23692,4,200
8/21/2002,"BURGLARY, BUSINESS",,RAILWAY ROAD,46,23692,4,200
8/12/2002,GRAND LARCENY,,RAILWAY ROAD,46,23692,4,200
8/14/2002,"LARCENY,FROM MOTOR VEHICLE",,RAILWAY ROAD,46,23692,4,200
8/14/2002,GRAND LARCENY,,RAILWAY ROAD,46,23692,4,200
8/14/2002,GRAND LARCENY,,RAILWAY ROAD,46,23692,4,200
8/14/2002,DAMAGE,"PROPERTY, PRIVATE",RAILWAY ROAD,46,23692,4,200
8/14/2002,DAMAGE,"PROPERTY, PRIVATE",RAILWAY ROAD,46,23692,4,200
8/14/2002,DAMAGE,"PROPERTY, PRIVATE",RAILWAY ROAD,46,23692,4,200
8/14/2002,DAMAGE,"PROPERTY, PRIVATE",RAILWAY ROAD,46,23692,4,200
8/14/2002,DAMAGE,"PROPERTY, PRIVATE",RAILWAY ROAD,46,23692,4,200
8/14/2002,DAMAGE,"PROPERTY, PRIVATE",RAILWAY ROAD,46,23692,4,200
12/28/2002,GRAND LARCENY,,RAILWAY ROAD,46,23692,4,200
10/12/2002,CITIZEN REQUESTED ASSISTANCE,,RAILWAY ROAD,46,23692,4,200
8/9/2002,GRAND LARCENY,,RAILWAY ROAD,46,23692,4,200
10/4/2002,GRAND LARCENY,,RAILWAY ROAD,46,23692,4,200
11/12/2002,GRAND LARCENY,,RAILWAY ROAD,46,23692,4,200
3/8/2002,POSSESSION OF MARIJUANA,,RAILWAY ROAD & JETHRO L,46,23692,4,200
3/7/2002,PETIT LARCENY,,REDOUBT ROAD,214,23692,3,200
6/22/2002,DAMAGE,"PROPERTY, PRIVATE",REDOUBT ROAD,214,23692,3,200
6/23/2002,"ASSAULT, SIMPLE, DOMESTIC",,RESOLUTION DRIVE,239,23692,4,100
9/26/2002,CREDIT CARD FRAUD,,RESOLUTION DRIVE,239,23692,4,100
7/4/2002,CITIZEN REQUESTED ASSISTANCE,,RESOLUTION DRIVE,239,23692,4,100
3/19/2002,TOBACCO PRODUCTS - POSSESSION,,RHETTS RUN,69,23692,3,200
5/24/2002,"ASSAULT, SIMPLE",,RHETTS RUN,69,23692,3,200
2/27/2002,RECOVERED VEHICLE-STOLEN OTHER,,RICHNECK ROAD & FT EUS T,51,23692,3,200
1/25/2002,DAMAGE,"PROPERTY, PRIVATE",ROLLINS WAY,282,23692,3,200
5/19/2002,DAMAGE,"PROPERTY, PRIVATE",ROLLINS WAY,282,23692,3,200
5/20/2002,DAMAGE,"PROPERTY, PRIVATE",ROLLINS WAY,282,23692,3,200
11/25/2002,CITIZEN REQUESTED ASSISTANCE,,ROLLINS WAY,282,23692,3,200
11/25/2002,DAMAGE,"PROPERTY, PRIVATE",ROLLINS WAY,282,23692,3,200
4/30/2002,UNLAWFUL PURCHASE OR POSSESS A,,ROLLINS WAY & DOROTHY D,282,23692,3,200
8/17/2002,POSSESSION OF MARIJUANA,,ROSEWOOD PLACE,170,23692,3,200
12/2/2002,DRIVING UNDER THE INFLUENCE OF,,RT. 17 & DENBIGH BLVD,73,23692,2/3/2015,200
3/10/2002,DAMAGE,"PROPERTY, PRIVATE",RUNAWAY LANE,63,23692,3,200
7/17/2002,OBSCENE/THREATENING PHONE CALL,,RUNAWAY LANE,63,23692,3,200
8/18/2002,PETIT LARCENY,,SANDERLING WALK,76,23692,3,200
1/20/2002,"ASSAULT, AGGRAVATED, DOMESTIC",,SCHOOL LANE,84,23692,4,100
4/17/2002,"FRAUD, ALL OTHERS",,SCHOOL LANE,84,23692,4,100
1/15/2002,PETIT LARCENY,,SCOTCH TOM WAY,178,23692,4,200
10/2/2002,TAMPERING WITH US MAIL,,SCOTCH TOM WAY,178,23692,4,200
11/10/2002,DAMAGE,"PROPERTY, PRIVATE",SCOTCH TOM WAY,178,23692,4,200
1/16/2002,GRAND LARCENY,,SENTRY CIRCLE,214,23692,3,200
5/24/2002,CITIZEN REQUESTED ASSISTANCE,,SENTRY CIRCLE,214,23692,3,200
8/10/2002,DRUNK IN PUBLIC,,SENTRY CIRCLE,214,23692,3,200
12/3/2002,GRAND LARCENY,,SENTRY CIRCLE,214,23692,3,200
9/4/2002,HIT & RUN,,SERVICE DRIVE,269,23692,3,200
10/20/2002,CARRYING CONCEALED WEAPON -1ST,,SERVICE DRIVE,269,23692,3,200
2/22/2002,DAMAGE,"PROPERTY, PRIVATE",SEVEN HOLLYS & LINK ROA,183,23692,4,200
1/15/2002,DAMAGE,"PROPERTY, PRIVATE",SEVEN HOLLYS DRIVE,183,23692,4,200
8/12/2002,OBSCENE/THREATENING PHONE CALL,,SEVEN HOLLYS DRIVE,183,23692,4,200
1/1/2002,"ASSAULT, SIMPLE, DOMESTIC",,SHIELD LANE,83,23692,1,200
8/16/2002,"LARCENY,FROM MOTOR VEHICLE",,SHIELD LANE,83,23692,1,200
7/14/2002,CITIZEN REQUESTED ASSISTANCE,,SHIELD LANE,83,23692,1,200
6/9/2002,CITIZEN REQUESTED ASSISTANCE,,SHIP POINT DRIVE,46,23692,4,200
5/2/2002,DAMAGE,"PROPERTY, PRIVATE",SHIP POINT ROAD,46,23692,4,200
5/2/2002,DAMAGE,"PROPERTY, PRIVATE",SHIP POINT ROAD,46,23692,4,200
3/28/2002,ANNOYING PHONE CALLS,,SHOWALTER ROAD,73,23692,4,200
3/28/2002,CITIZEN REQUESTED ASSISTANCE,,SHOWALTER ROAD,73,23692,4,200
