Date,Offense,Street,Subdivison,Zip,E.D.,City,Area
7/27/2002,CITIZEN REQUESTED ASSISTANCE,OLD YORK HAMPTON HWY,248,23690,1/3/2015,YORKTOWN,200
8/6/2002,"DRUGS, POSSESS COCAINE",OLD YORK HAMPTON HWY,248,23690,1/3/2015,YORKTOWN,200
8/6/2002,"DRUGS, POSSESS COCAINE",OLD YORK HAMPTON HWY,248,23690,1/3/2015,YORKTOWN,200
8/6/2002,"MANUF, SALE, POSS CONTROL SUBS",OLD YORK HAMPTON HWY,248,23690,1/3/2015,YORKTOWN,200
9/2/2002,"DAMAGE PROPERTY, PRIVATE",OLD YORK HAMPTON HWY,248,23690,1/3/2015,YORKTOWN,200
11/5/2002,"BURGLARY, BUSINESS",OLD YORK HAMPTON HWY,248,23690,1/3/2015,YORKTOWN,200
11/21/2002,GRAND LARCENY,OLD YORK HAMPTON HWY,248,23690,1/3/2015,YORKTOWN,200
6/6/2002,CITIZEN REQUESTED ASSISTANCE,READ STREET & MAIN STRE,248,23690,1,YORKTOWN,200
3/4/2002,MOTOR VEHICLE THEFT,RIVERMEADE COURT,166,23690,3,LACKEY,200
4/28/2002,"ASSAULT, SIMPLE",RIVERMEADE COURT,166,23690,3,LACKEY,200
6/6/2002,GRAND LARCENY,RIVERMEADE COURT,166,23690,3,LACKEY,200
7/24/2002,ANNOYING PHONE CALLS,RIVERMEADE COURT,166,23690,3,LACKEY,200
5/9/2002,"DAMAGE PROPERTY, PRIVATE",SONSHINE WAY,194,23690,3,GRAFTON,200
11/26/2002,CITIZEN REQUESTED ASSISTANCE,SONSHINE WAY,194,23690,3,GRAFTON,200
3/24/2002,TRESPASSING,SPRING ROAD,104,23690,3,GRAFTON,200
3/27/2002,RECOVERED VEHICLE-STOLEN OTHER,SPRING ROAD,104,23690,3,GRAFTON,200
9/17/2002,INDECENT LIBERTIES WITH CHILD,SYCAMORE LANE,104,23690,3,LACKEY,200
11/29/2002,CITIZEN REQUESTED ASSISTANCE,TALIAFERRO ROAD,104,23690,3,LACKEY,200
5/4/2002,CITIZEN REQUESTED ASSISTANCE,TOWNLEY COURT,166,23690,3,LACKEY,200
10/8/2002,TAMPERING WITH VEHICLE,TOWNLEY COURT,166,23690,3,LACKEY,200
8/23/2002,CITIZEN REQUESTED ASSISTANCE,VIVIAN COURT,255,23690,3,GRAFTON,200
10/24/2002,"BURGLARY, RESIDENTIAL",VIVIAN COURT,255,23690,3,GRAFTON,200
1/23/2002,MAIMING,WALNUT DRIVE,101,23690,3,LACKEY,200
3/9/2002,DRUNK IN PUBLIC,WALNUT DRIVE,101,23690,3,LACKEY,200
3/10/2002,"ASSAULT, SIMPLE",WALNUT DRIVE,101,23690,3,LACKEY,200
4/20/2002,"ASSAULT, SIMPLE",WALNUT DRIVE,101,23690,3,LACKEY,200
5/24/2002,DRUNK IN PUBLIC,WALNUT DRIVE,101,23690,3,LACKEY,200
6/2/2002,"ASSAULT, SIMPLE",WALNUT DRIVE,101,23690,3,LACKEY,200
6/8/2002,DRUNK IN PUBLIC,WALNUT DRIVE,101,23690,3,LACKEY,200
7/1/2002,"DAMAGE PROPERTY, PRIVATE",WALNUT DRIVE,101,23690,3,LACKEY,200
7/16/2002,MAIMING,WALNUT DRIVE,101,23690,3,LACKEY,200
9/23/2002,"DAMAGE PROPERTY, PRIVATE",WALNUT DRIVE,101,23690,3,LACKEY,200
10/8/2002,CITIZEN REQUESTED ASSISTANCE,WALNUT DRIVE,101,23690,3,LACKEY,200
11/14/2002,GRAND LARCENY,WALNUT DRIVE,101,23690,3,LACKEY,200
1/21/2002,CITIZEN REQUESTED ASSISTANCE,WATER STREET,248,23690,1,YORKTOWN,200
2/3/2002,PETIT LARCENY,WATER STREET,248,23690,1,YORKTOWN,200
2/9/2002,DRUNK IN PUBLIC,WATER STREET,248,23690,1,YORKTOWN,200
4/7/2002,DRUNK IN PUBLIC,WATER STREET,248,23690,1,YORKTOWN,200
4/21/2002,CITIZEN REQUESTED ASSISTANCE,WATER STREET,248,23690,1,YORKTOWN,200
4/25/2002,"DAMAGE PROPERTY, BUSINESS",WATER STREET,248,23690,1,YORKTOWN,200
4/26/2002,"DAMAGE PROPERTY, PRIVATE",WATER STREET,248,23690,1,YORKTOWN,200
4/27/2002,"DAMAGE PROPERTY, PRIVATE",WATER STREET,248,23690,1,YORKTOWN,200
4/28/2002,UNLAWFUL PURCHASE OR POSSESS A,WATER STREET,248,23690,1,YORKTOWN,200
5/5/2002,MAIMING,WATER STREET,248,23690,1,YORKTOWN,200
5/6/2002,"DAMAGE PROPERTY, PRIVATE",WATER STREET,248,23690,1,YORKTOWN,200
5/10/2002,PETIT LARCENY,WATER STREET,248,23690,1,YORKTOWN,200
5/26/2002,"DAMAGE PROPERTY, PRIVATE",WATER STREET,248,23690,1,YORKTOWN,200
6/26/2002,"ASSAULT, SIMPLE",WATER STREET,248,23690,1,YORKTOWN,200
6/27/2002,CREDIT CARD FRAUD,WATER STREET,248,23690,1,YORKTOWN,200
6/28/2002,"ASSAULT, SIMPLE, DOMESTIC",WATER STREET,248,23690,1,YORKTOWN,200
6/29/2002,DRUNK IN PUBLIC,WATER STREET,248,23690,1,YORKTOWN,200
6/30/2002,CITIZEN REQUESTED ASSISTANCE,WATER STREET,248,23690,1,YORKTOWN,200
7/3/2002,CITIZEN REQUESTED ASSISTANCE,WATER STREET,248,23690,1,YORKTOWN,200
7/4/2002,CITIZEN REQUESTED ASSISTANCE,WATER STREET,248,23690,1,YORKTOWN,200
7/9/2002,PETIT LARCENY,WATER STREET,248,23690,1,YORKTOWN,200
8/5/2002,"LARCENY,FROM MOTOR VEHICLE",WATER STREET,248,23690,1,YORKTOWN,200
8/14/2002,LOST PROPERTY,WATER STREET,248,23690,1,YORKTOWN,200
9/3/2002,CREDIT CARD THEFT,WATER STREET,248,23690,1,YORKTOWN,200
10/2/2002,"LARCENY,FROM MOTOR VEHICLE",WATER STREET,248,23690,1,YORKTOWN,200
10/25/2002,VIOLATE PROTECTIVE ORDERS,WATER STREET,248,23690,1,YORKTOWN,200
10/25/2002,CITIZEN REQUESTED ASSISTANCE,WATER STREET,248,23690,1,YORKTOWN,200
10/26/2002,DRUNK IN PUBLIC,WATER STREET,248,23690,1,YORKTOWN,200
10/27/2002,UNLAWFUL PURCHASE OR POSSESS A,WATER STREET,248,23690,1,YORKTOWN,200
11/5/2002,ARSON,WATER STREET,248,23690,1,YORKTOWN,200
11/15/2002,UNLAWFUL PURCHASE OR POSSESS A,WATER STREET,248,23690,1,YORKTOWN,200
11/24/2002,ARSON,WATER STREET,248,23690,1,YORKTOWN,200
8/7/2002,CURFEW VIOLATION,WATER STREET & BALLARD,248,23690,1,YORKTOWN,200
3/30/2002,"DAMAGE PROPERTY, PRIVATE",WATER STREET ACROSS FR,248,23690,1,YORKTOWN,200
1/9/2002,"MANUF, SALE, POSS CONTROL SUBS",WHITT COURT,249,23690,3,YORKTOWN,200
2/13/2002,EXCESSIVE NOISE,WHITT COURT,249,23690,3,YORKTOWN,200
3/2/2002,ABDUCTION & KIDNAPPING,WHITT COURT,249,23690,3,YORKTOWN,200
4/28/2002,EXCESSIVE NOISE,WHITT COURT,249,23690,3,YORKTOWN,200
9/24/2002,"MANUF, SALE, POSSESSION CONTRO",WHITT COURT,249,23690,3,YORKTOWN,200
10/5/2002,ATTEMPTED SUICIDE,WHITT COURT,249,23690,3,YORKTOWN,200
2/11/2002,"ASSAULT, SIMPLE",YORK DRIVE,225,23690,3,LACKEY,200
6/7/2002,CITIZEN REQUESTED ASSISTANCE,YORK DRIVE,225,23690,3,LACKEY,200
6/13/2002,"MANUF, SALE, POSSESSION CONTRO",YORK DRIVE,225,23690,3,LACKEY,200
7/5/2002,"ASSAULT, SIMPLE, DOMESTIC",YORK DRIVE,225,23690,3,LACKEY,200
7/26/2002,"DAMAGE PROPERTY, PRIVATE",YORK DRIVE,225,23690,3,LACKEY,200
9/19/2002,"DAMAGE PROPERTY, PRIVATE",YORK DRIVE,225,23690,3,LACKEY,200
11/22/2002,CITIZEN REQUESTED ASSISTANCE,YORK DRIVE,225,23690,3,LACKEY,200
11/23/2002,"ASSAULT, SIMPLE",YORK DRIVE,225,23690,3,LACKEY,200
