Date ,Report Type ,Street ,Sub-Division
11/11/2005,"LARCENY,FROM MOTOR VEHICLE ",EAST QUEENS DRIVE ,QUEENS LAKE
11/11/2005,"LARCENY,FROM MOTOR VEHICLE ",EAST QUEENS DRIVE ,QUEENS LAKE
12/1/2005,"DAMAGE PROPERTY, PRIVATE ",EAST QUEENS DRIVE ,QUEENS LAKE
12/1/2005,PETIT LARCENY ,EAST QUEENS DRIVE ,QUEENS LAKE
12/1/2005,TRESPASSING ,EAST QUEENS DRIVE ,QUEENS LAKE
12/5/2005,"DAMAGE PROPERTY, PRIVATE ",EAST QUEENS DRIVE ,QUEENS LAKE
12/5/2005,"DAMAGE PROPERTY, PUBLIC ",EAST QUEENS DRIVE ,QUEENS LAKE
12/5/2005,GRAND LARCENY ,EAST QUEENS DRIVE ,QUEENS LAKE
5/12/2005,"ASSAULT, AGGRAVATED ",EAST ROCHAMBEAU DRIVE ,BRUTON HIGH SCHOOL
12/18/2005,"ASSAULT, SIMPLE ",EAST ROCHAMBEAU DRIVE ,BRUTON
12/18/2005,"FRAUD, ALL OTHERS ",EAST ROCHAMBEAU DRIVE ,BRUTON
8/19/2005,"LARCENY,FROM MOTOR VEHICLE ",ENGLISH GARDEN WAY ,
4/24/2005,"DAMAGE PROPERTY, PRIVATE ",ERIN LEIGH COURT ,SEANS GLEN
9/16/2005,"DAMAGE PROPERTY, PRIVATE ",ERIN LEIGH COURT ,SEANS GLEN
12/2/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,FAIRFIELD GOVERNORS GREEN ,
3/25/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",FELIX DRIVE ,
3/9/2005,"DEATH, SUICIDE ",FILLMORE DRIVE ,YORK TERRACE
7/26/2005,"DAMAGE PROPERTY, PRIVATE ",FILLMORE DRIVE ,YORK TERRACE
1/13/2005,GAS THEFT ,GEORGE WASH MEM HWY ,
9/6/2005,GAS THEFT ,GEORGE WASH MEM HWY ,
9/7/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGE WASH MEM HWY ,
3/29/2005,"DAMAGE PROPERTY, PRIVATE ",GEORGETOWN CRESCENT ,FAIRFIELD AT KINSGATE
5/24/2005,"LARCENY,FROM MOTOR VEHICLE ",GEORGETOWN CRESCENT ,FAIRFIELD AT KINSGATE
12/24/2005,CITIZEN REQUESTED ASSISTANCE ,GEORGETOWN CRESCENT ,FAIRFIELD AT KINSGATE
8/28/2005,"ASSAULT, SIMPLE, DOMESTIC ",GOVERNERS GREEN ,
8/28/2005,VIOLATE PROTECTIVE ORDERS ,GOVERNERS GREEN ,
2/3/2005,POSSESSION OF MARIJUANA ,GOVERNMENT RD & MERRIMAC TR ,WILLIAMSBURG EAST
3/4/2005,CITIZEN REQUESTED ASSISTANCE ,GOVERNMENT ROAD ,WILLIAMSBURG EAST
8/1/2005,"BURGLARY, RESIDENTIAL ",GOVERNMENT ROAD ,WILLIAMSBURG EAST
8/1/2005,"DAMAGE PROPERTY, PRIVATE ",GOVERNMENT ROAD ,WILLIAMSBURG EAST
12/15/2005,PETIT LARCENY ,GOVERNMENT ROAD ,WILLIAMSBURG EAST
8/29/2005,"DAMAGE PROPERTY, PRIVATE ",GRANITE PLACE ,COBBLE CREEK
3/13/2005,"ASSAULT, SIMPLE, DOMESTIC ",HARROP LANE ,MIDDLETOWNE FARMS
11/11/2005,"ASSAULT, SIMPLE ",HAYMAKER PLACE ,WILLIAMSBURG BLUFFS
11/11/2005,"DAMAGE PROPERTY, PRIVATE ",HAYMAKER PLACE ,WILLIAMSBURG BLUFFS
11/8/2005,CITIZEN REQUESTED ASSISTANCE ,HIGH POINT ROAD ,PENNIMAN EAST
12/10/2005,CREDIT CARD FRAUD ,HIGH POINT ROAD ,PENNIMAN EAST
12/10/2005,"DAMAGE PROPERTY, PRIVATE ",HIGH POINT ROAD ,PENNIMAN EAST
12/10/2005,"LARCENY,FROM MOTOR VEHICLE ",HIGH POINT ROAD ,PENNIMAN EAST
8/9/2005,"DAMAGE PROPERTY, PRIVATE ",HOLCOMB DRIVE ,QUEENS LAKE
8/9/2005,"LARCENY,FROM MOTOR VEHICLE ",HOLCOMB DRIVE ,QUEENS LAKE
4/5/2005,GRAND LARCENY ,HORSESHOE DRIVE ,QUEENS LAKE
12/20/2005,IDENTITY FRAUD ,HORSESHOE DRIVE ,QUEENS LAKE
5/1/2005,CURFEW VIOLATION ,HUBBARD LANE ,
5/1/2005,POSSESSION OF CONTROLLED SUBSTANCES ,HUBBARD LANE ,
5/1/2005,POSSESSION OF PRODUCT BY PERSONS UNDERAGE ,HUBBARD LANE ,
10/5/2005,CITIZEN REQUESTED ASSISTANCE ,HUBBARD LANE ,WILLIAMSBURG EAST
12/19/2005,CITIZEN REQUESTED ASSISTANCE ,HUBBARD LANE ,WILLIAMSBURG EAST
12/23/2005,"ASSAULT, SIMPLE ",HUBBARD LANE ,WILLIAMSBURG EAST
12/24/2005,ELUDING POLICE ,HUBBARD LANE & COLONIAL PKWY ,WILLIAMSBURG EAST
12/24/2005,NO DRIVERS LICENSE ,HUBBARD LANE & COLONIAL PKWY ,WILLIAMSBURG EAST
12/24/2005,RECKLESS - GENERAL ,HUBBARD LANE & COLONIAL PKWY ,WILLIAMSBURG EAST
12/24/2005,SALE OF PRODUCT TO PERSONS UNDERAGE ,HUBBARD LANE & COLONIAL PKWY ,WILLIAMSBURG EAST
9/18/2005,RECOVERED VEHICLE-STOLEN OTHER JURISDICTION ,HUBBARD LANE & SCOTT LANE ,WILLIAMSBURG EAST
3/17/2005,"BURGLARY, RESIDENTIAL ",HUNTER LANE ,QUEENS LAKE
11/11/2005,"LARCENY,FROM MOTOR VEHICLE ",HUNTER LANE ,QUEENS LAKE
9/2/2005,DRUNK IN PUBLIC ,I-64 EAST BOUND ,EXIT 243 
11/7/2005,MOTOR VEHICLE THEFT ,I-64 EAST BOUND ,EXIT 243 
2/24/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,I-64 WEST EXIT 234 ,
2/24/2005,RECKLESS - GENERAL ,I-64 WEST EXIT 234 ,
1/31/2005,PETIT LARCENY ,"IRON HINGE ROAD, KINGS CREEK PLANT ",KINGS CREEK PLANTATION
6/25/2005,"LARCENY,FROM MOTOR VEHICLE ",JASMINE CRESCENT ,KINGS CREEK PLANTATION
7/24/2005,CITIZEN REQUESTED ASSISTANCE ,JASMINE CRESCENT ,KINGS CREEK PLANTATION
9/8/2005,ABDUCTION & KIDNAPPING ,"JYP AND HUBBARD, CUT THROUGH ",JAMES YORK PLAZA
9/8/2005,ROBBERY ,"JYP AND HUBBARD, CUT THROUGH ",JAMES YORK PLAZA
9/8/2005,USE OR DISPLAY FIREARM IN COMMISSION OF FELONY ,"JYP AND HUBBARD, CUT THROUGH ",JAMES YORK PLAZA
4/10/2005,CITIZEN REQUESTED ASSISTANCE ,KELSEY ROAD ,GREENSPRINGS
4/29/2005,CITIZEN REQUESTED ASSISTANCE ,KINGS COURT ,QUEENS LAKE
8/16/2005,CITIZEN REQUESTED ASSISTANCE ,LAKESHEAD DRIVE ,QUEENS LAKE
10/29/2005,TRESPASSING ,LAKESHEAD DRIVE ,QUEENS LAKE
11/12/2005,UNLAWFUL PURCHASE OR POSSESS ALCOHOLIC BEVERAGE ,LAKESHEAD DRIVE ,QUEENS LAKE
3/22/2005,"ASSAULT, SIMPLE ",LAKESHEAD DRIVE & EAST QUEENS DRIVE ,QUEENS LAKE
12/7/2005,"LARCENY,FROM MOTOR VEHICLE ",LANTERN PLACE ,WILLIAMSBURG BLUFFS
10/9/2005,CITIZEN REQUESTED ASSISTANCE ,LODGE ROAD ,WILLIAMSBURG EAST
11/14/2005,"ASSAULT, SIMPLE ",LOW RIDGE ROAD ,PENNIMAN EAST
2/1/2005,POSSESSION OF CONTROLLED SUBSTANCES ,LUTHER DRIVE ,CARVER GARDENS
6/26/2005,DISORDERLY CONDUCT ,LUTHER DRIVE ,CARVER GARDENS
6/26/2005,GRAND LARCENY ,LUTHER DRIVE ,CARVER GARDENS
7/27/2005,"FORGING, UTTERING ",LUTHER DRIVE ,CARVER GARDENS
7/27/2005,PETIT LARCENY ,LUTHER DRIVE ,CARVER GARDENS
7/28/2005,PETIT LARCENY ,LUTHER DRIVE ,CARVER GARDENS
8/9/2005,RECOVERED VEHICLE-STOLEN OTHER JURISDICTION ,LUTHER DRIVE ,CARVER GARDENS
8/14/2005,ABUSE AND NEGLECT OF CHILDREN ,LUTHER DRIVE ,CARVER GARDENS
10/2/2005,MOTOR VEHICLE THEFT ,LUTHER DRIVE ,CARVER GARDENS
3/10/2005,"DAMAGE PROPERTY, PRIVATE ",MARSHALL WAY ,WILLIAMSBURG COMMONS
4/8/2005,DRUNK IN PUBLIC ,MARSHALL WAY ,WILLIAMSBURG COMMONS
4/13/2005,"ASSAULT, SIMPLE, DOMESTIC ",MARSHALL WAY ,WILLIAMSBURG COMMONS
6/23/2005,DRUNK IN PUBLIC ,MARSHALL WAY ,WILLIAMSBURG COMMONS
7/23/2005,UNLAWFUL PURCHASE OR POSSESS ALCOHOLIC BEVERAGE ,MARSHALL WAY ,WILLIAMSBURG COMMONS
10/15/2005,"ASSAULT, SIMPLE, DOMESTIC ",MARSHALL WAY ,WILLIAMSBURG COMMONS
6/24/2005,"BURGLARY, RESIDENTIAL ",MAYNOR DRIVE ,YORK TERRACE
1/26/2005,FRAUD-BY PRESCRIPTION ,MCLAWS CIRCLE ,MARKETPLACE CENTER
3/13/2005,DISORDERLY CONDUCT ,MCLAWS CIRCLE ,MARKETPLACE CENTER
3/13/2005,GRAND LARCENY ,MCLAWS CIRCLE ,MARKETPLACE CENTER
3/23/2005,"ASSAULT, SIMPLE ",MCLAWS CIRCLE ,MARKETPLACE CENTER
5/21/2005,"ASSAULT, SIMPLE ",MCLAWS CIRCLE ,MARKETPLACE CENTER
5/21/2005,DISORDERLY CONDUCT ,MCLAWS CIRCLE ,MARKETPLACE CENTER
5/21/2005,RESISTING ARREST/OBS JUSTICE W/O THREAT OF FORCE ,MCLAWS CIRCLE ,MARKETPLACE CENTER
8/18/2005,CITIZEN REQUESTED ASSISTANCE ,MCLAWS CIRCLE ,MARKETPLACE CENTER
9/19/2005,GRAND LARCENY ,MCLAWS CIRCLE ,MARKETPLACE CENTER
11/26/2005,CITIZEN REQUESTED ASSISTANCE ,MCLAWS CIRCLE ,MARKETPLACE CENTER
12/11/2005,"ASSAULT, SIMPLE ",MCLAWS CIRCLE ,MARKETPLACE CENTER
5/10/2005,"DAMAGE PROPERTY, PRIVATE ",MERLOT DRIVE ,VINEYARD HEIGHTS
11/2/2005,"DAMAGE PROPERTY, PRIVATE ",MERLOT DRIVE ,VINEYARD HEIGHTS
11/2/2005,PETIT LARCENY ,MERLOT DRIVE ,VINEYARD HEIGHTS
1/3/2005,CITIZEN REQUESTED ASSISTANCE ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
1/4/2005,PETIT LARCENY ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
1/8/2005,GRAND LARCENY ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
1/16/2005,PETIT LARCENY ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
1/19/2005,FRAUD-BY PRESCRIPTION ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
1/22/2005,EMBEZZLEMENT <$200 ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
1/24/2005,DRUNK IN PUBLIC ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
1/26/2005,CONTRIBUTING TO THE DELINQUENCY OF A MINOR ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
1/26/2005,INDECENT EXPOSURE ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
2/7/2005,"LARCENY,FROM MOTOR VEHICLE ",MERRIMAC TRAIL ,WILLIAMSBURG EAST
2/13/2005,"BURGLARY, BUSINESS ",MERRIMAC TRAIL ,WILLIAMSBURG EAST
2/13/2005,"DAMAGE PROPERTY, BUSINESS ",MERRIMAC TRAIL ,WILLIAMSBURG EAST
2/20/2005,OBTAINING DRUGS BY FRAUD ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
2/20/2005,PETIT LARCENY ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
3/1/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
3/2/2005,EMBEZZLEMENT <$200 ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
3/7/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
3/18/2005,GAS THEFT ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
3/25/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
3/25/2005,GRAND LARCENY ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
3/25/2005,REFUSE BLOOD/BREATH TEST ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
3/28/2005,PETIT LARCENY ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
3/29/2005,CITIZEN REQUESTED ASSISTANCE ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
3/30/2005,PETIT LARCENY ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
4/3/2005,POSSESSION OF MARIJUANA ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
4/7/2005,BURGLARY (HOTEL/STORAGE FACILITY) ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
4/7/2005,"DAMAGE PROPERTY, PRIVATE ",MERRIMAC TRAIL ,WILLIAMSBURG EAST
4/9/2005,PETIT LARCENY ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
4/14/2005,PETIT LARCENY ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
4/25/2005,GAS THEFT ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
5/1/2005,LOST PROPERTY ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
5/8/2005,CITIZEN REQUESTED ASSISTANCE ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
5/10/2005,PETIT LARCENY ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
5/12/2005,BAD CHECKS ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
5/17/2005,PETIT LARCENY ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
5/22/2005,"LARCENY,FROM MOTOR VEHICLE ",MERRIMAC TRAIL ,WILLIAMSBURG EAST
5/25/2005,FORGING PUBLIC RECORDS ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
5/25/2005,GRAND LARCENY ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
5/25/2005,IDENTITY FRAUD ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
6/3/2005,"FORGING, UTTERING ",MERRIMAC TRAIL ,WILLIAMSBURG EAST
6/3/2005,GRAND LARCENY ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
6/7/2005,"SALE, DISTRIBUTE MARIJUANA ",MERRIMAC TRAIL ,JAMES YORK PLAZA
6/8/2005,"FRAUD, ALL OTHERS ",MERRIMAC TRAIL ,
6/9/2005,ABDUCTION & KIDNAPPING ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
6/9/2005,ROBBERY ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
6/9/2005,USE OR DISPLAY FIREARM IN COMMISSION OF FELONY ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
6/16/2005,DRUNK IN PUBLIC ,MERRIMAC TRAIL ,JAMES YORK PLAZA
6/17/2005,GRAND LARCENY ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
6/17/2005,ROBBERY ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
6/20/2005,TEMPORARY DETENTION ORDER ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
6/22/2005,CITIZEN REQUESTED ASSISTANCE ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
6/26/2005,PETIT LARCENY ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
7/2/2005,"DAMAGE PROPERTY, PRIVATE ",MERRIMAC TRAIL ,WILLIAMSBURG EAST
7/2/2005,"LARCENY,FROM MOTOR VEHICLE ",MERRIMAC TRAIL ,WILLIAMSBURG EAST
7/4/2005,GAS THEFT ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
7/4/2005,PETIT LARCENY ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
7/4/2005,PETIT LARCENY ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
7/5/2005,GRAND LARCENY ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
7/9/2005,"ASSAULT, SIMPLE ",MERRIMAC TRAIL ,
7/10/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
7/13/2005,PETIT LARCENY ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
7/14/2005,"BURGLARY, BUSINESS ",MERRIMAC TRAIL ,WILLIAMSBURG EAST
7/14/2005,"DAMAGE PROPERTY, BUSINESS ",MERRIMAC TRAIL ,WILLIAMSBURG EAST
7/14/2005,EMBEZZLEMENT >=$200 ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
7/19/2005,CREDIT CARD FRAUD ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
7/19/2005,CREDIT CARD FRAUD ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
7/19/2005,CREDIT CARD FRAUD ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
7/21/2005,CITIZEN REQUESTED ASSISTANCE ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
7/25/2005,CONCEALMENT/PRICE CHANGING ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
7/25/2005,DRIVING W/SUSPENDED OR REVOKED LICENSE ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
8/1/2005,PETIT LARCENY ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
8/9/2005,PETIT LARCENY ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
8/12/2005,"FORGING, UTTERING ",MERRIMAC TRAIL ,WILLIAMSBURG EAST
8/12/2005,GRAND LARCENY ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
8/13/2005,GRAND LARCENY ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
8/13/2005,PETIT LARCENY ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
8/21/2005,PETIT LARCENY ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
8/29/2005,"DAMAGE PROPERTY, PRIVATE ",MERRIMAC TRAIL ,WILLIAMSBURG EAST
9/2/2005,GRAND LARCENY ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
9/3/2005,LOST PROPERTY ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
9/10/2005,DRUNK IN PUBLIC ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
9/18/2005,"FORGING, UTTERING ",MERRIMAC TRAIL ,WILLIAMSBURG EAST
9/18/2005,GRAND LARCENY ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
9/19/2005,MOTOR VEHICLE THEFT ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
9/20/2005,RECOVERED VEHICLE-STOLEN OTHER JURISDICTION ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
9/21/2005,DAMAGE PROPERTY ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
9/21/2005,GRAND LARCENY ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
9/21/2005,"LARCENY,FROM MOTOR VEHICLE ",MERRIMAC TRAIL ,WILLIAMSBURG EAST
9/26/2005,CITIZEN REQUESTED ASSISTANCE ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
9/29/2005,GAS THEFT ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
10/1/2005,"BURGLARY, BUSINESS ",MERRIMAC TRAIL ,WILLIAMSBURG EAST
10/1/2005,"BURGLARY, BUSINESS ",MERRIMAC TRAIL ,WILLIAMSBURG EAST
10/1/2005,"BURGLARY, BUSINESS ",MERRIMAC TRAIL ,WILLIAMSBURG EAST
10/1/2005,"DAMAGE PROPERTY, BUSINESS ",MERRIMAC TRAIL ,WILLIAMSBURG EAST
10/1/2005,"DAMAGE PROPERTY, BUSINESS ",MERRIMAC TRAIL ,WILLIAMSBURG EAST
10/1/2005,"DAMAGE PROPERTY, BUSINESS ",MERRIMAC TRAIL ,WILLIAMSBURG EAST
10/1/2005,"DAMAGE PROPERTY, BUSINESS ",MERRIMAC TRAIL ,WILLIAMSBURG EAST
10/1/2005,"DAMAGE PROPERTY, PRIVATE ",MERRIMAC TRAIL ,WILLIAMSBURG EAST
10/5/2005,"DAMAGE PROPERTY, PRIVATE ",MERRIMAC TRAIL ,WILLIAMSBURG EAST
10/5/2005,GRAND LARCENY ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
10/6/2005,"ASSAULT, SIMPLE ",MERRIMAC TRAIL ,WILLIAMSBURG EAST
10/19/2005,ROBBERY ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
10/19/2005,USE OR DISPLAY FIREARM IN COMMISSION OF FELONY ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
10/26/2005,DRUNK IN PUBLIC ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
10/26/2005,"FRAUD, ALL OTHERS ",MERRIMAC TRAIL ,WILLIAMSBURG EAST
10/27/2005,"FRAUD, ALL OTHERS ",MERRIMAC TRAIL ,WILLIAMSBURG EAST
10/29/2005,"BURGLARY, RESIDENTIAL ",MERRIMAC TRAIL ,WILLIAMSBURG EAST
10/29/2005,"DAMAGE PROPERTY, PRIVATE ",MERRIMAC TRAIL ,WILLIAMSBURG EAST
10/30/2005,PETIT LARCENY ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
11/2/2005,CREDIT CARD THEFT ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
11/3/2005,"FORGING, UTTERING ",MERRIMAC TRAIL ,WILLIAMSBURG EAST
11/3/2005,GRAND LARCENY ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
11/3/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",MERRIMAC TRAIL ,WILLIAMSBURG EAST
11/14/2005,"DAMAGE PROPERTY, BUSINESS ",MERRIMAC TRAIL ,WILLIAMSBURG EAST
11/14/2005,DRIVING W/SUSPENDED OR REVOKED LICENSE ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
11/14/2005,POSSESSION OF BURGLARY TOOLS ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
11/14/2005,STEAL OR TAMPER WITH COIN OPERATED EQUIPMENT ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
11/16/2005,"LARCENY,FROM MOTOR VEHICLE ",MERRIMAC TRAIL ,WILLIAMSBURG EAST
11/19/2005,"DAMAGE PROPERTY, PRIVATE ",MERRIMAC TRAIL ,WILLIAMSBURG EAST
11/19/2005,GRAND LARCENY ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
11/22/2005,CREDIT CARD FRAUD ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
11/28/2005,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE ",MERRIMAC TRAIL ,WILLIAMSBURG EAST
11/30/2005,"LARCENY,FROM MOTOR VEHICLE ",MERRIMAC TRAIL ,WILLIAMSBURG EAST
11/30/2005,POSSESSION OF MARIJUANA ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
12/5/2005,GRAND LARCENY ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
12/6/2005,LOST PROPERTY ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
12/11/2005,DRUNK IN PUBLIC ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
12/11/2005,DRUNK IN PUBLIC ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
12/20/2005,"DAMAGE PROPERTY, PRIVATE ",MERRIMAC TRAIL ,WILLIAMSBURG EAST
12/28/2005,"BURGLARY, BUSINESS ",MERRIMAC TRAIL ,WILLIAMSBURG EAST
12/28/2005,"DAMAGE PROPERTY, BUSINESS ",MERRIMAC TRAIL ,WILLIAMSBURG EAST
12/28/2005,POSSESSION OF MARIJUANA ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
12/29/2005,FAILURE TO RETURN RENTED PROPERTY ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
11/28/2005,POSSESSION OF CONTROLLED SUBSTANCES ,MERRIMAC TRAIL ,WILLIAMSBURG EAST
12/6/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,MERRIMAC TRAIL & 2ND STREET ,WILLIAMSBURG EAST
2/23/2005,DRUNK IN PUBLIC ,MERRIMAC TRAIL & PENINIMAN ROAD ,WILLIAMSBURG EAST
7/18/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,MERRIMAC TRAIL & PENINIMAN ROAD ,WILLIAMSBURG EAST
8/16/2005,POSSESSION OF MARIJUANA ,MERRIMAC TRAIL & PENINIMAN ROAD ,WILLIAMSBURG EAST
12/10/2005,POSSESSION OF MARIJUANA ,MERRIMAC TRAIL & PENINIMAN ROAD ,WILLIAMSBURG EAST
5/15/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,MERRIMAC TRAIL & PENNIMAN ROAD ,WILLIAMSBURG EAST
5/15/2005,REFUSE BLOOD/BREATH TEST ,MERRIMAC TRAIL & PENNIMAN ROAD ,WILLIAMSBURG EAST
9/1/2005,CITIZEN REQUESTED ASSISTANCE ,MERRIMAC TRAIL & ROUTE 199 ,WILLIAMSBURG EAST
4/27/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,MERRIMAC TRAIL & TAM-O-SHANTER BLVD ,WILLIAMSBURG EAST
4/27/2005,DRIVING W/SUSPENDED OR REVOKED LICENSE ,MERRIMAC TRAIL & TAM-O-SHANTER BLVD ,WILLIAMSBURG EAST
8/20/2005,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,MERRIMAC TRAIL I 64 EAST EXIT ,WILLIAMSBURG EAST
10/18/2005,"ASSAULT, SIMPLE, DOMESTIC ",MONTAGUE CIRCLE ,QUEENS LAKE
11/3/2005,"ASSAULT, SIMPLE, DOMESTIC ",MONTAGUE CIRCLE ,QUEENS LAKE
1/23/2005,RUNAWAY JUVENILE ,MUSKET DRIVE ,QUEENS WOOD
6/24/2005,GRAND LARCENY ,MUSKET DRIVE ,QUEENS WOOD
6/25/2005,"BURGLARY, RESIDENTIAL ",MUSKET DRIVE ,QUEENS WOOD
7/30/2005,CITIZEN REQUESTED ASSISTANCE ,MUSKET DRIVE ,QUEENS WOOD
10/5/2005,OVERDOSE ,MUSKET DRIVE ,QUEENS WOOD
4/2/2005,"DAMAGE PROPERTY, PRIVATE ",NELSON DRIVE ,NELSON CIRCLE
4/16/2005,"DAMAGE PROPERTY, PRIVATE ",NELSON DRIVE ,NELSON CIRCLE
5/1/2005,CITIZEN REQUESTED ASSISTANCE ,NELSON DRIVE ,NELSON CIRCLE
6/13/2005,"BURGLARY, RESIDENTIAL ",NELSON DRIVE ,NELSON CIRCLE
6/13/2005,"DAMAGE PROPERTY, PRIVATE ",NELSON DRIVE ,NELSON CIRCLE
6/13/2005,GRAND LARCENY ,NELSON DRIVE ,NELSON CIRCLE
7/19/2005,CREDIT CARD THEFT ,NELSON DRIVE ,NELSON CIRCLE
7/22/2005,CITIZEN REQUESTED ASSISTANCE ,NELSON DRIVE ,NELSON CIRCLE
7/31/2005,CITIZEN REQUESTED ASSISTANCE ,NELSON DRIVE ,NELSON CIRCLE
